256	U71	news_297	news_2578-0 news_2472-0 news_9669-0 news_4462-1 news_2603-0 news_6809-0
11606	U3848	news_2241 news_12153	news_658-0 news_4436-0 news_12077-0 news_5414-0 news_5435-1
5882	U1784	news_9006	news_4105-0 news_4348-0 news_5009-0 news_4888-0 news_5261-1 news_4849-0
4833	U1474	news_4365 news_4417 news_11413 news_7816 news_9952 news_10186	news_2627-1 news_7516-0 news_11941-0 news_3705-0 news_9718-0 news_9394-0
13093	U4342	news_4676 news_3342 news_12046 news_9154 news_220 news_2591 news_305 news_7849 news_2584	news_2653-1 news_2514-0 news_2970-0 news_2655-0 news_2513-0 news_2394-0
10136	U3338	news_9775 news_3176 news_4301 news_4319 news_346 news_3648 news_3021 news_2616 news_12079	news_2627-0 news_395-0 news_5214-0 news_2503-1 news_110-0
11640	U3860	news_5381 news_2391 news_701 news_3460 news_10003 news_2809 news_12104 news_12210 news_9229 news_4943	news_2453-0 news_9489-1 news_2627-0 news_4899-0 news_12169-0 news_5065-0
5342	U1631	news_7152 news_9351 news_4953 news_2192	news_110-0 news_9426-1 news_9653-0 news_9987-0 news_10953-0 news_3764-0
18	U7	news_7295 news_3743 news_7244 news_11907	news_2906-1 news_3497-0 news_8940-0 news_5487-0 news_477-0 news_9729-0
5748	U1749	news_11399 news_12059 news_5337 news_4376 news_9179 news_7909 news_5048	news_7452-1 news_10081-0 news_4423-0 news_9565-0 news_7848-0 news_7760-0
2355	U697	news_7198 news_804 news_8787 news_5381 news_10022 news_4314	news_11097-0 news_9173-0 news_4771-0 news_662-0 news_10010-0 news_5291-1
2400	U714	news_4244 news_2778 news_3686 news_5101 news_4263 news_4053 news_8962 news_9346	news_9173-0 news_4771-0 news_9744-0 news_10010-0 news_11005-0 news_11097-1
11037	U3642	news_11569 news_4111 news_2562 news_8973	news_12111-1 news_174-0 news_12091-0 news_598-0 news_4075-0 news_2539-0
1408	U417	news_10140	news_2679-0 news_12157-0 news_5088-0 news_8826-1
2299	U685		news_2539-1 news_6532-0 news_2483-0 news_538-0 news_9782-0 news_9607-0
13007	U4315	news_4251 news_9657 news_4217	news_4996-0 news_9634-0 news_9215-0 news_4240-1 news_3039-0
9099	U2967	news_8919 news_278 news_3616 news_7921 news_10936 news_4996 news_4376	news_5585-0 news_174-0 news_2578-0 news_2555-0 news_9774-0 news_9752-1
14426	U4850	news_5523	news_11639-0 news_10948-0 news_12103-0 news_4659-1 news_2913-0
12395	U4110	news_620 news_4546 news_4182 news_4292 news_2862	news_4829-1 news_5469-0 news_3705-0 news_2905-0 news_4180-0 news_9426-0
12768	U4228	news_9853 news_5171 news_9222 news_3327 news_7915 news_11309 news_9848 news_5849	news_2580-0 news_12177-0 news_6569-0 news_2620-0 news_2394-0 news_4513-1
6435	U1950	news_407 news_4851 news_10030 news_4392 news_926	news_2646-0 news_9489-0 news_2503-0 news_4513-0 news_310-0 news_2627-1
7774	U2475	news_7915 news_11569 news_4987	news_2661-1 news_9495-0 news_4869-0 news_2826-0 news_3551-0 news_4472-0
12331	U4087	news_2554 news_3270 news_10097 news_4712 news_4334 news_9480 news_12196	news_395-0 news_4423-0 news_11614-0 news_9565-1 news_5036-0 news_3654-0
9298	U3046	news_7842 news_10086 news_4704 news_4483 news_2974 news_9966 news_7328 news_9334 news_7957 news_2741	news_110-1 news_9215-0 news_4899-0 news_9871-0 news_4298-0 news_7722-0
773	U224	news_4693 news_4472 news_4676 news_5662	news_5065-0 news_4666-1 news_4544-0 news_5004-0 news_4620-0 news_4263-0
8264	U2661		news_9495-1 news_9737-0 news_2513-0 news_5057-0 news_11998-0 news_47-0
11850	U3928	news_2370 news_4974 news_3526 news_4407 news_4624 news_10942 news_2436 news_9669	news_540-0 news_5502-0 news_4855-0 news_2608-1 news_4120-0 news_3225-0
11486	U3806	news_705 news_9820 news_3122 news_0 news_592 news_11930 news_12136 news_3775	news_540-0 news_5502-1 news_4855-0 news_2608-0 news_4120-0 news_3225-0
3784	U1139	news_2944 news_9537 news_4585	news_523-0 news_9602-0 news_9671-0 news_10084-0 news_2586-0 news_2653-1
2059	U604	news_3563 news_9431 news_2570	news_10971-0 news_12210-1 news_9553-0 news_9537-0 news_9913-0
2903	U869	news_3609 news_519 news_4958 news_443 news_4837 news_9719	news_4921-0 news_12152-0 news_357-0 news_3124-1 news_5480-0 news_9663-0
11265	U3734	news_11097 news_3765 news_5118 news_5098 news_10950 news_5159 news_740	news_4520-1 news_2645-0
4948	U1504	news_5470 news_7723 news_2730 news_2296 news_9713 news_9963 news_7905 news_5123 news_9993 news_5094	news_9867-0 news_11462-0 news_9997-0
1361	U407	news_4915	news_7452-0 news_5214-1 news_10953-0 news_2646-0 news_7722-0
12217	U4050	news_4123 news_5573 news_4192 news_406 news_11006 news_4487 news_5032 news_440	news_4849-0 news_5217-0 news_4143-0 news_5177-0 news_4809-0 news_322-1
14254	U4769		news_7959-1 news_4517-0 news_10995-0 news_3764-0 news_9294-0 news_802-0
10523	U3458	news_9952 news_9191 news_5285 news_4168 news_9050 news_4137 news_4051 news_7779 news_4991	news_4563-0 news_5252-1 news_4180-0 news_4529-0 news_4286-0 news_4985-0
4510	U1389	news_465 news_4160	news_4115-0 news_113-0 news_9844-0 news_4239-0 news_11945-0
14302	U4787	news_2447 news_676 news_9989 news_3890 news_534 news_606	news_174-1 news_2646-0 news_2872-0 news_2503-0 news_12198-0 news_47-0
6576	U1991	news_9246 news_12156 news_7847	news_2392-0 news_5214-0 news_3437-0 news_4767-0 news_2503-1 news_5638-0
6209	U1880	news_1274 news_4146 news_2826 news_2649 news_4192 news_512 news_4263 news_9030 news_4431	news_2533-0 news_2593-1 news_2584-0 news_2653-0 news_2945-0 news_2970-0
14943	U5134	news_54 news_178 news_11295 news_626 news_9463	news_11339-0 news_6642-0 news_7452-0 news_8965-0 news_4596-1 news_2392-0
1381	U411		news_12011-1 news_9418-0 news_5586-0 news_413-0 news_2724-0
7331	U2269		news_11679-1 news_2778-0 news_5058-0 news_10075-0 news_4141-0
13544	U4486	news_2254 news_10187	news_2532-1 news_2558-0 news_2572-0 news_2483-0 news_2593-0 news_2583-0
5221	U1579	news_9653 news_2525 news_2424 news_4175 news_5002 news_3524	news_5291-0 news_583-1 news_3247-0 news_10956-0 news_9618-0 news_662-0
2526	U747	news_5294 news_235 news_5080 news_2821 news_10230	news_10227-1 news_11614-0 news_266-0 news_3273-0 news_9167-0 news_2886-0
7770	U2475	news_7915 news_11569 news_4987	news_540-1 news_5502-0 news_4855-0 news_2608-0 news_4120-0 news_3225-0
9667	U3171	news_289	news_2646-0 news_3705-0 news_11614-0 news_9426-0 news_4123-0 news_219-1
7064	U2157	news_5294 news_3698 news_415 news_4315 news_2655 news_10963 news_5037 news_10021	news_2578-1 news_2526-0 news_2556-0 news_2659-0 news_2639-0 news_12141-0
8147	U2620	news_11518	news_4682-1 news_201-0 news_3125-0 news_3197-0 news_3985-0
711	U202	news_4159 news_4902 news_5309 news_4577	news_3294-0 news_12210-0 news_9882-1 news_11015-0 news_11924-0
11167	U3694	news_4685 news_172	news_11339-0 news_4938-0 news_3600-0 news_122-0 news_4599-0
2113	U628	news_599 news_10007 news_4975 news_9734	news_4202-1 news_6190-0 news_9517-0 news_5094-0 news_10095-0
13044	U4327	news_7827 news_5485 news_4613 news_9600	news_11014-0 news_2646-1 news_3705-0 news_9987-0 news_11074-0 news_2579-0
6828	U2080	news_10121 news_2908 news_9511 news_2887 news_2689 news_4292 news_7253 news_5566 news_2641 news_2424	news_12211-0 news_6532-0 news_9606-1 news_4745-0 news_12011-0 news_2646-0
3448	U1031	news_7968 news_3446 news_548 news_11997 news_3693 news_9791	news_2646-0 news_221-0 news_2620-0 news_11954-1 news_2583-0 news_10249-0
1788	U525	news_7964 news_2250 news_2720 news_771 news_4204	news_9867-0 news_9489-0 news_3425-0 news_9486-1
13227	U4379	news_648 news_4234 news_4851	news_3029-0 news_8979-0 news_4707-0 news_9763-1 news_2437-0 news_7618-0
12620	U4183		news_10976-0 news_2953-0 news_9489-0 news_2503-0 news_2627-0 news_2593-1
14623	U4999	news_4830	news_10956-0 news_583-1 news_5291-0 news_9618-0 news_3247-0 news_3011-0
8415	U2719	news_7769 news_11299 news_11945 news_567 news_2826 news_3021 news_11979 news_8755 news_4548	news_6117-0 news_2646-0 news_3654-0 news_10983-0 news_4298-0 news_2392-1
4064	U1229	news_731 news_9104 news_664	news_4064-0 news_4945-0 news_4968-0 news_5085-1 news_4625-0 news_4565-0
8350	U2695	news_5144 news_408 news_3481 news_680 news_6867 news_776 news_5242 news_9674	news_2646-0 news_2503-0 news_2627-0 news_9489-0 news_47-1 news_4513-0
8996	U2922	news_11069 news_7516 news_4698 news_9219 news_4785 news_4469 news_3446 news_9073	news_4111-0 news_5256-0 news_4361-0 news_4254-1 news_4581-0 news_4395-0
4182	U1279		news_9173-1 news_4771-0 news_9744-0 news_10010-0 news_11005-0 news_10956-0
8666	U2801	news_4315 news_2431 news_9489 news_637 news_58	news_2503-0 news_2515-0 news_5487-1 news_10112-0 news_6569-0 news_10047-0
4605	U1416	news_12130 news_705 news_5115 news_9512	news_2649-0 news_2645-1 news_2603-0 news_2659-0 news_2555-0 news_2503-0
11811	U3912	news_3376 news_5241 news_3616 news_4474 news_10240 news_193 news_4935	news_2578-0 news_10999-0 news_3525-0 news_235-0 news_5215-0
14651	U5036	news_139 news_7952 news_5223	news_4180-0 news_7350-0 news_802-0 news_542-1 news_4745-0 news_11010-0
6686	U2030	news_2455 news_3346 news_10243	news_4133-0 news_4209-0 news_4051-1 news_4543-0 news_4918-0 news_4715-0
12515	U4146	news_5432 news_2824	news_540-1 news_5502-0 news_4855-0 news_2608-0 news_4120-0 news_3225-0
14364	U4816		news_10956-0 news_3011-0 news_826-0 news_463-0 news_4102-0 news_136-1
1092	U324	news_9722	news_10245-0 news_10133-0 news_1245-1 news_9765-0
6793	U2066	news_2469 news_548 news_3034 news_190 news_622	news_5291-0 news_662-0 news_3247-1 news_583-0 news_9618-0 news_10956-0
8386	U2704	news_6867 news_511 news_10140 news_3738 news_4525 news_10134	news_12167-0 news_12081-0 news_9434-0 news_5352-0
11061	U3654	news_5293 news_3306 news_877 news_4377 news_5341	news_2645-0 news_5129-0 news_9357-1 news_7723-0 news_9443-0 news_533-0
13902	U4639		news_2452-1 news_2588-0 news_2551-0 news_2659-0 news_2515-0 news_2470-0
9802	U3220	news_5156 news_4211 news_3770	news_2791-0 news_10948-1 news_9946-0 news_1266-0 news_3547-0 news_2913-0
8296	U2672		news_9443-0 news_7869-0 news_4455-0 news_4838-0 news_4943-0 news_5174-1
9126	U2975		news_6765-1 news_9688-0 news_7816-0 news_10234-0 news_9540-0 news_10084-0
5964	U1804	news_4148 news_11004 news_7810	news_2431-1 news_2556-0 news_2468-0 news_2640-0 news_4513-0 news_2646-0
14202	U4756		news_662-1 news_620-0 news_826-0 news_4102-0 news_463-0 news_136-0
53	U17		news_5046-1 news_10173-0 news_9797-0 news_5158-0 news_3579-0 news_3551-0
151	U40	news_165 news_2938 news_9843 news_750	news_3151-0 news_110-0 news_415-0 news_4899-1
13162	U4360	news_4456 news_4754 news_9871 news_9844	news_5291-1 news_583-0 news_3247-0 news_9618-0 news_10956-0 news_620-0
1533	U453	news_113	news_9752-1 news_12098-0 news_12111-0 news_12024-0 news_2653-0 news_10095-0
749	U215	news_9581 news_8923 news_4136 news_4668 news_780 news_8943 news_3120 news_10211	news_5318-1 news_4523-0 news_4298-0 news_11924-0 news_5440-0 news_5114-0
5181	U1568	news_4891 news_11714 news_9882	news_3648-0 news_6304-1 news_11679-0 news_4830-0 news_12008-0 news_5277-0
13606	U4512	news_11014 news_4431 news_4581 news_4472 news_354 news_156 news_2429	news_2468-0 news_2640-0 news_2649-0 news_2645-0 news_2431-1 news_2555-0
10097	U3317	news_2608 news_10202 news_4231 news_2429 news_3703 news_10163 news_541 news_639	news_460-1 news_4330-0 news_9045-0 news_9215-0 news_2579-0 news_9294-0
10487	U3448	news_516 news_12024 news_130 news_8919 news_1 news_11986 news_7952 news_5012	news_3594-0 news_11390-0 news_12119-1 news_2743-0 news_37-0 news_12071-0
1571	U464	news_12200 news_4525 news_4625 news_5280	news_247-0 news_9238-1 news_224-0 news_11998-0 news_3984-0 news_11991-0
11576	U3841	news_5997 news_3179 news_2838 news_8941 news_10250 news_9811 news_7950 news_9673	news_9173-1 news_4771-0 news_9744-0 news_10010-0 news_11005-0 news_10956-0
5758	U1751	news_4243 news_9744 news_148 news_5047 news_9798	news_2627-0 news_9987-0 news_3705-0 news_758-0 news_5192-0 news_561-1
10229	U3366	news_11933 news_5275 news_3050 news_4674 news_397 news_11022 news_11193 news_7729 news_3762	news_9402-1 news_8885-0 news_10087-0 news_3534-0 news_587-0 news_12128-0
1684	U494	news_808	news_12172-1 news_2509-0 news_11715-0 news_7757-0 news_12075-0
9631	U3159	news_25 news_9068 news_3133 news_11309	news_9868-0 news_9695-0 news_510-0 news_10088-1 news_2427-0 news_9495-0
13793	U4584	news_12060 news_12163 news_2902 news_5141 news_2476 news_272 news_5275	news_4968-0 news_5279-0 news_5506-0 news_5047-0 news_4056-0 news_5088-1
9307	U3051		news_821-0 news_4580-0 news_4958-1 news_10046-0
2880	U862	news_5191 news_4968 news_3529 news_4831 news_2592 news_7785 news_3385 news_7943	news_4899-1 news_11614-0 news_6936-0 news_5214-0 news_395-0 news_9397-0
10900	U3595	news_9095 news_9813 news_8882 news_11225 news_47	news_2627-1 news_447-0 news_2503-0 news_9489-0 news_6569-0 news_9761-0
14142	U4726	news_4705 news_753 news_5008 news_304 news_4536 news_10985	news_5352-0 news_2729-0 news_11636-0 news_2290-0 news_5155-1 news_144-0
2063	U606	news_5119 news_2666 news_5230 news_779	news_6532-0 news_9720-0 news_9997-0 news_2646-0 news_10047-0 news_4075-1
7193	U2209		news_2590-1 news_4486-0 news_327-0 news_5074-0 news_11134-0 news_5175-0
11374	U3764	news_5220 news_3512 news_510 news_10080 news_5044 news_4772 news_12146 news_9484	news_9350-0 news_9361-0 news_771-0 news_4357-1 news_165-0 news_9614-0
7007	U2143		news_2445-0 news_2499-0 news_2645-0 news_12168-0 news_2555-0 news_2241-1
2842	U844	news_4176 news_4078 news_4851 news_4801 news_10132	news_4943-0 news_4992-0 news_2627-0 news_2584-0 news_5494-1 news_9898-0
3023	U900	news_4537 news_5363 news_708 news_163 news_4684 news_4376	news_7722-0 news_4298-1 news_802-0 news_395-0 news_11704-0 news_4767-0
11671	U3869		news_4771-0 news_9173-1 news_9744-0 news_11005-0 news_10010-0 news_10956-0
6166	U1867	news_2540	news_68-0 news_10044-1 news_8818-0 news_9577-0 news_4899-0 news_11015-0
14929	U5127	news_712 news_12107 news_2439 news_7934	news_2603-1 news_2556-0 news_2599-0 news_310-0 news_6532-0 news_2578-0
3829	U1152	news_10075 news_12033 news_10155 news_239 news_4638 news_4234 news_2476 news_9955 news_9982	news_2603-0 news_2515-0 news_2513-0 news_679-0 news_2977-0 news_2657-1
3729	U1124	news_7769 news_336 news_3443 news_11403 news_5377	news_10105-1 news_11312-0 news_2646-0 news_4546-0 news_524-0 news_8818-0
12913	U4278	news_9849 news_2596 news_4625 news_3167 news_4211 news_4313 news_10055 news_3226	news_2556-0 news_2592-0 news_2606-0 news_2603-0 news_3046-0 news_2646-1
7137	U2180		news_3458-0 news_5086-1 news_256-0 news_380-0
11611	U3851	news_12064 news_131 news_4201 news_2445 news_3395 news_9803 news_3427 news_4118	news_2438-0 news_2603-0 news_2583-0 news_2396-1 news_2945-0 news_2405-0
12073	U4007	news_10033 news_3586	news_12145-0 news_2339-0 news_2591-0 news_638-1 news_8920-0 news_9997-0
185	U52	news_9366 news_3666 news_4266 news_2726	news_12141-0 news_2596-0 news_3705-0 news_9397-1 news_10227-0
7051	U2153	news_765 news_776 news_4928 news_5013 news_12190 news_4209 news_11920 news_9587	news_4513-0 news_4180-0 news_11924-0 news_47-0 news_2646-0 news_802-1
2058	U604	news_3563 news_9431 news_2570	news_2383-0 news_7945-0 news_9926-1 news_5495-0 news_2478-0 news_164-0
10904	U3595	news_9095 news_9813 news_8882 news_11225 news_47	news_2515-0 news_2550-1 news_474-0 news_12091-0 news_6532-0 news_11989-0
3193	U947	news_163 news_3435 news_10986 news_10179 news_2799 news_3378 news_11685 news_5021 news_2102	news_4849-1 news_4143-0 news_4809-0 news_11923-0 news_4681-0 news_9615-0
5396	U1644	news_5494	news_506-0 news_12091-0 news_10078-1 news_9867-0 news_2627-0 news_11240-0
14971	U5146	news_10246 news_9720 news_4662 news_4549 news_4962 news_9510 news_5493 news_9721 news_9836 news_9703	news_5291-1 news_10956-0 news_583-0 news_3247-0 news_9618-0 news_620-0
14234	U4765		news_8857-0 news_4286-0 news_9862-1 news_4442-0
5745	U1749	news_11399 news_12059 news_5337 news_4376 news_9179 news_7909 news_5048	news_11614-0 news_676-0 news_1245-0 news_2392-1
8335	U2690	news_4656 news_369 news_482 news_806	news_2977-1 news_842-0 news_2648-0 news_4172-0 news_2315-0 news_9752-0
14240	U4767	news_7951 news_3148	news_10947-0 news_322-0 news_2556-1 news_2654-0 news_5023-0
8501	U2751	news_10013 news_5074 news_10244 news_10939	news_11631-1 news_4181-0 news_578-0 news_3561-0 news_3701-0 news_3776-0
10408	U3421	news_4731 news_74 news_12153 news_3750 news_7773 news_3332 news_10167 news_4910 news_7050	news_409-1 news_3358-0 news_3705-0 news_3654-0 news_2646-0 news_11715-0
4650	U1429	news_9694 news_47 news_4197 news_4565 news_3253 news_3054 news_203 news_4696 news_11664 news_4763	news_9489-0 news_2646-0 news_2627-1 news_2503-0 news_6569-0 news_6532-0
14700	U5056	news_9379 news_2419 news_4572 news_4980	news_5094-1 news_5123-0 news_842-0 news_5047-0 news_4929-0 news_2648-0
3279	U974	news_9596 news_2470 news_9838 news_2382 news_9602 news_5334 news_9615 news_2717	news_2945-0 news_2551-0 news_2620-0 news_5627-1 news_2603-0
4097	U1242	news_10952 news_4343 news_2714	news_5122-0 news_5544-0 news_4995-1 news_4741-0 news_5306-0 news_4112-0
2200	U651	news_7818 news_5031 news_2834 news_9776 news_4904	news_2392-0 news_4899-0 news_2579-0 news_11708-0 news_2902-0 news_7420-1
5619	U1709	news_5344 news_3454 news_10030 news_2611 news_3380 news_4530	news_9734-0 news_9014-0 news_9004-0 news_4120-0 news_3346-0
10322	U3395	news_9972 news_3508 news_2037 news_3539	news_2584-0 news_2622-0 news_2378-0 news_2558-0 news_2574-0 news_2586-1
13286	U4400	news_9238 news_4970 news_12167 news_4831 news_10051 news_5300	news_10956-0 news_583-0 news_5291-0 news_9618-0 news_3247-1 news_3011-0
3077	U915	news_3642 news_11426 news_370 news_9455 news_9597 news_2735 news_4735 news_3532 news_3955 news_4815	news_546-0 news_795-0 news_334-1 news_9674-0 news_283-0 news_9679-0
4704	U1441	news_7391 news_491 news_4902 news_4372 news_909 news_5128 news_9838 news_10040	news_4486-0 news_11917-0 news_4620-0 news_2407-0 news_4955-1 news_593-0
6277	U1898	news_4291 news_4488 news_9006 news_9800	news_2405-1 news_2378-0 news_2423-0 news_2558-0 news_4513-0 news_2949-0
5000	U1516	news_10095 news_9326 news_5042 news_2784 news_776 news_3133 news_3100 news_9643	news_9933-1 news_11917-0 news_10109-0 news_744-0 news_9734-0 news_328-0
3433	U1027	news_8941 news_3120 news_7763 news_4660 news_7900 news_8876	news_12145-0 news_388-1 news_12016-0 news_9674-0 news_488-0 news_736-0
4914	U1495	news_4946 news_416	news_4767-0 news_6642-1 news_5312-0 news_2902-0 news_7628-0 news_7847-0
7857	U2504	news_5439 news_5527 news_9475	news_4182-0 news_4766-0 news_4240-0 news_4107-0 news_4869-0 news_4568-1
10807	U3562	news_4460 news_4801	news_3705-1 news_4767-0 news_5625-0 news_11312-0 news_676-0
2872	U860	news_5034 news_5025 news_9737 news_11956 news_4165 news_4561 news_11939 news_724 news_449	news_3654-1 news_395-0 news_10953-0 news_2177-0 news_2776-0 news_2047-0
13333	U4415	news_2749 news_11636 news_3124 news_3473	news_723-0 news_10226-0 news_10105-0 news_6117-0 news_11339-1 news_8818-0
12831	U4248	news_11303 news_641 news_94 news_4787 news_12205 news_508 news_3628 news_750	news_495-0 news_9868-0 news_174-0
7621	U2415	news_4308	news_4185-1 news_5085-0 news_5088-0 news_4968-0 news_4376-0 news_4117-0
2426	U721	news_9848 news_3424 news_2627 news_4958 news_10251 news_11982 news_9829 news_446 news_5215 news_4451	news_12086-0 news_2894-0 news_12072-0 news_3378-0 news_3464-0
12116	U4019	news_11426 news_4868 news_4083 news_11413 news_12197 news_731 news_5040 news_3589 news_9608 news_4222	news_5152-1 news_5217-0 news_4348-0 news_10084-0 news_12091-0 news_2627-0
11865	U3935	news_4124	news_2639-0 news_447-1 news_8878-0 news_2371-0 news_3225-0 news_11195-0
12096	U4012		news_706-0 news_5178-1 news_7811-0 news_9069-0 news_9332-0
3034	U903		news_283-0 news_9679-1 news_488-0 news_11670-0 news_420-0 news_5349-0
3802	U1144	news_3074 news_4726 news_10069 news_2656 news_5065 news_4945 news_5037	news_9157-0 news_7715-0 news_5192-1 news_8750-0
9121	U2974	news_5411 news_2536 news_12059 news_656 news_11938 news_5029 news_7895 news_1300 news_9893 news_7747	news_9637-1 news_10971-0 news_5507-0 news_8793-0 news_9774-0 news_474-0
7109	U2173		news_2315-0 news_2586-0 news_1180-0 news_9547-0 news_4618-0
9204	U3002	news_10983 news_4090 news_4910 news_3473 news_1272 news_4263 news_3148 news_4471	news_5155-0 news_4487-0 news_5115-0 news_4927-1 news_4713-0 news_5395-0
2673	U788	news_3916 news_5116 news_9143 news_582	news_9045-1 news_9215-0 news_11509-0 news_110-0 news_9882-0
6419	U1940	news_3178 news_9601 news_10228 news_7905 news_4891 news_4481	news_9340-0 news_5349-0 news_4169-0 news_4782-0 news_4659-0
7747	U2463		news_4856-1 news_4257-0 news_9304-0 news_5523-0 news_7766-0 news_5101-0
10956	U3612	news_7724 news_4587 news_932 news_4659 news_4168 news_9820 news_192 news_9862 news_9853 news_9771	news_4719-1 news_5371-0 news_658-0 news_7736-0 news_7752-0
13838	U4597		news_11010-0 news_5309-0 news_4374-0 news_7960-0 news_11302-1
4370	U1344		news_10088-0 news_4715-0 news_11924-0 news_4551-1 news_665-0 news_5509-0
1625	U477	news_3675 news_7810 news_4732 news_4415 news_11569	news_3533-1 news_110-0 news_11998-0 news_7889-0 news_8911-0 news_2579-0
14678	U5042	news_9657 news_9929 news_10133 news_132 news_12062 news_10165 news_4405 news_3525 news_650	news_3151-0 news_11614-0 news_3253-0 news_7848-1 news_6117-0 news_9605-0
7816	U2488	news_12035 news_4116 news_3757	news_10108-1 news_7452-0 news_676-0 news_11614-0 news_5305-0 news_4991-0
4753	U1455	news_11990 news_2391 news_12203	news_4485-0 news_9618-0 news_3521-0 news_10205-0 news_5345-1 news_5158-0
4506	U1386	news_4187 news_9016 news_593 news_9923 news_9242 news_3294 news_9339 news_9952 news_4075	news_2586-0 news_12211-0 news_9602-0 news_9734-0 news_12111-0 news_10084-1
9903	U3258	news_2534 news_9424 news_5402 news_3124 news_182 news_9939 news_2670	news_6117-1 news_11947-0 news_221-0 news_9972-0 news_9567-0
12854	U4254	news_8909 news_10090 news_9326 news_9791 news_3082 news_3246 news_2254 news_5009 news_12013	news_253-0 news_3432-0 news_5080-0 news_2650-1
6252	U1892		news_5919-1 news_10095-0 news_9172-0 news_10069-0 news_9375-0 news_2860-0
4789	U1464	news_4078	news_10937-0 news_9577-0 news_6642-0 news_2394-0 news_239-0 news_9853-1
13832	U4595		news_9541-0 news_9786-1 news_4153-0 news_9997-0
733	U209	news_5235 news_9808 news_12216 news_9494	news_2429-0 news_2405-0 news_2533-0 news_2438-1 news_2578-0 news_2653-0
12569	U4165		news_2653-0 news_2378-0 news_2514-1 news_9752-0 news_2533-0 news_11947-0
14292	U4783	news_4319	news_2438-1 news_6809-0 news_12172-0 news_2533-0 news_2515-0
8437	U2729	news_7462 news_7828 news_9807 news_4926	news_9889-0 news_11917-1 news_9602-0 news_2591-0 news_4192-0
13070	U4335	news_4896 news_9203 news_3020 news_9608	news_4147-1 news_5036-0 news_5509-0 news_2503-0 news_10996-0 news_460-0
10578	U3479		news_5494-0 news_4807-0 news_4224-0 news_4992-0 news_4922-1 news_4468-0
8919	U2889	news_11022 news_4599	news_3417-1 news_5447-0 news_7955-0 news_35-0 news_4690-0 news_8821-0
10333	U3397		news_9607-0 news_2580-1 news_174-0 news_2394-0 news_2655-0 news_6569-0
2907	U870	news_11097 news_4726 news_3054 news_4095 news_10941 news_4669 news_4834 news_10149 news_4737 news_9946	news_5073-1 news_4283-0 news_4224-0 news_4110-0 news_4838-0 news_4971-0
2826	U839	news_7483 news_566 news_6117 news_10088 news_722 news_4641 news_5151 news_4327 news_12073 news_4754	news_11097-0 news_9173-0 news_4771-0 news_10010-0 news_662-0 news_9744-1
7697	U2449	news_5230 news_755 news_9596 news_2755 news_9707 news_619 news_9945 news_5165 news_4569	news_112-1 news_3742-0 news_388-0 news_354-0 news_9674-0 news_12132-0
9807	U3221	news_12055 news_5346 news_10160 news_9952 news_347 news_4174 news_782 news_3286 news_3261	news_540-1 news_5502-0 news_4855-0 news_2608-0 news_3225-0 news_11639-0
6244	U1889	news_2478 news_12172 news_7951	news_4426-0 news_4056-0 news_4803-0 news_5279-0 news_4536-0 news_5461-1
13022	U4323		news_2593-1 news_2438-0 news_2532-0 news_2533-0 news_9788-0 news_2513-0
14655	U5037	news_88 news_603 news_6433 news_4955 news_3246 news_10012 news_4720 news_8898 news_9769 news_12110	news_2073-1 news_12211-0 news_4088-0 news_375-0 news_2949-0 news_12122-0
10034	U3301	news_5127 news_237 news_2597 news_4611 news_4058 news_9605 news_259 news_10227 news_755	news_4809-1 news_4222-0 news_5217-0 news_5376-0 news_4356-0 news_4457-0
6287	U1900	news_2098	news_11931-0 news_5533-0 news_12122-0 news_5113-0 news_9580-0 news_5474-1
14694	U5049	news_3334 news_4063 news_462 news_9784 news_5427 news_2616 news_4551 news_12026	news_4767-0 news_2177-0 news_11312-1 news_5214-0 news_3442-0 news_75-0
11916	U3956	news_647 news_633 news_2688 news_1310 news_9784 news_11263	news_9582-0 news_185-0 news_9944-0 news_9495-0 news_250-0 news_6642-1
684	U193	news_9888	news_2826-0 news_2661-1 news_9495-0 news_4472-0 news_4869-0 news_2343-0
13529	U4477	news_9922 news_5192 news_9805 news_3179 news_2655 news_8825 news_663	news_2588-0 news_2423-0 news_2574-0 news_2470-1 news_11293-0 news_5274-0
4237	U1299		news_10983-0 news_10217-0 news_10227-0 news_9519-0 news_2392-1 news_10044-0
14213	U4758	news_3429 news_2925 news_487 news_7187 news_4759 news_4489 news_9646 news_797 news_3303 news_5319	news_2791-0 news_4659-0 news_5349-0 news_10948-0 news_4782-1
5697	U1734	news_723 news_9815	news_10956-1 news_5291-0 news_583-0 news_9618-0 news_3247-0 news_620-0
2824	U838	news_4926 news_3218 news_2542 news_4135 news_9773 news_9989 news_8889 news_9443 news_11935	news_12055-1 news_9146-0 news_12215-0 news_4734-0 news_9384-0
2294	U684	news_4360	news_6936-0 news_779-0 news_676-0 news_10201-0 news_4767-1
6693	U2031		news_11907-0 news_9297-0 news_7940-0 news_306-1 news_5081-0 news_9701-0
3818	U1150		news_2532-0 news_12168-0 news_9694-0 news_12211-1 news_2584-0 news_9752-0
4840	U1476	news_12170 news_5638	news_216-1 news_9143-0 news_4526-0 news_5127-0 news_4574-0
1716	U507	news_9260 news_11220	news_11679-1 news_5290-0 news_3705-0 news_268-0 news_510-0
2332	U692	news_935 news_12032 news_360 news_12061	news_5513-0 news_12144-0 news_5174-0 news_4461-0 news_4126-0 news_4438-1
