id,news_keywords,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
847,[START] Litauen [END],7.0,LOC,0.9993297457695008,0.0,Litauen,Litauen,de,-0.2180357426404953,Q37
847,[START] Migration [END],,,,,,Human migration,en,-0.3305713832378387,Q177626
847,[START] Ursula von der Leyen [END],20.0,PER,0.9990389347076416,0.0,Ursula von der Leyen,Ursula von der Leyen,de,-0.1884504705667495,Q60772
847,[START] Weißrussland [END],12.0,LOC,0.9997444152832032,0.0,Weißrussland,Weißrussland,de,-0.1750677973031997,Q184
848,[START] AfD [END],3.0,ORG,0.9999027252197266,0.0,AfD,Alternative für Deutschland,de,-0.1472579389810562,Q6721203
848,[START] Angela Merkel [END],13.0,PER,0.995182991027832,0.0,Angela Merkel,Angela Merkel,en,-0.3694184124469757,Q567
848,[START] Bundesregierung [END],,,,,,Bundesregierung (Deutschland),de,-0.1418114453554153,Q313827
848,[START] CDU [END],3.0,ORG,0.9999597072601318,0.0,CDU,Christlich Demokratische Union Deutschlands,de,-0.1917031556367874,Q49762
848,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303833127021789,Q183
848,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4426338076591491,Q131572
848,[START] Gesellschaft [END],,,,,,Gesellschaft (Soziologie),de,-0.1137310266494751,Q8425
848,[START] Rechtsextremismus [END],,,,,,Rechtsextremismus,de,-0.0787669196724891,Q204481
848,[START] Soziale Medien [END],,,,,,Social Media,de,-0.1732902228832245,Q202833
848,[START] Twitter [END],,,,,,Twitter,ja,-0.2821752727031708,Q918
849,[START] Dänemark [END],8.0,LOC,0.9993469715118408,0.0,Dänemark,Dänemark,de,-0.1094177737832069,Q35
849,[START] Gefängnis [END],,,,,,Gefängnis,de,-0.0958577394485473,Q40357
849,[START] Kriminalität [END],,,,,,Kriminalität,de,-0.0854111537337303,Q13228657
849,[START] Migration [END],,,,,,Human migration,en,-0.3304477334022522,Q177626
850,[START] Matteo Salvini [END],14.0,PER,0.9999554753303528,0.0,Matteo Salvini,Matteo Salvini,nl,-0.3667750656604767,Q1055449
850,[START] Europa [END],6.0,LOC,0.9997854828834534,0.0,Europa,Europa,es,-0.4554841816425323,Q46
850,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4426344931125641,Q131572
850,[START] Flüchtlingskrise [END],,,,,,Flüchtlingskrise ab 2015 in Deutschland,de,-0.1646599620580673,Q21051340
850,[START] Italien [END],7.0,LOC,0.9996540546417236,0.0,Italien,Italien,de,-0.2779625952243805,Q38
850,[START] Migration [END],,,,,,Human migration,en,-0.3306458592414856,Q177626
850,[START] Politik [END],,,,,,Politik,de,-0.4182581901550293,Q7163
850,[START] Schifffahrt [END],,,,,,Schifffahrt,de,-0.1289922147989273,Q155930
851,[START] Bündnis 90/Die Grünen [END],21.0,ORG,0.9994268417358398,0.0,Bündnis 90/Die Grünen,Bündnis 90/Die Grünen,de,-0.1425035893917083,Q49766
851,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303510814905166,Q183
851,[START] Hannover [END],8.0,LOC,0.9999138116836548,0.0,Hannover,Hannover,de,-0.439924418926239,Q1715
851,[START] Niedersachsen [END],13.0,LOC,0.998551070690155,0.0,Niedersachsen,Niedersachsen,de,-0.1673456579446792,Q1197
851,[START] Politik [END],,,,,,Politik,de,-0.4182187914848327,Q7163
851,[START] SPD [END],3.0,ORG,0.9999579191207886,0.0,SPD,Sozialdemokratische Partei Deutschlands,de,-0.1856185495853424,Q49768
851,[START] CDU [END],3.0,ORG,0.9999597072601318,0.0,CDU,Christlich Demokratische Union Deutschlands,de,-0.1916875392198562,Q49762
851,[START] Migration [END],,,,,,Human migration,en,-0.330447256565094,Q177626
851,[START] Verkehrswesen [END],,,,,,Verkehrswesen,de,-0.0771843120455741,Q20820139
852,[START] Europa [END],6.0,LOC,0.9997854828834534,0.0,Europa,Europa,es,-0.4554197788238525,Q46
852,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4427015781402588,Q131572
852,[START] Griechenland [END],12.0,LOC,0.9990789890289308,0.0,Griechenland,Königreich Griechenland,de,-0.1735229045152664,Q209065
852,[START] Recep Tayyip Erdoğan [END],20.0,PER,0.9997138381004332,0.0,Recep Tayyip Erdoğan,Recep Tayyip Erdoğan,tr,-0.2711198925971985,Q39259
852,[START] Türkei [END],6.0,LOC,0.9991886019706726,0.0,Türkei,Türkei,de,-0.1788406074047088,Q43
854,[START] Baschar al-Assad [END],16.0,PER,0.9994939565658568,0.0,Baschar al-Assad,Baschar al-Assad,de,-0.1206614077091217,Q44329
854,[START] Krieg [END],,,,,,Krieg,de,-0.168355643749237,Q198
854,[START] Libanon [END],7.0,LOC,0.9989187121391296,0.0,Libanon,Libanon,de,-0.4065566658973694,Q822
854,[START] Syrien [END],6.0,LOC,0.9993966817855836,0.0,Syrien,Syrien,de,-0.2187055945396423,Q858
854,[START] Vereinigte Arabische Emirate [END],28.0,LOC,0.9352148771286012,0.0,Vereinigte Arabische Emirate,Vereinigte Arabische Emirate,de,-0.0970842093229293,Q878
855,[START] Aserbaidschan [END],13.0,LOC,0.9996082186698914,0.0,Aserbaidschan,Aserbaidschan,de,-0.104138433933258,Q227
855,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.130350261926651,Q183
855,[START] Grenzschutz [END],,,,,,Grenzschutz,de,-0.1494606584310531,Q138775
855,[START] Hannover [END],8.0,LOC,0.9999138116836548,0.0,Hannover,Hannover,de,-0.439924418926239,Q1715
855,[START] Migration [END],,,,,,Human migration,en,-0.3305712640285492,Q177626
855,[START] Polizei [END],,,,,,Polizei,de,-0.2345776408910751,Q35535
856,[START] Afghanistan [END],11.0,LOC,0.999617338180542,0.0,Afghanistan,Afghanistan,en,-0.4086673259735107,Q889
856,[START] Bosnien und Herzegowina [END],23.0,LOC,0.9958478212356568,0.0,Bosnien und Herzegowina,Bosnien und Herzegowina,de,-0.0884005278348922,Q225
856,[START] Kroatien [END],8.0,LOC,0.9988175630569458,0.0,Kroatien,Kroatien,de,-0.2339368611574173,Q224
856,[START] Migration [END],,,,,,Human migration,en,-0.3306459784507751,Q177626
857,[START] Bamf [END],,,,,,Bamf,de,-0.4787639677524566,Q1005470
857,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303510814905166,Q183
857,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4426342844963074,Q131572
857,[START] Justiz [END],,,,,,Rechtspflege,de,-0.0939069986343383,Q1522168
857,[START] Politik [END],,,,,,Politik,de,-0.4183565378189087,Q7163
858,[START] Bündnis 90/Die Grünen [END],21.0,ORG,0.9994268417358398,0.0,Bündnis 90/Die Grünen,Bündnis 90/Die Grünen,de,-0.1425035893917083,Q49766
858,[START] Kriminalität [END],,,,,,Kriminalität,de,-0.085413783788681,Q13228657
858,[START] Migration [END],,,,,,Human migration,en,-0.3306458592414856,Q177626
858,[START] Parteien [END],,,,,,Politische Partei,de,-0.0724778771400451,Q7278
858,[START] Soziale Gerechtigkeit [END],,,,,,Soziale Gerechtigkeit,de,-0.0712197944521904,Q264892
858,[START] Umfrage [END],,,,,,Befragung,de,-0.0886538103222847,Q814232
859,[START] Annalena Baerbock [END],17.0,PER,0.9892975091934204,0.0,Annalena Baerbock,Annalena Baerbock,de,-0.208471268415451,Q564328
859,[START] Bundestagswahl [END],,,,,,Bundestagswahl,de,-0.3777532279491424,Q1007356
859,[START] Bündnis 90/Die Grünen [END],21.0,ORG,0.9994268417358398,0.0,Bündnis 90/Die Grünen,Bündnis 90/Die Grünen,de,-0.1425035893917083,Q49766
859,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303729861974716,Q183
859,[START] Wahlkampf [END],,,,,,Wahlkampf,de,-0.1507534384727478,Q11642595
861,[START] Matteo Salvini [END],14.0,PER,0.9999554753303528,0.0,Matteo Salvini,Matteo Salvini,nl,-0.3667424619197845,Q1055449
861,[START] Gesetzgebung [END],,,,,,Gesetzgebung,de,-0.0898623019456863,Q49371
861,[START] Italien [END],7.0,LOC,0.9996540546417236,0.0,Italien,Italien,de,-0.2779625952243805,Q38
861,[START] Justiz [END],,,,,,Rechtspflege,de,-0.0938821956515312,Q1522168
861,[START] Politik [END],,,,,,Politik,de,-0.418258786201477,Q7163
861,[START] Wirtschaft [END],,,,,,Wirtschaft,de,-0.124774158000946,Q159810
862,[START] Karin Leukefeld [END],15.0,PER,0.9975464344024658,0.0,Karin Leukefeld,Karin Leukefeld,de,-0.2187937796115875,Q26260105
862,[START] Krieg [END],,,,,,Krieg,de,-0.1683555543422699,Q198
862,[START] Syrien [END],6.0,LOC,0.9993966817855836,0.0,Syrien,Syrien,de,-0.2186642289161682,Q858
863,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4425686299800873,Q131572
863,[START] Krieg [END],,,,,,Krieg,de,-0.1682868301868438,Q198
863,[START] Libanon [END],7.0,LOC,0.9989187121391296,0.0,Libanon,Libanon,de,-0.4065584242343902,Q822
863,[START] Syrien [END],6.0,LOC,0.9993966817855836,0.0,Syrien,Syrien,de,-0.2187055945396423,Q858
863,[START] Türkei [END],6.0,LOC,0.9991886019706726,0.0,Türkei,Türkei,de,-0.178833857178688,Q43
864,[START] Sahra Wagenknecht [END],17.0,PER,0.9998343586921692,0.0,Sahra Wagenknecht,Sahra Wagenknecht,en,-0.2321982085704803,Q77193
864,[START] Finanzsystem [END],,,,,,Finanzsystem,de,-0.0713231042027473,Q1416617
864,[START] Frieden [END],,,,,,Friedensnobelpreis,de,-0.3200381696224212,Q35637
864,[START] Linke [END],,,,,,Die Linke,de,-0.1853572875261306,Q49764
864,[START] Sammlungsbewegung [END],,,,,,Sozialistische Einheitspartei Deutschlands,de,-0.4301510751247406,Q49750
864,[START] Wirtschaft [END],,,,,,Wirtschaft,de,-0.1247423738241195,Q159810
865,[START] Griechenland [END],12.0,LOC,0.9990789890289308,0.0,Griechenland,Königreich Griechenland,de,-0.1735069304704666,Q209065
865,[START] Migration [END],,,,,,Human migration,en,-0.3305711448192596,Q177626
866,[START] Chemiewaffen [END],,,,,,Chemische Waffe,de,-0.084376685321331,Q3639228
866,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303510814905166,Q183
866,[START] Diplomatie [END],,,,,,Diplomatie,fr,-0.2414465844631195,Q1889
866,[START] Kriminalität [END],,,,,,Kriminalität,de,-0.0854114890098571,Q13228657
866,[START] Mord [END],,,,,,Mord,no,-0.4740402102470398,Q132821
866,[START] Moskau [END],6.0,LOC,0.9993244409561156,0.0,Moskau,Moskau,de,-0.1161336898803711,Q649
866,[START] Politik [END],,,,,,Politik,de,-0.4183560907840729,Q7163
866,[START] Russland [END],8.0,LOC,0.9984276294708252,0.0,Russland,Russland,de,-0.2807749211788177,Q159
866,[START] Skripal-Affäre [END],8.0,MISC,0.9515075087547302,0.0,Skripal-,Sergei Wiktorowitsch Skripal,de,-0.1452059745788574,Q3742411
867,[START] Migration [END],,,,,,Human migration,en,-0.330447256565094,Q177626
867,[START] Polen [END],5.0,LOC,0.9979286193847656,0.0,Polen,Polen,de,-0.3506751656532287,Q36
867,[START] Weißrussland [END],12.0,LOC,0.9997444152832032,0.0,Weißrussland,Weißrussland,de,-0.1748887151479721,Q184
868,[START] Dänemark [END],8.0,LOC,0.9993469715118408,0.0,Dänemark,Dänemark,de,-0.1094176471233367,Q35
868,[START] Migration [END],,,,,,Human migration,en,-0.330447256565094,Q177626
868,[START] Politik [END],,,,,,Politik,de,-0.4182581901550293,Q7163
869,[START] Adolf Hitler [END],12.0,PER,0.999907612800598,0.0,Adolf Hitler,Adolf Hitler,en,-0.4253570437431335,Q352
869,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303824484348297,Q183
869,[START] Diplomatie [END],,,,,,Diplomatie,fr,-0.2413313388824463,Q1889
869,[START] Fake News [END],,,,,,Fake News,de,-0.2168951779603958,Q28549308
869,[START] Geschichte [END],,,,,,Geschichte,de,-0.1610186845064163,Q309
869,[START] Medien [END],,,,,,Massenmedien,de,-0.2701964676380157,Q11033
869,[START] Medienkritik [END],,,,,,Medienkritik,de,-0.0843226239085197,Q1753773
869,[START] Propaganda [END],,,,,,Propaganda,en,-0.324027419090271,Q7281
869,[START] Russland [END],8.0,LOC,0.9984276294708252,0.0,Russland,Russland,de,-0.2807748019695282,Q159
869,[START] Zweiter Weltkrieg [END],17.0,MISC,0.961760938167572,0.0,Zweiter Weltkrieg,Zweiter Weltkrieg,de,-0.0836575254797935,Q362
869,[START] Estland [END],7.0,LOC,0.999624252319336,0.0,Estland,Estland,de,-0.3538245558738708,Q191
869,[START] Hitler-Stalin-Pakt [END],18.0,MISC,0.999755084514618,0.0,Hitler-Stalin-Pakt,Deutsch-sowjetischer Nichtangriffspakt,de,-0.064002588391304,Q130796
869,[START] Lettland [END],8.0,LOC,0.9996947050094604,0.0,Lettland,Lettland,de,-0.2153970748186111,Q211
869,[START] Litauen [END],7.0,LOC,0.9993297457695008,0.0,Litauen,Litauen,de,-0.2181110382080078,Q37
869,[START] Polen [END],5.0,LOC,0.9979286193847656,0.0,Polen,Polen,de,-0.3507856726646423,Q36
870,[START] Bundestag [END],9.0,ORG,0.99988853931427,0.0,Bundestag,Bundestag,de,-0.44061279296875,Q154797
870,[START] Bundestagswahl [END],,,,,,Bundestagswahl,de,-0.3777536451816559,Q1007356
870,[START] CDU [END],3.0,ORG,0.9999597072601318,0.0,CDU,Christlich Demokratische Union Deutschlands,de,-0.1917134821414947,Q49762
870,[START] Hans Georg Maaßen [END],17.0,PER,0.9999864101409912,0.0,Hans Georg Maaßen,Hans-Georg Maaßen,de,-0.4666454493999481,Q1576999
870,[START] Thüringen [END],9.0,LOC,0.9988272786140442,0.0,Thüringen,Thüringen,de,-0.1756215840578079,Q1205
871,[START] Benjamin Netanjahu [END],18.0,PER,0.9999628663063048,0.0,Benjamin Netanjahu,Benjamin Netanjahu,cs,-0.3507549464702606,Q43723
871,[START] Donald Trump [END],12.0,PER,0.9985562562942504,0.0,Donald Trump,Donald Trump,en,-0.3255853652954101,Q22686
871,[START] Karin Leukefeld [END],15.0,PER,0.9975464344024658,0.0,Karin Leukefeld,Karin Leukefeld,de,-0.2187938541173935,Q26260105
871,[START] Palästina [END],9.0,LOC,0.9353846907615662,0.0,Palästina,Palästina (Region),de,-0.3569830656051636,Q23792
871,[START] UNO [END],,,,,,Organización de las Naciones Unidas,es,-0.449954092502594,Q1065
872,[START] Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung [END],68.0,ORG,0.9999716877937316,0.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,de,-0.0668703094124794,Q684357
872,[START] Bundespressekonferenz [END],,,,,,Bundespressekonferenz,de,-0.0681357309222221,Q1006502
872,[START] Bundesregierung [END],,,,,,Bundesregierung (Deutschland),de,-0.1418386697769165,Q313827
872,[START] Kolonialismus [END],,,,,,Kolonialismus,de,-0.1990610957145691,Q7167
872,[START] Migration [END],,,,,,Human migration,en,-0.3305611908435821,Q177626
872,[START] Steffen Seibert [END],15.0,PER,0.9999884366989136,0.0,Steffen Seibert,Steffen Seibert,de,-0.234215497970581,Q111189
873,[START] Bündnis 90/Die Grünen [END],21.0,ORG,0.9994326233863832,0.0,Bündnis 90/Die Grünen,Bündnis 90/Die Grünen,de,-0.1425035893917083,Q49766
873,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303510814905166,Q183
873,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4426338076591491,Q131572
873,[START] Gesundheit [END],,,,,,Gesundheit,de,-0.1144827306270599,Q12147
873,[START] Griechenland [END],12.0,LOC,0.9990789890289308,0.0,Griechenland,Königreich Griechenland,de,-0.1734995990991592,Q209065
873,[START] Kinderrechte [END],,,,,,Kinderrechte,de,-0.094418004155159,Q8354948
873,[START] Menschenrechte [END],,,,,,Menschenrechte,de,-0.0833147764205932,Q8458
873,[START] Migration [END],,,,,,Human migration,en,-0.3305711448192596,Q177626
874,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4426344931125641,Q131572
874,[START] Flüchtlingskrise [END],,,,,,Flüchtlingskrise ab 2015 in Deutschland,de,-0.1646599620580673,Q21051340
874,[START] Polen [END],5.0,LOC,0.9979286193847656,0.0,Polen,Polen,de,-0.3506609499454498,Q36
874,[START] Russland [END],8.0,LOC,0.9984276294708252,0.0,Russland,Russland,de,-0.2807749211788177,Q159
874,[START] Sergei Lawrow [END],13.0,PER,0.9999757409095764,0.0,Sergei Lawrow,Sergei Lawrow,de,-0.2043763697147369,Q58217
874,[START] Weißrussland [END],12.0,LOC,0.9997444152832032,0.0,Weißrussland,Weißrussland,de,-0.1750677973031997,Q184
875,[START] Horst Seehofer [END],14.0,PER,0.9999879598617554,0.0,Horst Seehofer,Horst Seehofer,de,-0.2334487587213516,Q44612
875,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.130350261926651,Q183
875,[START] Migration [END],,,,,,Human migration,en,-0.3305712640285492,Q177626
875,[START] Mittelmeer [END],10.0,LOC,0.9997822046279908,0.0,Mittelmeer,Mittelmeer,de,-0.1199535354971885,Q4918
875,[START] Österreich [END],10.0,LOC,0.997744917869568,0.0,Österreich,Österreich,de,-0.1630026698112487,Q40
875,[START] Frankreich [END],10.0,LOC,0.9992814660072328,0.0,Frankreich,Frankreich,de,-0.0945385619997978,Q142
876,[START] Donald Trump [END],12.0,PER,0.9985562562942504,0.0,Donald Trump,Donald Trump,en,-0.3255704343318939,Q22686
876,[START] Drohnen [END],,,,,,Unbemanntes Luftfahrzeug,de,-0.0885085016489029,Q484000
876,[START] Griechenland [END],12.0,LOC,0.9990789890289308,0.0,Griechenland,Königreich Griechenland,de,-0.1735229045152664,Q209065
876,[START] Krieg [END],,,,,,Krieg,de,-0.1683910638093948,Q198
876,[START] Militär [END],,,,,,Militär,de,-0.1282833665609359,Q8473
876,[START] NATO [END],4.0,ORG,0.9998910427093506,0.0,NATO,Organizzazione del Trattato dell'Atlantico del Nord,it,-0.2637790441513061,Q7184
876,[START] Recep Tayyip Erdoğan [END],20.0,PER,0.9997138381004332,0.0,Recep Tayyip Erdoğan,Recep Tayyip Erdoğan,tr,-0.2711198329925537,Q39259
876,[START] Russland [END],8.0,LOC,0.9984276294708252,0.0,Russland,Russland,de,-0.2807341814041137,Q159
876,[START] Syrien [END],6.0,LOC,0.9993966817855836,0.0,Syrien,Syrien,de,-0.2187055945396423,Q858
876,[START] Terrorismus [END],,,,,,Terrorismus,de,-0.1608400046825409,Q7283
876,[START] Türkei [END],6.0,LOC,0.9991886019706726,0.0,Türkei,Türkei,de,-0.1788336336612701,Q43
876,[START] Wladimir Putin [END],14.0,PER,0.9999549388885498,0.0,Wladimir Putin,Wladimir Wladimirowitsch Putin,de,-0.0993881300091743,Q7747
877,[START] AfD [END],3.0,ORG,0.9999027252197266,0.0,AfD,Alternative für Deutschland,de,-0.1471241861581802,Q6721203
877,[START] Faschismus [END],5.0,MISC,0.8256164789199829,0.0,Fasch,Faschismus,de,-0.1070773303508758,Q6223
877,[START] Flüchtlingskrise [END],,,,,,Flüchtlingskrise ab 2015 in Deutschland,de,-0.164660170674324,Q21051340
877,[START] Kapitalismus [END],7.0,MISC,0.7012770771980286,0.0,Kapital,Kapitalismus,de,-0.1483055353164672,Q6206
877,[START] Neoliberalismus [END],,,,,,Neoliberalismus,de,-0.1094959750771522,Q162719
877,[START] Rechtsextremismus [END],,,,,,Rechtsextremismus,de,-0.0787669196724891,Q204481
878,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4426338076591491,Q131572
878,[START] Flüchtlingskrise [END],,,,,,Flüchtlingskrise ab 2015 in Deutschland,de,-0.1646601408720016,Q21051340
878,[START] Massaker [END],,,,,,Massaker,de,-0.4388750195503235,Q3199915
878,[START] Menschenrechte [END],,,,,,Menschenrechte,de,-0.0833149477839469,Q8458
878,[START] Migration [END],,,,,,Human migration,en,-0.3305712640285492,Q177626
878,[START] Polen [END],5.0,LOC,0.9979286193847656,0.0,Polen,Polen,de,-0.3506609499454498,Q36
878,[START] Republik Belarus [END],16.0,LOC,0.971067190170288,0.0,Republik Belarus,Belarus,id,-0.2060750424861908,Q184
878,[START] Weißrussland [END],12.0,LOC,0.9997444152832032,0.0,Weißrussland,Weißrussland,de,-0.1750677824020385,Q184
879,[START] Annalena Baerbock [END],17.0,PER,0.9889143705368042,0.0,Annalena Baerbock,Annalena Baerbock,de,-0.2084710747003555,Q564328
879,[START] Armin Laschet [END],13.0,PER,0.9999790191650392,0.0,Armin Laschet,Armin Laschet,en,-0.3229376375675201,Q78205
879,[START] Bundestagswahl [END],,,,,,Bundestagswahl,de,-0.3777535855770111,Q1007356
879,[START] Olaf Scholz [END],11.0,PER,0.9999745488166808,0.0,Olaf Scholz,Olaf Scholz,de,-0.2687647640705108,Q61053
879,[START] Twitter [END],,,,,,Twitter,ja,-0.282175213098526,Q918
879,[START] Umfrage [END],,,,,,Befragung,de,-0.0886539071798324,Q814232
879,[START] Plagiat [END],,,,,,Plagiat,de,-0.2811482548713684,Q164666
880,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4427018165588379,Q131572
880,[START] Großbritannien [END],14.0,LOC,0.9990170001983644,0.0,Großbritannien,Vereinigtes Königreich,de,-0.1803838312625885,Q145
880,[START] Justiz [END],,,,,,Rechtspflege,de,-0.0938718169927597,Q1522168
880,[START] Migration [END],,,,,,Human migration,en,-0.3305712640285492,Q177626
880,[START] Türkei [END],6.0,LOC,0.9991886019706726,0.0,Türkei,Türkei,de,-0.178833857178688,Q43
881,[START] Bosnien und Herzegowina [END],23.0,LOC,0.995849311351776,0.0,Bosnien und Herzegowina,Bosnien und Herzegowina,de,-0.0884006768465042,Q225
881,[START] Europa [END],6.0,LOC,0.9997854828834534,0.0,Europa,Europa,es,-0.4553566873073578,Q46
881,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4425686001777649,Q131572
881,[START] Kroatien [END],8.0,LOC,0.9988175630569458,0.0,Kroatien,Kroatien,de,-0.2339363992214203,Q224
881,[START] Marokko [END],7.0,LOC,0.9994677901268004,0.0,Marokko,Marokko,de,-0.2521021068096161,Q1028
881,[START] Migration [END],,,,,,Human migration,en,-0.3306458592414856,Q177626
881,[START] Pakistan [END],8.0,LOC,0.999133050441742,0.0,Pakistan,Pakistan,en,-0.4402985870838165,Q843
881,[START] Serbien [END],7.0,LOC,0.8888653516769409,0.0,Serbien,Serbien,de,-0.1924958378076553,Q403
882,[START] Bundespräsident [END],,,,,,Bundespräsident (Österreich),de,-0.2154680341482162,Q475658
882,[START] Demokratie [END],,,,,,Demokratie,de,-0.1006623357534408,Q7174
882,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303510814905166,Q183
882,[START] Europa [END],6.0,LOC,0.9997854828834534,0.0,Europa,Europa,es,-0.4554840326309204,Q46
882,[START] Frank-Walter Steinmeier [END],23.0,PER,0.999954342842102,0.0,Frank-Walter Steinmeier,Frank-Walter Steinmeier,de,-0.1941527426242828,Q76658
882,[START] Meinung [END],,,,,,Meinung,de,-0.4799699187278747,Q3962655
882,[START] Politik [END],,,,,,Politik,de,-0.4182581901550293,Q7163
883,[START] Kirche [END],,,,,,Kirche (Bauwerk),de,-0.1136813983321189,Q16970
883,[START] Tourismus [END],,,,,,Tourismus,de,-0.1425156891345977,Q49389
884,[START] Horst Seehofer [END],14.0,PER,0.9999879598617554,0.0,Horst Seehofer,Horst Seehofer,de,-0.2334486693143844,Q44612
884,[START] Matteo Salvini [END],14.0,PER,0.9999554753303528,0.0,Matteo Salvini,Matteo Salvini,nl,-0.3667751252651214,Q1055449
884,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303510814905166,Q183
884,[START] Italien [END],7.0,LOC,0.9996540546417236,0.0,Italien,Italien,de,-0.2779474258422851,Q38
884,[START] Migration [END],,,,,,Human migration,en,-0.3306459784507751,Q177626
884,[START] Mittelmeer [END],10.0,LOC,0.9997822046279908,0.0,Mittelmeer,Mittelmeer,de,-0.1199534311890602,Q4918
884,[START] Politik [END],,,,,,Politik,de,-0.418258935213089,Q7163
885,[START] Afghanistan [END],11.0,LOC,0.999617338180542,0.0,Afghanistan,Afghanistan,en,-0.4086201786994934,Q889
885,[START] Deutschland [END],11.0,LOC,0.9996507167816162,0.0,Deutschland,Deutschland,de,-0.1303824484348297,Q183
885,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4425692558288574,Q131572
885,[START] Hannover [END],8.0,LOC,0.9999138116836548,0.0,Hannover,Hannover,de,-0.4399019777774811,Q1715
885,[START] Justiz [END],,,,,,Rechtspflege,de,-0.0938718169927597,Q1522168
885,[START] Kriminalität [END],,,,,,Kriminalität,de,-0.0854111537337303,Q13228657
885,[START] Migration [END],,,,,,Human migration,en,-0.3304477334022522,Q177626
885,[START] Niedersachsen [END],13.0,LOC,0.998551070690155,0.0,Niedersachsen,Niedersachsen,de,-0.1673456579446792,Q1197
885,[START] Sexueller Missbrauch [END],,,,,,Sexueller Missbrauch,de,-0.1013458520174026,Q43414
886,[START] Recep Tayyip Erdoğan [END],20.0,PER,0.9997138381004332,0.0,Recep Tayyip Erdoğan,Recep Tayyip Erdoğan,tr,-0.2711386382579803,Q39259
886,[START] Russland [END],8.0,LOC,0.9984276294708252,0.0,Russland,Russland,de,-0.2807748019695282,Q159
886,[START] Syrien [END],6.0,LOC,0.9993966817855836,0.0,Syrien,Syrien,de,-0.2187054753303527,Q858
887,[START] Bildung [END],,,,,,Bildung,de,-0.1371776163578033,Q2653450
887,[START] Kinderrechte [END],,,,,,Kinderrechte,de,-0.094418004155159,Q8354948
887,[START] Soziale Gerechtigkeit [END],,,,,,Soziale Gerechtigkeit,de,-0.0712194144725799,Q264892
888,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.4426344931125641,Q131572
888,[START] Griechenland [END],12.0,LOC,0.9990789890289308,0.0,Griechenland,Königreich Griechenland,de,-0.1735067218542099,Q209065
888,[START] Recep Tayyip Erdoğan [END],20.0,PER,0.9997138381004332,0.0,Recep Tayyip Erdoğan,Recep Tayyip Erdoğan,tr,-0.2711383700370788,Q39259
888,[START] Türkei [END],6.0,LOC,0.9991886019706726,0.0,Türkei,Türkei,de,-0.1788336336612701,Q43
889,[START] Dänemark [END],8.0,LOC,0.9993454217910768,0.0,Dänemark,Dänemark,de,-0.109417624771595,Q35
889,[START] Flüchtlinge [END],,,,,,Flüchtling,de,-0.442568302154541,Q131572
889,[START] Justiz [END],,,,,,Rechtspflege,de,-0.0938821956515312,Q1522168
889,[START] Migration [END],,,,,,Human migration,en,-0.3306458592414856,Q177626
889,[START] Politik [END],,,,,,Politik,de,-0.418258935213089,Q7163
890,[START] Gesellschaft [END],,,,,,Gesellschaft (Soziologie),de,-0.1137310266494751,Q8425
890,[START] Homosexualität [END],,,,,,Homosexualität,de,-0.0806813091039657,Q6636
890,[START] Medien [END],,,,,,Massenmedien,de,-0.2701681852340698,Q11033
890,[START] Migration [END],,,,,,Human migration,en,-0.3304474651813507,Q177626
891,[START] Grenzschutz [END],,,,,,Grenzschutz,de,-0.1494753509759903,Q138775
