id,author_person,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
1099,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.0035696029663086,Q501498
1100,[START] Peter Steiniger [END],15.0,PER,0.9999867081642152,0.0,Peter Steiniger,ペーター・シュナイダー,ja,-1.9480944871902466,Q90496
1107,[START] Martin Reischke [END],15.0,PER,0.9999765753746032,0.0,Martin Reischke,مارتن ريتش,ar,-2.4050590991973877,Q4392212
1108,[START] Fabian Hillebrand [END],17.0,PER,0.999981701374054,0.0,Fabian Hillebrand,"Хиллебранд, Вильгельм",ru,-1.5997453927993774,Q77663
1109,[START] Alexander Isele [END],15.0,PER,0.9998321533203124,0.0,Alexander Isele,アレクサンダー・ケーニヒ,ja,-1.4002805948257446,Q318024
1110,[START] Andreas Koristka [END],16.0,PER,0.9999828934669496,0.0,Andreas Koristka,أندرياس كورتي,ar,-1.8517506122589111,Q498943
1112,[START] Katja Herzberg [END],14.0,PER,0.9998769760131836,0.0,Katja Herzberg,カーチャ・エプシュタイン,ja,-2.538472890853882,Q27486
1113,[START] Uwe Sattler [END],11.0,PER,0.9999903440475464,0.0,Uwe Sattler,ウーヴェ,ja,-2.2183892726898193,Q24865247
1114,[START] Mischa Pfisterer [END],16.0,PER,0.9999746084213256,0.0,Mischa Pfisterer,ミッシャ,ja,-2.26533842086792,Q1938634
1116,[START] Philipp Hedemann [END],16.0,PER,0.9999643564224244,0.0,Philipp Hedemann,フィリップ・レーダー,ja,-1.9164680242538452,Q415934
1117,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224316835403442,Q178100
1118,[START] Uwe Kalbe [END],9.0,PER,0.9998156428337096,0.0,Uwe Kalbe,ウーヴェ,ja,-2.1270689964294434,Q24865247
1121,[START] Aert van Riel [END],13.0,PER,0.9999680519104004,0.0,Aert van Riel,アルトゥール・ヴェーネルト,ja,-2.8767826557159424,Q72846
1122,[START] Cyrus Salimi-Asl [END],16.0,PER,0.9986978769302368,0.0,Cyrus Salimi-Asl,"Салими, Мохаммад",ru,-2.232111930847168,Q4405822
1123,[START] Marion Bergermann [END],17.0,PER,0.999742329120636,0.0,Marion Bergermann,マリオン・バウアー,ja,-1.9473940134048462,Q544344
1124,[START] Tim Zülch [END],9.0,PER,0.9999876022338868,0.0,Tim Zülch,ティモシー・ミッチェル,ja,-1.997618317604065,Q7807402
1125,[START] Peter Eßer [END],10.0,PER,0.9999812841415404,0.0,Peter Eßer,ペーター・エッテル,ja,-1.6365593671798706,Q84986
1125,[START] Brüssel [END],7.0,LOC,0.9997041821479796,0.0,Brüssel,Brüssel,de,-0.29230889678001404,Q9005
1127,[START] Peter Steiniger [END],15.0,PER,0.9999867081642152,0.0,Peter Steiniger,ペーター・シュナイダー,ja,-1.9480942487716675,Q90496
1129,[START] Marina Mai [END],10.0,PER,0.9972901344299316,0.0,Marina Mai,مارينا ناغاساوا,ar,-2.24479341506958,Q27917765
1130,[START] Benjamin Beutler [END],16.0,PER,0.999985694885254,0.0,Benjamin Beutler,ベンジャミン・バトラー,ja,-1.3176316022872925,Q344122
1131,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486610412597656,Q16376251
1132,[START] Kathrin Zeiske [END],14.0,PER,0.9999008178710938,0.0,Kathrin Zeiske,キャサリン・ジャクソン,ja,-1.718270182609558,Q238402
1132,[START] Ciudad Juárez [END],13.0,LOC,0.9998558759689332,0.0,Ciudad Juárez,Ciudad Juárez,en,-0.18503591418266296,Q26590
1134,[START] Harald Loch [END],11.0,PER,0.9999796748161316,0.0,Harald Loch,哈拉尔德·玻尔,zh,-2.1251907348632812,Q310009
1135,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224316835403442,Q178100
1137,[START] Martin Kröger [END],13.0,PER,0.9999815225601196,0.0,Martin Kröger,Martin Kröger,de,-0.46204856038093567,Q19295908
1139,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486612796783447,Q16376251
1140,[START] Johanna Treblin [END],15.0,PER,0.999870538711548,0.0,Johanna Treblin,ヨハンナ・フォン・ホーエンシュタウフェン,ja,-1.7800662517547607,Q1755437
1141,[START] Stefan Otto [END],11.0,PER,0.9999892115592957,0.0,Stefan Otto,ستيفان أوتو,ar,-0.43572646379470825,Q7608155
1142,[START] Ulrike Wagener [END],14.0,PER,0.9997397661209106,0.0,Ulrike Wagener,Ulrike Wagener,de,-0.18814145028591156,Q1418795
1143,[START] Michael Wolf [END],12.0,PER,0.9999921321868896,0.0,Michael Wolf,Michael Wolf,de,-0.3785087764263153,Q1929892
1144,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1145,[START] Lisa Ecke [END],9.0,PER,0.9980064034461976,0.0,Lisa Ecke,ليزا لي,ar,-1.521750569343567,Q87256
1146,[START] Wolf H. Wagner [END],6.0,PER,0.99998939037323,0.0,Wolf H,Wolf Wagner,de,-1.1803319454193115,Q24335896
1146,[START] Wolf H. Wagner [END],14.0,PER,0.9999929666519164,8.0,Wagner,Wolf Wagner,de,-1.1803323030471802,Q24335896
1146,[START] Florenz [END],7.0,LOC,0.9889158010482788,0.0,Florenz,Florenz,de,-0.10841330140829086,Q2044
1147,[START] Peter Steiniger [END],15.0,PER,0.9999867081642152,0.0,Peter Steiniger,ペーター・シュナイダー,ja,-1.9480942487716675,Q90496
1148,[START] Anna Maldini [END],12.0,PER,0.9998128414154052,0.0,Anna Maldini,安娜·玛丽亚·莫扎特,zh,-2.8589060306549072,Q167981
1148,[START] Rom [END],3.0,LOC,0.9995859265327454,0.0,Rom,Rom,sv,-0.49083349108695984,Q220
1149,[START] Robert D. Meyer [END],8.0,PER,0.9999885559082032,0.0,Robert D,ロバート・マイヤー,ja,-0.6889804005622864,Q57171
1149,[START] Robert D. Meyer [END],15.0,PER,0.9999865293502808,10.0,Meyer,ロバート・マイヤー,ja,-0.6889805197715759,Q57171
1150,[START] Hendrik Lasch [END],13.0,PER,0.9999842047691344,0.0,Hendrik Lasch,"Лаш, Вильгельм",ru,-1.4869630336761475,Q4255445
1152,[START] Omid Rezaee [END],11.0,PER,0.9998801350593568,0.0,Omid Rezaee,오미드,ko,-2.4321322441101074,Q65274419
1153,[START] Christian Klemm [END],15.0,PER,0.9999825358390808,0.0,Christian Klemm,クリスティアン・ケルン,ja,-1.3591872453689575,Q18135060
1155,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486612796783447,Q16376251
1156,[START] Gerhard Hanloser [END],16.0,PER,0.9999731779098512,0.0,Gerhard Hanloser,Gerhard Hanloser,de,-0.25719547271728516,Q1511701
1157,[START] Mascha Malburg [END],14.0,PER,0.9998851418495178,0.0,Mascha Malburg,マーシャ・マラー,ja,-2.307936429977417,Q444016
1158,[START] Protokolle: Mascha Malburg [END],26.0,PER,0.9999756813049316,12.0,Mascha Malburg,Liste der Bewohner Entenhausens,de,-0.7926440834999084,Q42897
1159,[START] Tessa Kraan [END],11.0,PER,0.9995498657226562,0.0,Tessa Kraan,Kraan,et,-1.6911122798919678,Q656656
1159,[START] Lesbos [END],6.0,LOC,0.9997713565826416,0.0,Lesbos,Lesbos,de,-0.4166502356529236,Q128087
1160,[START] Ulrike Wagener [END],14.0,PER,0.999739706516266,0.0,Ulrike Wagener,Ulrike Wagener,de,-0.18814142048358917,Q1418795
1161,[START] Kofi Shakur [END],11.0,PER,0.9998841285705566,0.0,Kofi Shakur,Kofi (musician),en,-1.1813087463378906,Q6425703
1162,[START] Martin Kröger [END],13.0,PER,0.9999815225601196,0.0,Martin Kröger,Martin Kröger,de,-0.46204832196235657,Q19295908
1164,[START] Marina Mai [END],10.0,PER,0.9972907304763794,0.0,Marina Mai,مارينا ناغاساوا,ar,-2.24479341506958,Q27917765
1167,[START] Leonie Ruhland (Text) [END],14.0,PER,0.9999719858169556,0.0,Leonie Ruhland,Liste der Stolpersteine im Kölner Stadtteil Neustadt-Nord,de,-0.603359580039978,Q19389063
1167,[START] Leon Salner (Fotos) [END],11.0,PER,0.9999914765357972,0.0,Leon Salner,Leon S. Davis,en,-2.9128174781799316,Q50704338
1168,[START] Marina Mai [END],10.0,PER,0.9972907304763794,0.0,Marina Mai,مارينا ناغاساوا,ar,-2.24479341506958,Q27917765
1169,[START] Ralf Klingsieck [END],15.0,PER,0.9999852776527404,0.0,Ralf Klingsieck,ラルフ,ja,-2.595675230026245,Q18156180
1169,[START] Paris [END],5.0,LOC,0.9997358918190002,0.0,Paris,Paris,fr,-0.352156400680542,Q90
1171,[START] Claudia Krieg [END],13.0,PER,0.999923050403595,0.0,Claudia Krieg,كلوديا كروز,ar,-1.507167935371399,Q5129159
1172,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224313259124756,Q178100
1173,[START] Sebastian Weiermann [END],19.0,PER,0.9999666213989258,0.0,Sebastian Weiermann,セバスティアン・ヴァイヤン,ja,-1.586443305015564,Q737706
1174,[START] Claudia Krieg [END],13.0,PER,0.999923050403595,0.0,Claudia Krieg,كلوديا كروز,ar,-1.5071682929992676,Q5129159
1175,[START] Wolfgang Hübner [END],15.0,PER,0.9999821782112122,0.0,Wolfgang Hübner,Wolfgang Hübner (Regisseur),de,-0.39304330945014954,Q2590066
1175,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486612796783447,Q16376251
1177,[START] Peter Nowak [END],11.0,PER,0.999989092350006,0.0,Peter Nowak,Peter Nowak,en,-0.3262546956539154,Q205351
1178,[START] Daniel Lücking [END],14.0,PER,0.9999811053276062,0.0,Daniel Lücking,ダニエル・リヒター,ja,-2.498237133026123,Q67231
1178,[START] Frankfurt am Main [END],17.0,LOC,0.9998391270637512,0.0,Frankfurt am Main,Frankfurt am Main,de,-0.24697543680667877,Q1794
1179,[START] Markus Drescher [END],15.0,PER,0.999983549118042,0.0,Markus Drescher,ماركوس أوليفيرا (فنان قتال مختلط),ar,-2.2899580001831055,Q6757902
1180,[START] Claudia Krieg [END],13.0,PER,0.999923050403595,0.0,Claudia Krieg,كلوديا كروز,ar,-1.507167935371399,Q5129159
1181,[START] Marie Frank [END],11.0,PER,0.9992247819900512,0.0,Marie Frank,Marie Frank,de,-0.4291176199913025,Q61727686
1183,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486612796783447,Q16376251
1184,[START] Sabine Kebir [END],12.0,PER,0.996972918510437,0.0,Sabine Kebir,Sabine Kebir,de,-0.33319562673568726,Q2209780
1186,[START] Lisa Ecke [END],9.0,PER,0.9980065226554872,0.0,Lisa Ecke,ليزا لي,ar,-1.521750569343567,Q87256
1187,[START] Moritz Aschemeyer [END],17.0,PER,0.9999538064002992,0.0,Moritz Aschemeyer,モーリッツ・フォン・ザクセン=アルテンブルク,ja,-1.5190041065216064,Q63590
1188,[START] Stefan Otto [END],11.0,PER,0.9999892115592957,0.0,Stefan Otto,ستيفان أوتو,ar,-0.4357267916202545,Q7608155
1189,[START] Wolf H. Wagner [END],6.0,PER,0.99998939037323,0.0,Wolf H,Wolf Wagner,de,-1.1803319454193115,Q24335896
1189,[START] Wolf H. Wagner [END],14.0,PER,0.9999929666519164,8.0,Wagner,Wolf Wagner,de,-1.1803319454193115,Q24335896
1190,[START] Tom Wohlfarth [END],13.0,PER,0.9999698996543884,0.0,Tom Wohlfarth,トム・オースティン,ja,-2.4575304985046387,Q6148146
1192,[START] Michael Müller [END],14.0,PER,0.999991536140442,0.0,Michael Müller,"Michael Müller (Fußballspieler, 1964)",de,-0.3470931351184845,Q56248531
1192,[START] Schmiedefeld [END],12.0,LOC,0.960143744945526,0.0,Schmiedefeld,Schmiedefeld (Saalfeld),de,-0.20040078461170197,Q201280
1193,[START] Marie Frank [END],11.0,PER,0.9992247819900512,0.0,Marie Frank,Marie Frank,de,-0.42911791801452637,Q61727686
1194,[START] Kira Taszman [END],12.0,PER,0.9999113082885742,0.0,Kira Taszman,キーラ,ja,-2.600891351699829,Q11298034
1195,[START] Vanessa Fischer [END],15.0,PER,0.999852418899536,0.0,Vanessa Fischer,Vanessa Fischer,de,-0.35835784673690796,Q20998527
1196,[START] Jakob Buhre [END],11.0,PER,0.9999618530273438,0.0,Jakob Buhre,ヤコブ・ベーメ,ja,-2.099477767944336,Q77017
1197,[START] Jan Freitag [END],3.0,PER,0.9997945427894592,0.0,Jan,ヤン・ヴェーリング,ja,-2.214345693588257,Q984444
1198,[START] Peter Steiniger [END],15.0,PER,0.9999867081642152,0.0,Peter Steiniger,ペーター・シュナイダー,ja,-1.9480942487716675,Q90496
1199,[START] Karlen Vesper [END],13.0,PER,0.9998300075531006,0.0,Karlen Vesper,"Веспер, Рудольф",ru,-1.5745800733566284,Q2174026
1201,[START] Ulrike Wagener [END],14.0,PER,0.999739706516266,0.0,Ulrike Wagener,Ulrike Wagener,de,-0.1881413608789444,Q1418795
1202,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224316835403442,Q178100
1203,[START] Robert D. Meyer [END],8.0,PER,0.9999885559082032,0.0,Robert D,ロバート・マイヤー,ja,-0.6889805197715759,Q57171
1203,[START] Robert D. Meyer [END],15.0,PER,0.9999865293502808,10.0,Meyer,ロバート・マイヤー,ja,-0.6889805793762207,Q57171
1205,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1206,[START] Felix Jaitner [END],13.0,PER,0.9999864101409912,0.0,Felix Jaitner,フェリックス・ヴァン・フルーニンゲン,ja,-2.173125982284546,Q2188230
1208,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486612796783447,Q16376251
1211,[START] Gal Kirn [END],8.0,PER,0.9995989203453064,0.0,Gal Kirn,גאלאטיה,he,-4.123389720916748,Q26847
1212,[START] Michael Bonvalot [END],16.0,PER,0.9999555349349976,0.0,Michael Bonvalot,ミカエル,ja,-1.9651304483413696,Q45581
1213,[START] Robert D. Meyer [END],8.0,PER,0.9999885559082032,0.0,Robert D,ロバート・マイヤー,ja,-0.6889805197715759,Q57171
1213,[START] Robert D. Meyer [END],15.0,PER,0.9999865293502808,10.0,Meyer,ロバート・マイヤー,ja,-0.6889805197715759,Q57171
1214,[START] Christopher Wimmer [END],18.0,PER,0.9999804496765136,0.0,Christopher Wimmer,Chris Wimmer,en,-0.8899828791618347,Q5108499
1215,[START] Claudia Krieg [END],13.0,PER,0.999923050403595,0.0,Claudia Krieg,كلوديا كروز,ar,-1.507167935371399,Q5129159
1216,[START] Shawgi Amary [END],12.0,PER,0.9997987747192384,0.0,Shawgi Amary,Shaviyani,en,-2.209951877593994,Q7491117
1216,[START] Ralf E. Krüger [END],14.0,PER,0.9817047119140624,0.0,Ralf E. Krüger,ラルフ・クレイグ,ja,-2.183772563934326,Q434789
1220,[START] Aert van Riel [END],13.0,PER,0.9999680519104004,0.0,Aert van Riel,アルトゥール・ヴェーネルト,ja,-2.8767826557159424,Q72846
1221,[START] Johanna Treblin [END],15.0,PER,0.9998704791069032,0.0,Johanna Treblin,ヨハンナ・フォン・ホーエンシュタウフェン,ja,-1.7800660133361816,Q1755437
1222,[START] Aert van Riel [END],13.0,PER,0.9999680519104004,0.0,Aert van Riel,アルトゥール・ヴェーネルト,ja,-2.876781940460205,Q72846
1223,[START] Marina Mai [END],10.0,PER,0.9972907304763794,0.0,Marina Mai,مارينا ناغاساوا,ar,-2.24479341506958,Q27917765
1225,[START] Wilfried Neiße [END],14.0,PER,0.9999855160713196,0.0,Wilfried Neiße,ويلفريد فاينبيرغ,ar,-2.585920810699463,Q8001786
1225,[START] Potsdam [END],7.0,LOC,0.9999366998672484,0.0,Potsdam,Potsdam,de,-0.33008894324302673,Q1711
1226,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486612796783447,Q16376251
1227,[START] Fabian Hillebrand [END],17.0,PER,0.999981701374054,0.0,Fabian Hillebrand,"Хиллебранд, Вильгельм",ru,-1.599745512008667,Q77663
1228,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1231,[START] Peter Nowak [END],11.0,PER,0.999989092350006,0.0,Peter Nowak,Peter Nowak,en,-0.32625505328178406,Q205351
1232,[START] Uwe Sattler [END],11.0,PER,0.9999903440475464,0.0,Uwe Sattler,ウーヴェ,ja,-2.218388795852661,Q24865247
1233,[START] Johanna Montanari [END],17.0,PER,0.9996290802955629,0.0,Johanna Montanari,Montanari,en,-1.5013080835342407,Q1205111
1239,[START] Stefan Otto [END],11.0,PER,0.9999892115592957,0.0,Stefan Otto,ستيفان أوتو,ar,-0.4357267916202545,Q7608155
1240,[START] Jule Nagel [END],10.0,PER,0.999849796295166,0.0,Jule Nagel,ジュール・ペロー,ja,-2.724301815032959,Q554284
1241,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.0035696029663086,Q501498
1243,[START] Michael Bartsch [END],15.0,PER,0.9999902844429016,0.0,Michael Bartsch,Michael Bartsch,de,-0.2511763870716095,Q1646291
1244,[START] Marie Hecht [END],11.0,PER,0.999892234802246,0.0,Marie Hecht,ماري هيشت,ar,-0.805317759513855,Q28842859
1245,[START] Michael Götting [END],15.0,PER,0.9999870657920836,0.0,Michael Götting,ミヒャエル・ペルツェル,ja,-2.214780330657959,Q1685066
1247,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1248,[START] Stefanie Schoene [END],16.0,PER,0.9999313354492188,0.0,Stefanie Schoene,ステファニー・スン,ja,-1.5588542222976685,Q51157
1249,[START] René Hamann [END],11.0,PER,0.9999806880950928,0.0,René Hamann,René Hamann,de,-0.42755457758903503,Q2144674
1250,[START] Hendrik Lasch [END],13.0,PER,0.9999842047691344,0.0,Hendrik Lasch,"Лаш, Вильгельм",ru,-1.486940622329712,Q4255445
1252,[START] Peter Eßer [END],10.0,PER,0.9999812841415404,0.0,Peter Eßer,ペーター・エッテル,ja,-1.6367698907852173,Q84986
1252,[START] Brüssel [END],7.0,LOC,0.9997040629386902,0.0,Brüssel,Brüssel,de,-0.29230543971061707,Q9005
1255,[START] Peter Steiniger [END],15.0,PER,0.9999867081642152,0.0,Peter Steiniger,ペーター・シュナイダー,ja,-1.9483497142791748,Q90496
1257,[START] Lorenz Gösta Beutin [END],19.0,PER,0.9999797344207764,0.0,Lorenz Gösta Beutin,Lorenz Gösta Beutin,de,-0.5346660017967224,Q40804106
1258,[START] Fabian Hillebrand [END],17.0,PER,0.999981701374054,0.0,Fabian Hillebrand,"Хиллебранд, Вильгельм",ru,-1.599745512008667,Q77663
1259,[START] Linda Peikert [END],13.0,PER,0.9998814463615416,0.0,Linda Peikert,リンダ・メイソン,ja,-1.8800179958343506,Q6551802
1260,[START] Ralf Klingsieck [END],15.0,PER,0.9999852776527404,0.0,Ralf Klingsieck,ラルフ,ja,-2.5956757068634033,Q18156180
1260,[START] Paris [END],5.0,LOC,0.9997358918190002,0.0,Paris,Paris,fr,-0.352156400680542,Q90
1261,[START] Fabian Hillebrand [END],17.0,PER,0.999981701374054,0.0,Fabian Hillebrand,"Хиллебранд, Вильгельм",ru,-1.5997453927993774,Q77663
1263,[START] Katja Neuendorf [END],15.0,PER,0.9999574422836304,0.0,Katja Neuendorf,كاتيا (توضيح),ar,-1.7184087038040161,Q1736622
1263,[START] SODI [END],4.0,LOC,0.9678279161453248,0.0,SODI,三菱日立パワーシステムズ,ja,-0.876487135887146,Q17493862
1265,[START] Charles Onias [END],13.0,PER,0.9999534487724304,0.0,Charles Onias,تشارلز نيكولاس,ar,-1.3445994853973389,Q1066486
1266,[START] Marie Frank [END],11.0,PER,0.9992247819900512,0.0,Marie Frank,Marie Frank,de,-0.42911750078201294,Q61727686
1267,[START] Jan Keetman [END],11.0,PER,0.999922215938568,0.0,Jan Keetman,ヤン・クーン,ja,-2.44146990776062,Q470856
1268,[START] Stefan Schocher [END],15.0,PER,0.9999907612800598,0.0,Stefan Schocher,ستيفان شوستر,ar,-1.7667884826660156,Q2337635
1268,[START] Deutschkreutz [END],13.0,LOC,0.99652099609375,0.0,Deutschkreutz,Deutschkreutz,de,-0.27083081007003784,Q41945
1270,[START] Claudia Krieg [END],13.0,PER,0.999923050403595,0.0,Claudia Krieg,كلوديا كروز,ar,-1.507168173789978,Q5129159
1271,[START] Jeja Klein [END],10.0,PER,0.9804999828338624,5.0,Klein,"Кляйн, Ева",ru,-1.375671148300171,Q249978
1272,[START] Paula Balov [END],11.0,PER,0.9999420046806335,0.0,Paula Balov,Балов Павло Олександрович,uk,-1.6686066389083862,Q20065779
1273,[START] Florian Schmid [END],14.0,PER,0.9999878406524658,0.0,Florian Schmid,Florian Schmid,de,-0.23364318907260895,Q16295707
1274,[START] Marina Mai [END],10.0,PER,0.9972907304763794,0.0,Marina Mai,مارينا ناغاساوا,ar,-2.24479341506958,Q27917765
1275,[START] Alexander Ludewig [END],17.0,PER,0.9997817277908324,0.0,Alexander Ludewig,ألكسندر لودفيغ,ar,-0.6173930764198303,Q747402
1276,[START] Tim Zülch [END],9.0,PER,0.9999876022338868,0.0,Tim Zülch,ティモシー・ミッチェル,ja,-1.9976181983947754,Q7807402
1277,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1277,[START] Fabian Hillebrand [END],17.0,PER,0.999981701374054,0.0,Fabian Hillebrand,"Хиллебранд, Вильгельм",ru,-1.599745512008667,Q77663
1278,[START] Robert D. Meyer [END],8.0,PER,0.9999885559082032,0.0,Robert D,ロバート・マイヤー,ja,-0.6889805197715759,Q57171
1278,[START] Robert D. Meyer [END],15.0,PER,0.9999865293502808,10.0,Meyer,ロバート・マイヤー,ja,-0.6889805793762207,Q57171
1279,[START] Marina Mai [END],10.0,PER,0.9972907304763794,0.0,Marina Mai,مارينا ناغاساوا,ar,-2.24479341506958,Q27917765
1280,[START] Fokke Joel [END],10.0,PER,0.9998510479927064,0.0,Fokke Joel,Fokke,nl,-2.1371357440948486,Q2618261
1282,[START] Lorenz Gösta Beutin [END],19.0,PER,0.9999797344207764,0.0,Lorenz Gösta Beutin,Lorenz Gösta Beutin,de,-0.5346659421920776,Q40804106
1283,[START] Ines Wallrodt [END],13.0,PER,0.9998853802680968,0.0,Ines Wallrodt,إينيس هيريرا,ar,-2.6067543029785156,Q6061636
1283,[START] Marie Frank [END],11.0,PER,0.9992247819900512,0.0,Marie Frank,Marie Frank,de,-0.42911791801452637,Q61727686
1284,[START] Samuela Nickel [END],14.0,PER,0.9997460842132568,0.0,Samuela Nickel,サミュエル・ニコラス,ja,-2.5244059562683105,Q6150388
1286,[START] Irmtraud Gutschke [END],17.0,PER,0.999672830104828,0.0,Irmtraud Gutschke,Irmtraud Gutschke,de,-0.1354329138994217,Q61983335
1287,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486612796783447,Q16376251
1288,[START] Andreas Frische [END],15.0,PER,0.9999925494194032,0.0,Andreas Frische,Andreas Frisch,de,-1.7669715881347656,Q15783300
1289,[START] Mascha Malburg [END],14.0,PER,0.9998851418495178,0.0,Mascha Malburg,マーシャ・マラー,ja,-2.307936429977417,Q444016
1290,[START] Uwe Kalbe [END],9.0,PER,0.9998156428337096,0.0,Uwe Kalbe,ウーヴェ,ja,-2.1270692348480225,Q24865247
1290,[START] Rene Heilig [END],11.0,PER,0.9999733567237854,0.0,Rene Heilig,ルネ・エリクセン,ja,-2.1986751556396484,Q2336650
1292,[START] Aert van Riel [END],13.0,PER,0.9999680519104004,0.0,Aert van Riel,アルトゥール・ヴェーネルト,ja,-2.8767828941345215,Q72846
1293,[START] Mario Pschera [END],13.0,PER,0.9999697804450988,0.0,Mario Pschera,ماريو أوسونا,ar,-2.111285924911499,Q16301969
1294,[START] Jana Frielinghaus [END],17.0,PER,0.9999412298202516,0.0,Jana Frielinghaus,ヤナ・クラン,ja,-2.2486612796783447,Q16376251
1295,[START] Yannick Walther [END],15.0,PER,0.9999727010726928,0.0,Yannick Walther,"Вальтер, Иоганн",ru,-1.612915277481079,Q60825393
1296,[START] Lorenz Gösta Beutin [END],19.0,PER,0.9999797344207764,0.0,Lorenz Gösta Beutin,Lorenz Gösta Beutin,de,-0.5346660017967224,Q40804106
1298,[START] Rudolf Stumberger [END],17.0,PER,0.9999736547470092,0.0,Rudolf Stumberger,Rudolf Stumberger,de,-0.24612750113010406,Q26424075
1299,[START] Ulrike Wagener [END],14.0,PER,0.999739706516266,0.0,Ulrike Wagener,Ulrike Wagener,de,-0.18814142048358917,Q1418795
1300,[START] Vanessa Fischer [END],15.0,PER,0.999852418899536,0.0,Vanessa Fischer,Vanessa Fischer,de,-0.3583581745624542,Q20998527
1302,[START] Harald Loch [END],11.0,PER,0.9999796748161316,0.0,Harald Loch,哈拉尔德·玻尔,zh,-2.1251907348632812,Q310009
1303,[START] Erhard Crome [END],12.0,PER,0.9999772310256958,0.0,Erhard Crome,Erhard Crome,de,-0.38843148946762085,Q46826397
1304,[START] Maximilian Breitensträter [END],25.0,PER,0.9999507069587708,0.0,Maximilian Breitensträter,ماكسيميليان بيستر,ar,-2.5198748111724854,Q571687
1305,[START] Horst Kahrs [END],11.0,PER,0.9999845027923584,0.0,Horst Kahrs,هورست كاسنر,ar,-2.156364679336548,Q5906491
1306,[START] Mario Pschera [END],13.0,PER,0.999969720840454,0.0,Mario Pschera,ماريو أوسونا,ar,-2.11128568649292,Q16301969
1307,[START] Gaston Kirsche [END],14.0,PER,0.9999903440475464,0.0,Gaston Kirsche,Gaston (comics),en,-1.3609728813171387,Q737153
1309,[START] Peter Steiniger [END],15.0,PER,0.9999866485595704,0.0,Peter Steiniger,ペーター・シュナイダー,ja,-1.9480942487716675,Q90496
1310,[START] Anna Maldini [END],12.0,PER,0.9998127818107604,0.0,Anna Maldini,安娜·玛丽亚·莫扎特,zh,-2.8589060306549072,Q167981
1310,[START] Rom [END],3.0,LOC,0.9995861649513244,0.0,Rom,Rom,sv,-0.49083274602890015,Q220
1311,[START] Hendrik Lasch [END],13.0,PER,0.9999842047691344,0.0,Hendrik Lasch,"Лаш, Вильгельм",ru,-1.4869630336761475,Q4255445
1312,[START] Mirco Keilberth [END],15.0,PER,0.9999756813049316,0.0,Mirco Keilberth,ミルコ,ja,-2.0964255332946777,Q1177641
1314,[START] Alexander Isele [END],15.0,PER,0.9998321533203124,0.0,Alexander Isele,アレクサンダー・ケーニヒ,ja,-1.4002805948257446,Q318024
1315,[START] Birthe Berghöfer [END],16.0,PER,0.9999141693115234,0.0,Birthe Berghöfer,Birthe,de,-2.136103630065918,Q865885
