id,title,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
419,Trotz heftiger Kritik:  [START] Seehofer [END]  bringt sein Aufnahme-Prinzip für Flüchtlinge voran,31.0,PER,0.9999849796295166,23.0,Seehofer,Horst Seehofer,de,-0.3187305331230163,Q44612
420,„Ohne Geld geht es nicht“: Maas fordert neuen Flüchtlingsdeal mit  [START] Türkei [END] ,72.0,LOC,0.9794281125068665,66.0,Türkei,Türkei,de,-0.1070434972643852,Q43
421,70 Jahre Flüchtlingskonvention:  [START] UNHCR- [END] Chef alarmiert über Verstöße,38.0,MISC,0.99067485332489,32.0,UNHCR-,Hoher Flüchtlingskommissar der Vereinten Nationen,de,-0.0659622624516487,Q132551
422, [START] EU [END] -Asylzahlen: Deutschland gewährt am häufigsten Schutz,2.0,MISC,0.999964475631714,0.0,EU,Europäische Union,de,-0.1167533695697784,Q458
422,EU-Asylzahlen:  [START] Deutschland [END]  gewährt am häufigsten Schutz,26.0,LOC,0.9997188448905944,15.0,Deutschland,Deutschland,de,-0.0973753780126571,Q183
423,Lage in  [START] Afghanistan [END] : Großteil humanitärer Helfer will das Land nicht verlassen,19.0,LOC,0.9999293088912964,8.0,Afghanistan,Afghanistan,de,-0.0984755381941795,Q889
424, [START] Deutschland [END]  holt erstmals IS-Kinder aus Syrien zurück,11.0,LOC,0.9999551773071288,0.0,Deutschland,Deutschland,de,-0.1608279943466186,Q183
424,Deutschland holt erstmals  [START] IS [END] -Kinder aus Syrien zurück,28.0,MISC,0.9997809529304504,26.0,IS,Islamischer Staat (Organisation),de,-0.1072899401187896,Q2429253
424,Deutschland holt erstmals IS-Kinder aus  [START] Syrien [END]  zurück,46.0,LOC,0.999908208847046,40.0,Syrien,Syrien,de,-0.1042873859405517,Q858
426,Furcht vor Exit der einzige Kitt der EU? – Ex-Chefvolkswirt der  [START] Deutschen Bank [END] ,78.0,ORG,0.9999807476997375,64.0,Deutschen Bank,Deutsche Bank,de,-0.0850111246109008,Q66048
427,2000 Menschen – „kein großes Problem“:  [START] Lukaschenko [END]  ruft Deutschland zur Aufnahme von Migranten auf,50.0,PER,0.9998540878295898,39.0,Lukaschenko,Aljaksandr Lukaschenka,de,-0.1376488655805587,Q2866
427,2000 Menschen – „kein großes Problem“: Lukaschenko ruft  [START] Deutschland [END]  zur Aufnahme von Migranten auf,67.0,LOC,0.9987300038337708,56.0,Deutschland,Deutschland,de,-0.1086879298090934,Q183
428,Brandstiftung in Migrantenlager Moria: Vier  [START] afghan [END] ische Asylbewerber zu zehn Jahren Haft verurteilt,50.0,MISC,0.9996713399887084,44.0,afghan,Afghanistan,de,-0.1183310747146606,Q889
429,Lage im  [START] belarussischen [END]  Grenzgebiet: „Die EU ist nicht erpressbar“ – Maas droht mit Sanktionen,22.0,MISC,0.9551926851272584,8.0,belarussischen,Weißrussland,de,-0.0812950059771537,Q184
429,Lage im belarussischen Grenzgebiet: „Die  [START] EU [END]  ist nicht erpressbar“ – Maas droht mit Sanktionen,43.0,ORG,0.9997461438179016,41.0,EU,Europäische Union,de,-0.1505080759525299,Q458
430,Militärische Zusammenarbeit mit  [START] Russland [END]  und Handel mit Afghanistan: Lagebericht aus Usbekistan,40.0,LOC,0.9995564818382264,32.0,Russland,Russland,de,-0.1049548089504242,Q159
430,Militärische Zusammenarbeit mit Russland und Handel mit  [START] Afghanistan [END] : Lagebericht aus Usbekistan,67.0,LOC,0.9996501207351683,56.0,Afghanistan,Afghanistan,de,-0.1013568565249443,Q889
430,Militärische Zusammenarbeit mit Russland und Handel mit Afghanistan: Lagebericht aus  [START] Usbekistan [END] ,95.0,LOC,0.999853789806366,85.0,Usbekistan,Usbekistan,de,-0.0832375809550285,Q265
431, [START] Türkei [END]  lässt Migranten Richtung EU – Griechenland will illegale Einreisen stoppen,6.0,LOC,0.9988082647323608,0.0,Türkei,Türkei,de,-0.1094815135002136,Q43
431,Türkei lässt Migranten Richtung  [START] EU [END]  – Griechenland will illegale Einreisen stoppen,34.0,LOC,0.9710927605628968,32.0,EU,Europäische Union,de,-0.1302183866500854,Q458
431,Türkei lässt Migranten Richtung EU –  [START] Griechenland [END]  will illegale Einreisen stoppen,49.0,LOC,0.9998314380645752,37.0,Griechenland,Griechenland,de,-0.0945616587996482,Q41
432,Tschechiens Premier Babis: Keine Migranten in  [START] Schengen [END] -Raum durchlassen,54.0,LOC,0.9761452674865724,46.0,Schengen,Schengener Abkommen,de,-0.0934247002005577,Q2822795
433,„Keine unvorhersehbare Tat eines Einzelnen“ – Debatte im  [START] Bundestag [END]  zu Weihnachtsmarkt-Anschlag,66.0,ORG,0.9897470474243164,57.0,Bundestag,Deutscher Bundestag,de,-0.0883769392967224,Q154797
434,Schlimmste Flüchtlingskatastrophe seit langem vor  [START] Kanaren [END] : 24 Tote in Boot aus Afrika,57.0,LOC,0.9998832941055298,50.0,Kanaren,Kanarische Inseln,de,-0.0869005247950553,Q5813
434,Schlimmste Flüchtlingskatastrophe seit langem vor Kanaren: 24 Tote in Boot aus  [START] Afrika [END] ,85.0,LOC,0.9999165534973145,79.0,Afrika,Afrika,de,-0.1860695034265518,Q15
435,"Gedanken zur Pandemie:  [START] Wiener [END]  Kulturblüte unter Metternich, Stillstand im Namen der Staatssicherheit",29.0,MISC,0.9809893369674684,23.0,Wiener,Wien,de,-0.2685267031192779,Q1741
435,"Gedanken zur Pandemie: Wiener Kulturblüte unter  [START] Metternich [END] , Stillstand im Namen der Staatssicherheit",58.0,PER,0.9997840523719788,48.0,Metternich,Klemens Wenzel Lothar von Metternich,de,-0.0651962459087371,Q45662
436,"Nachtnews: Harris weist Migranten ab, fremdenfeindliche Attacke in  [START] Kanada [END] , Japans Olympia-Pläne",73.0,LOC,0.9999387264251708,67.0,Kanada,Kanada,de,-0.1140122637152671,Q16
436,"Nachtnews: Harris weist Migranten ab, fremdenfeindliche Attacke in Kanada,  [START] Japan [END] s Olympia-Pläne",80.0,LOC,0.9998781681060792,75.0,Japan,Japan,de,-0.0945261344313621,Q17
436,"Nachtnews: Harris weist Migranten ab, fremdenfeindliche Attacke in Kanada, Japans  [START] Olympia-P [END] läne",91.0,MISC,0.9829978942871094,82.0,Olympia-P,Olympische Spiele,de,-0.3567301630973816,Q5389
437, [START] AKK [END]  zu Afghanistan-Mission: „Was immer vor Ort passiert: Ich halte den Kopf hin“,3.0,ORG,0.9999579191207886,0.0,AKK,Allied Command Europe Mobile Forces,de,-0.4859630465507507,Q829732
437,AKK zu  [START] Afghanistan [END] -Mission: „Was immer vor Ort passiert: Ich halte den Kopf hin“,18.0,MISC,0.9998877048492432,7.0,Afghanistan,Afghanistan,de,-0.1094354540109634,Q889
438,Bundestagswahl 2021:  [START] AfD [END]  stimmt über Programm ab – Forderung nach EU-Austritt für Deutschland,24.0,ORG,0.9999383091926576,21.0,AfD,Alternative für Deutschland,de,-0.0856110826134681,Q6721203
438,Bundestagswahl 2021: AfD stimmt über Programm ab – Forderung nach  [START] EU [END] -Austritt für Deutschland,68.0,MISC,0.9998181462287904,66.0,EU,Europäische Union,de,-0.1515494138002395,Q458
438,Bundestagswahl 2021: AfD stimmt über Programm ab – Forderung nach EU-Austritt für  [START] Deutschland [END] ,93.0,LOC,0.9999275207519532,82.0,Deutschland,Deutschland,de,-0.1053510978817939,Q183
439,„Neokoloniales Gehabe in der EUdssR“:  [START] AfD [END] -Experte erklärt europäische Politik,41.0,MISC,0.9993526935577391,38.0,AfD,Alternative für Deutschland,de,-0.0822231918573379,Q6721203
439,„Neokoloniales Gehabe in der EUdssR“: AfD-Experte erklärt  [START] europäische [END]  Politik,69.0,MISC,0.9998887777328492,58.0,europäische,Europäische Union,de,-0.240967258810997,Q458
440, [START] Brit [END] ische Polizei findet 15 Menschen in Lastwagen,4.0,MISC,0.9995657801628112,0.0,Brit,Vereinigtes Königreich,de,-0.1037406995892524,Q145
441,Kontrollierte Migration:  [START] Bundespolizeigewerkschaft [END]  plädiert für Grenzkontrollen nach Polen – Bericht,50.0,ORG,0.9977951645851136,25.0,Bundespolizeigewerkschaft,Bundespolizeigewerkschaft,de,-0.0849717482924461,Q1006475
441,Kontrollierte Migration: Bundespolizeigewerkschaft plädiert für Grenzkontrollen nach  [START] Polen [END]  – Bericht,90.0,LOC,0.9998352527618408,85.0,Polen,Polen,de,-0.1197354048490524,Q36
442,Asylverfahren schneller geworden: So lange dauert es jetzt in  [START] Deutschland [END] ,73.0,LOC,0.9986382126808168,62.0,Deutschland,Deutschland,de,-0.1109430864453315,Q183
443, [START] Merkel [END]  drängt EU zu Dialog mit China,6.0,PER,0.9982831478118896,0.0,Merkel,Angela Merkel,de,-0.0767976492643356,Q567
443,Merkel drängt  [START] EU [END]  zu Dialog mit China,16.0,ORG,0.999766170978546,14.0,EU,Europäische Union,de,-0.1520259082317352,Q458
443,Merkel drängt EU zu Dialog mit  [START] China [END] ,36.0,LOC,0.9953224062919616,31.0,China,Volksrepublik China,de,-0.2070247530937194,Q148
447,Bundestag beschließt  [START] BND- [END] Reform: Opposition befürchtet erneutes Scheitern in Karlsruhe,25.0,MISC,0.951855719089508,21.0,BND-,Bundesnachrichtendienst,de,-0.1015358790755271,Q272969
447,Bundestag beschließt BND-Reform: Opposition befürchtet erneutes Scheitern in  [START] Karlsruhe [END] ,86.0,LOC,0.9999693632125854,77.0,Karlsruhe,Karlsruhe,de,-0.1214660257101059,Q1040
448,Tausende Migranten warten an Grenze:  [START] Polen [END]  wirft Lukaschenko Provokation von Migrationskrise vor,42.0,LOC,0.9991797804832458,37.0,Polen,Polen,de,-0.1092245653271675,Q36
448,Tausende Migranten warten an Grenze: Polen wirft  [START] Lukaschenko [END]  Provokation von Migrationskrise vor,60.0,PER,0.9995413422584534,49.0,Lukaschenko,Aljaksandr Lukaschenka,de,-0.136923000216484,Q2866
449,"Möchten sie abgeschoben werden? – Nein, danke: Skurriler Vorfall in  [START] Schwerin [END] ",76.0,LOC,0.9999534487724304,68.0,Schwerin,Schwerin,de,-0.0920562297105789,Q1709
450, [START] Steinmeier [END]  würdigt Merkel als „prägende Figur der deutschen Geschichte“,10.0,PER,0.9999752044677734,0.0,Steinmeier,Frank-Walter Steinmeier,de,-0.0946339294314384,Q76658
450,Steinmeier würdigt  [START] Merkel [END]  als „prägende Figur der deutschen Geschichte“,25.0,PER,0.999711573123932,19.0,Merkel,Angela Merkel,de,-0.1584965139627456,Q567
450,Steinmeier würdigt Merkel als „prägende Figur der  [START] deutschen [END]  Geschichte“,59.0,MISC,0.99996817111969,50.0,deutschen,Deutschland,de,-0.1522459387779235,Q183
451,Hunger und Infektionen in  [START] Rukban [END]  – Syrer konnten nur gegen Geld fliehen,32.0,LOC,0.999449610710144,26.0,Rukban,Rukban,de,-0.2920851111412048,Q24896685
452, [START] Mexiko [END]  will mit 6000 Militärs an Grenze zu Guatemala US-Strafzölle verhindern,6.0,LOC,0.9997537732124328,0.0,Mexiko,Mexiko,de,-0.09097221493721,Q96
452,Mexiko will mit 6000 Militärs an Grenze zu  [START] Guatemala [END]  US-Strafzölle verhindern,52.0,LOC,0.9997585415840148,43.0,Guatemala,Guatemala,de,-0.0902898609638214,Q774
452,Mexiko will mit 6000 Militärs an Grenze zu Guatemala  [START] US [END] -Strafzölle verhindern,55.0,MISC,0.999929904937744,53.0,US,Vereinigte Staaten,de,-0.1107532754540443,Q30
453,Gegen Spaltungen und „Querdenker“:  [START] SPD-Kanzler [END] kandidat Scholz definiert neuen Gesellschaftsvertrag,46.0,MISC,0.9536288380622864,35.0,SPD-Kanzler,Sozialdemokratische Partei Deutschlands,de,-0.117777906358242,Q49768
453,Gegen Spaltungen und „Querdenker“: SPD-Kanzlerkandidat  [START] Scholz [END]  definiert neuen Gesellschaftsvertrag,61.0,PER,0.9999839067459106,55.0,Scholz,Johann Martin Augustin Scholz,de,-0.4109556078910827,Q90549
454,"Lawrow zu Migrationskrise:  [START] Polen [END]  haust arg, EU wendet Doppelstandards an",32.0,LOC,0.9993941783905028,27.0,Polen,Polen,de,-0.1118788570165634,Q36
454,"Lawrow zu Migrationskrise: Polen haust arg,  [START] EU [END]  wendet Doppelstandards an",46.0,ORG,0.9508787989616394,44.0,EU,Europäische Union,de,-0.1301243752241134,Q458
455,„Moralische Schande“: Biden treibt Abkehr von  [START] Trump [END] s Migrationspolitik voran,51.0,PER,0.999537467956543,46.0,Trump,Donald Trump,de,-0.0854723826050758,Q22686
456,"Keine Beweise, dass  [START] Weißrussland [END]  Flüchtlinge an die EU-Grenze verdrängt – Lukaschenko",32.0,LOC,0.999670684337616,20.0,Weißrussland,Weißrussland,de,-0.0773461684584617,Q184
456,"Keine Beweise, dass Weißrussland Flüchtlinge an die  [START] EU [END] -Grenze verdrängt – Lukaschenko",54.0,MISC,0.9999523162841796,52.0,EU,Europäische Union,de,-0.1579613834619522,Q458
456,"Keine Beweise, dass Weißrussland Flüchtlinge an die EU-Grenze verdrängt –  [START] Lukaschenko [END] ",85.0,PER,0.9999079704284668,74.0,Lukaschenko,Aljaksandr Lukaschenka,de,-0.1353204548358917,Q2866
457,Syrischer Flüchtling kandidiert erstmals für Bundestag - „Dem  [START] deutschen [END]  Volke“ will er auch ändern,71.0,MISC,0.9999806880950928,62.0,deutschen,Deutschland,de,-0.1834038347005844,Q183
458, [START] Kramp-Karrenbauer [END]  will mehr Auslandseinsätze der Bundeswehr,17.0,PER,0.9869113564491272,0.0,Kramp-Karrenbauer,Kramp-Karrenbauer,de,-0.0851337537169456,Q71359
459, [START] Berlin [END]  will 300 Menschen aus griechischen Flüchtlingslagern aufnehmen,6.0,LOC,0.999827206134796,0.0,Berlin,Berlin,de,-0.1036142855882644,Q64
459,Berlin will 300 Menschen aus  [START] griech [END] ischen Flüchtlingslagern aufnehmen,35.0,MISC,0.9993367791175842,29.0,griech,Griechen,de,-0.2920794486999511,Q539051
461," [START] Iran [END] ischen „Helden von Würzburg“ mit Asyl belohnen? - Bamf: „Mutiges Engagement, aber...“",4.0,MISC,0.98265278339386,0.0,Iran,Iran,de,-0.1079270988702774,Q794
461,"Iranischen „ [START] Hel [END] den von Würzburg“ mit Asyl belohnen? - Bamf: „Mutiges Engagement, aber...“",15.0,MISC,0.991471230983734,12.0,Hel,Hel (Mythologie),de,-0.3430507481098175,Q191589
461,"Iranischen „Helden von Würz [START] burg [END] “ mit Asyl belohnen? - Bamf: „Mutiges Engagement, aber...“",31.0,MISC,0.9621897339820862,27.0,burg,Burg,de,-0.1597320437431335,Q23413
462,Migrantenkarawanen in Richtung  [START] USA [END]  auch unter Biden-Administration untersagt,34.0,LOC,0.9997944235801696,31.0,USA,Vereinigte Staaten,de,-0.1143120750784874,Q30
463,Digitale Recherche:  [START] Amnesty International [END]  wirft Polen illegale Abschiebungen nach Weißrussland vor,41.0,ORG,0.999983012676239,20.0,Amnesty International,Amnesty International,de,-0.0815727636218071,Q42970
463,Digitale Recherche: Amnesty International wirft  [START] Polen [END]  illegale Abschiebungen nach Weißrussland vor,53.0,LOC,0.9970453381538392,48.0,Polen,Polen,de,-0.1027244105935096,Q36
463,Digitale Recherche: Amnesty International wirft Polen illegale Abschiebungen nach  [START] Weißrussland [END]  vor,94.0,LOC,0.999151051044464,82.0,Weißrussland,Weißrussland,de,-0.0771228969097137,Q184
464, [START] Dänemark [END] : Migranten sollen für ihre Sozialleistungen in Vollzeit arbeiten,8.0,LOC,0.9999271631240844,0.0,Dänemark,Dänemark,de,-0.0852319821715354,Q35
466,Dramatische Zustände in Flüchtlingslager:  [START] SPD [END]  will mehr Migranten nach Deutschland bringen - Bericht,45.0,ORG,0.9999842643737792,42.0,SPD,Sozialdemokratische Partei Deutschlands,de,-0.1458196192979812,Q49768
466,Dramatische Zustände in Flüchtlingslager: SPD will mehr Migranten nach  [START] Deutschland [END]  bringen - Bericht,82.0,LOC,0.9998706579208374,71.0,Deutschland,Deutschland,de,-0.1045391261577606,Q183
467,"Paukenschlag im Fall  [START] Snowden [END] : Trump erwägt Schritt, den Obama scheute - und macht Eingeständnis",28.0,PER,0.994027614593506,21.0,Snowden,Edward Snowden,de,-0.0783219262957573,Q13424289
467,"Paukenschlag im Fall Snowden:  [START] Trump [END]  erwägt Schritt, den Obama scheute - und macht Eingeständnis",35.0,PER,0.999897003173828,30.0,Trump,Donald Trump,de,-0.0840645432472229,Q22686
467,"Paukenschlag im Fall Snowden: Trump erwägt Schritt, den  [START] Obama [END]  scheute - und macht Eingeständnis",61.0,PER,0.9998006224632264,56.0,Obama,Barack Obama,de,-0.0834677293896675,Q76
469,Platzangst in  [START] München [END]  - Wie viele Menschen kann die Stadt noch vertragen?,21.0,LOC,0.9999514818191528,14.0,München,München,de,-0.1124435886740684,Q1726
470,Hunderte Organisationen fordern in offenem Brief an  [START] Merkel [END]  Neuausrichtung der Flüchtlingspolitik,58.0,PER,0.9999234676361084,52.0,Merkel,Angela Merkel,de,-0.0830121040344238,Q567
471,Aus dem  [START] Brexit [END]  nichts gelernt,14.0,MISC,0.9985741376876832,8.0,Brexit,EU-Austritt des Vereinigten Königreichs,de,-0.0788951739668846,Q7888194
474, [START] Dunja Hayali [END]  erzählt von großem Schock und hat einen Wunsch beim Thema Flüchtlinge,12.0,PER,0.999984622001648,0.0,Dunja Hayali,Dunja Hayali,de,-0.1198767870664596,Q1265849
481,Rechte pöbeln bei Kabarettvorstellung in  [START] Dresden [END]  - Darsteller von Bierglas getroffen,48.0,LOC,0.9999759197235109,41.0,Dresden,Dresden,de,-0.0991369485855102,Q1731
482,Corona-Krise:  [START] Merkel [END]  gesteht „schwerste Entscheidungen“ ihrer Amtszeit,20.0,PER,0.9998606443405152,14.0,Merkel,Angela Merkel,de,-0.0744163170456886,Q567
483, [START] Deutschland [END]  setzt Beteiligung an Sophia-Mission im Mittelmeer aus,11.0,LOC,0.9994538426399232,0.0,Deutschland,Deutschland,de,-0.1020836681127548,Q183
483,Deutschland setzt Beteiligung an Sophia-Mission im  [START] Mittelmeer [END]  aus,61.0,LOC,0.999904215335846,51.0,Mittelmeer,Mittelmeer,de,-0.0809900015592575,Q4918
485,Er lotste den Landkreis in die neue Zeit: Film über Freisings Altlandrat  [START] Ludwig Schrittenloher [END] ,94.0,PER,0.99998539686203,73.0,Ludwig Schrittenloher,Ludwig Schrittenloher,de,-0.0884402394294738,Q1764639
487,Abschiebungen nach  [START] Syrien [END] : Innenminister von SPD und Union wollen wichtige Änderung einführen,25.0,LOC,0.9970135688781738,19.0,Syrien,Syrien,de,-0.125199481844902,Q858
487,Abschiebungen nach Syrien: Innenminister von  [START] SPD [END]  und Union wollen wichtige Änderung einführen,48.0,ORG,0.9999562501907348,45.0,SPD,Sozialdemokratische Partei Deutschlands,de,-0.1656358987092971,Q49768
487,Abschiebungen nach Syrien: Innenminister von SPD und  [START] Union [END]  wollen wichtige Änderung einführen,58.0,ORG,0.9999862909317015,53.0,Union,Unionsparteien,de,-0.3589445054531097,Q708725
490,Deutlicher Rückgang der Asylanträge -  [START] Seehofer [END] : Maßnahmen zeigen „gewünschte Wirkung“,46.0,PER,0.9997947216033936,38.0,Seehofer,Horst Seehofer,de,-0.4018051624298095,Q44612
492, [START] Regen [END] sburger Hilfseinsatz auf dem Mittelmeer: Sea-Eye rettet 17 Menschen,5.0,MISC,0.99996018409729,0.0,Regen,Regen,de,-0.1967358738183975,Q7925
492,Regensburger Hilfseinsatz auf dem  [START] Mittelmeer [END] : Sea-Eye rettet 17 Menschen,44.0,LOC,0.9998974204063416,34.0,Mittelmeer,Mittelmeer,de,-0.082836627960205,Q4918
494,Illner ( [START] ZDF [END] ) zum Syrien-Konflikt: Gabriel mit düsterer Prognose für Deutschland,11.0,ORG,0.999978005886078,8.0,ZDF,ZDF,de,-0.1010372266173362,Q48989
494,Illner (ZDF) zum  [START] Syrien- [END] Konflikt: Gabriel mit düsterer Prognose für Deutschland,24.0,MISC,0.9867197275161744,17.0,Syrien-,Bürgerkrieg in Syrien seit 2011,de,-0.1218112856149673,Q178810
494,Illner (ZDF) zum Syrien-Konflikt: Gabriel mit düsterer Prognose für  [START] Deutschland [END] ,79.0,LOC,0.9998619556427002,68.0,Deutschland,Deutschland,de,-0.1024771779775619,Q183
497,„Reise durch die Hölle“ - ZDF-Doku zeigt die schlimme Situation von Flüchtlingen in  [START] Libyen [END] ,90.0,LOC,0.9999351501464844,84.0,Libyen,Libyen,de,-0.1026451364159584,Q1016
500,So beeindruckend sind diese Lost Places in  [START] Europa [END] ,49.0,LOC,0.9999635219573976,43.0,Europa,Europa,de,-0.0996100977063179,Q46
502,„ [START] Anne Will [END] “ zur Thüringen-Wahl: „Totale Auskehr der Demokratie“ - dramatische Diagnose im ARD-Talk,10.0,PER,0.9998254776000975,1.0,Anne Will,Anne Will,de,-0.150242418050766,Q77772
502,„Anne Will“ zur  [START] Thüringen- [END] Wahl: „Totale Auskehr der Demokratie“ - dramatische Diagnose im ARD-Talk,26.0,MISC,0.9987328052520752,16.0,Thüringen-,Thüringen,de,-0.1763294339179992,Q1205
505,Umstrittene Asylunterkunft in  [START] Reichersbeuern [END]  wird zum Monatsende geschlossen,44.0,LOC,0.9987291097640992,30.0,Reichersbeuern,Reichersbeuern,de,-0.0854327082633972,Q532923
510,Brand in Moria:  [START] Merz [END]  kritisiert Suche nach europäischer Lösung - „Macht keinen Sinn“,20.0,PER,0.9978896379470824,16.0,Merz,Gerhard Merz (Politiker),de,-0.3823426067829132,Q1512148
510,Brand in Moria: Merz kritisiert Suche nach  [START] europäische [END] r Lösung - „Macht keinen Sinn“,54.0,MISC,0.9998888969421388,43.0,europäische,Europa,de,-0.1303173750638961,Q46
512," [START] Vogue [END] -Chefin Wintour urteilt über Merkel: „Wirkt auf mich wie jemand, die ...“",5.0,MISC,0.9990683794021606,0.0,Vogue,Vogue (Zeitschrift),de,-0.0899186432361602,Q154008
512,"Vogue-Chefin Wintour urteilt über  [START] Merkel [END] : „Wirkt auf mich wie jemand, die ...“",40.0,PER,0.9998111128807068,34.0,Merkel,Angela Merkel,de,-0.0880150645971298,Q567
514, [START] Deutschland [END]  nimmt Flüchtlingsfamilien aus Lager auf - Seehofer: „Solidarität gegenüber Griechenland“,11.0,LOC,0.9998288154602052,0.0,Deutschland,Deutschland,de,-0.1003827378153801,Q183
514,Deutschland nimmt Flüchtlingsfamilien aus Lager auf - Seehofer: „Solidarität gegenüber  [START] Griechenland [END] “,99.0,LOC,0.9992915391921996,87.0,Griechenland,Griechenland,de,-0.0949940681457519,Q41
515,Mauerfall vor 30 Jahren: Dramatische Tage in  [START] BRD [END] -Botschaft in Prag - Münchner erinnert sich,48.0,MISC,0.9846038818359376,45.0,BRD,BRD,de,-0.1151953190565109,Q796920
515,Mauerfall vor 30 Jahren: Dramatische Tage in BRD-Botschaft in Prag -  [START] Münch [END] ner erinnert sich,74.0,MISC,0.9881132245063782,69.0,Münch,Ludwig Münch,de,-0.4554333984851837,Q23061387
516,"Ex- [START] CSU- [END] Ministerpräsident im Interview: Ist die grüne Klima-Fokussierung asozial, Herr Stoiber?",7.0,MISC,0.9996604323387146,3.0,CSU-,Christlich-Soziale Union in Bayern,de,-0.0799869000911712,Q49763
516,"Ex-CSU-Ministerpräsident im Interview: Ist die grüne Klima-Fokussierung asozial, Herr  [START] Stoiber [END] ?",93.0,PER,0.9999805092811584,86.0,Stoiber,Edmund Stoiber,de,-0.247688814997673,Q44507
517,„Anne Will“ am Sonntag:  [START] CDU- [END] Mann plaudert über pikantes Gespräch - „vielleicht zu indiskret ...“,28.0,MISC,0.9782602787017822,24.0,CDU-,Christlich Demokratische Union Deutschlands,de,-0.0893559679389,Q49762
524,Skandal in  [START] Augsburg [END] : Betrunkene Polizisten attackieren Flüchtling - ihren Job behalten sie trotzdem,19.0,LOC,0.9999042749404908,11.0,Augsburg,Augsburg,de,-0.0909956693649292,Q2749
527,Frau in  [START] Offenbach [END]  auf offener Straße in Auto erschossen - Polizei nimmt mutmaßlichen Täter fest,17.0,LOC,0.9999746680259703,8.0,Offenbach,Offenbach am Main,de,-0.0865864902734756,Q3042
528,Lindner geht  [START] ZDF- [END] Frau belehrend an - dann kommt es im Sommerinterview zum Schlagabtausch,17.0,MISC,0.996770441532135,13.0,ZDF-,ZDF,de,-0.1105228289961814,Q48989
529,Pläne für interkommunales Gewerbegebiet am  [START] Kranzer [END]  haben sich zerschlagen,50.0,LOC,0.9998469352722168,43.0,Kranzer,Kranzer,de,-0.164894700050354,Q59393375
531,Neue Flüchtlingskrise? Ex-Kanzler  [START] Kurz [END]  fürchtet: „Da braut sich was zusammen“,38.0,PER,0.9999868869781494,34.0,Kurz,Sebastian Kurz,de,-0.1108018532395362,Q2262885
533, [START] US [END] -Medien: Trump hat Großrazzia gegen 2000 Migrantenfamilien angeordnet,2.0,MISC,0.9997151494026184,0.0,US,Vereinigte Staaten,de,-0.0894294381141662,Q30
533,US-Medien:  [START] Trump [END]  hat Großrazzia gegen 2000 Migrantenfamilien angeordnet,16.0,PER,0.9996391534805298,11.0,Trump,Donald Trump,de,-0.0786657854914665,Q22686
535,Skandal um schwangere Frau am  [START] Frankfurt [END] er Flughafen - mutiger Pilot greift ein,39.0,MISC,0.9992066025733948,30.0,Frankfurt,Frankfurt am Main,de,-0.0876853093504905,Q1794
536, [START] Deutschland [END]  holt erstmals IS-Kinder aus Syrien zurück,11.0,LOC,0.9999551773071288,0.0,Deutschland,Deutschland,de,-0.1608576476573944,Q183
536,Deutschland holt erstmals  [START] IS [END] -Kinder aus Syrien zurück,28.0,MISC,0.9997809529304504,26.0,IS,Islamischer Staat (Organisation),de,-0.1073059067130088,Q2429253
536,Deutschland holt erstmals IS-Kinder aus  [START] Syrien [END]  zurück,46.0,LOC,0.999908208847046,40.0,Syrien,Syrien,de,-0.1043133065104484,Q858
537, [START] Türkei [END]  baut militärischen Einfluss aus - so will Erdogan seinem Land zur Weltmacht verhelfen,6.0,LOC,0.9996272325515748,0.0,Türkei,Türkei,de,-0.1029985323548317,Q43
537,Türkei baut militärischen Einfluss aus - so will  [START] Erdogan [END]  seinem Land zur Weltmacht verhelfen,56.0,PER,0.9999018907546996,49.0,Erdogan,Recep Tayyip Erdoğan,de,-0.0971748903393745,Q39259
538,„Erschütternde Menschenrechtsverletzung“: Whistleblowerin berichtet von Zwangssterilisationen in  [START] US- [END] Auffanglager,100.0,MISC,0.984967827796936,97.0,US-,Vereinigte Staaten,de,-0.0932295024394989,Q30
540, [START] Rolling Stones [END]  gehen gegen Donald Trump wegen unerlaubter Song-Nutzung vor,14.0,ORG,0.9992305636405944,0.0,Rolling Stones,The Rolling Stones,de,-0.0820149406790733,Q11036
540,Rolling Stones gehen gegen  [START] Donald Trump [END]  wegen unerlaubter Song-Nutzung vor,39.0,PER,0.9997117519378662,27.0,Donald Trump,Donald Trump,de,-0.0857216492295265,Q22686
542, [START] Bayern [END]  will in vier Jahren 1000 Grenzpolizisten haben,6.0,LOC,0.9721916317939758,0.0,Bayern,Bayern,de,-0.1682556271553039,Q980
544, [START] Seehofer [END]  lässt Konsequenzen einer AfD-Mitgliedschaft für Beamte prüfen,8.0,PER,0.9999480843544006,0.0,Seehofer,Horst Seehofer,de,-0.2916859090328216,Q44612
544,Seehofer lässt Konsequenzen einer  [START] AfD- [END] Mitgliedschaft für Beamte prüfen,38.0,MISC,0.99868243932724,34.0,AfD-,Alternative für Deutschland,de,-0.1005701050162315,Q6721203
549, [START] Pete Buttigieg [END] : Wer ist der Hoffnungsträger der US-Demokraten?,14.0,PER,0.9999764561653136,0.0,Pete Buttigieg,Pete Buttigieg,de,-0.075246438384056,Q7173106
