id,title,end,entity_group,score,start,word
186,Mayorkas Says With A Straight Face The Biden Admin ‘Effectively Managed’ Border Crisis,8.0,PER,0.9999158978462219,0.0,Mayorkas
186,Mayorkas Says With A Straight Face The Biden Admin ‘Effectively Managed’ Border Crisis,44.0,PER,0.999979555606842,39.0,Biden
187,Nobody’s Happy With The Biden Administration’s Nearly Five Months-Delayed Border Patrol ‘Whipping’ Report,29.0,PER,0.9999328851699829,24.0,Biden
189,‘The Same Senator Who Compared ICE To The KKK’: Former ICE Director Says Harris ‘Is The Wrong Person’ To Be In Charge Of Border Security,34.0,ORG,0.9999847412109375,31.0,ICE
189,‘The Same Senator Who Compared ICE To The KKK’: Former ICE Director Says Harris ‘Is The Wrong Person’ To Be In Charge Of Border Security,45.0,ORG,0.9999773502349854,42.0,KKK
189,‘The Same Senator Who Compared ICE To The KKK’: Former ICE Director Says Harris ‘Is The Wrong Person’ To Be In Charge Of Border Security,58.0,ORG,0.999366044998169,55.0,ICE
189,‘The Same Senator Who Compared ICE To The KKK’: Former ICE Director Says Harris ‘Is The Wrong Person’ To Be In Charge Of Border Security,79.0,PER,0.9999890327453613,73.0,Harris
190,Over 30 Migrants Drown Trying To Get To UK After Boat Capsizes,42.0,LOC,0.9999954700469971,40.0,UK
191,Tucker Carlson Says Illegal Immigrants Share More Of His Values Than Kamala Harris,14.0,PER,0.9999969005584717,0.0,Tucker Carlson
191,Tucker Carlson Says Illegal Immigrants Share More Of His Values Than Kamala Harris,82.0,PER,0.9999859929084778,69.0,Kamala Harris
192,"Senate Adopts Democrats’ Budget On Party-Line Vote, Setting Stage To Push $3.5 Trillion Legislation Through Congress",6.0,ORG,0.9999331831932068,0.0,Senate
192,"Senate Adopts Democrats’ Budget On Party-Line Vote, Setting Stage To Push $3.5 Trillion Legislation Through Congress",22.0,MISC,0.9999808073043823,14.0,Democrat
192,"Senate Adopts Democrats’ Budget On Party-Line Vote, Setting Stage To Push $3.5 Trillion Legislation Through Congress",116.0,ORG,0.9987466335296631,108.0,Congress
195,Mexican Authorities Arrest Human Smugglers On The Border,7.0,MISC,0.9999915361404419,0.0,Mexican
195,Mexican Authorities Arrest Human Smugglers On The Border,56.0,LOC,0.7375584840774536,50.0,Border
196,Ted Cruz Says ‘Biden Created A Crisis’ At The Border By Reversing ‘Trump-Era Policies’,8.0,PER,0.999989926815033,0.0,Ted Cruz
196,Ted Cruz Says ‘Biden Created A Crisis’ At The Border By Reversing ‘Trump-Era Policies’,52.0,LOC,0.7897768020629883,46.0,Border
196,Ted Cruz Says ‘Biden Created A Crisis’ At The Border By Reversing ‘Trump-Era Policies’,76.0,MISC,0.9999604225158691,67.0,Trump-Era
197,‘Like Making El Chapo The Drug Czar’: Sen. John Kennedy Questions Choice Of Kamala Harris As Illegal Immigration Head,21.0,PER,0.999981164932251,13.0,El Chapo
197,‘Like Making El Chapo The Drug Czar’: Sen. John Kennedy Questions Choice Of Kamala Harris As Illegal Immigration Head,55.0,PER,0.9999924302101135,43.0,John Kennedy
197,‘Like Making El Chapo The Drug Czar’: Sen. John Kennedy Questions Choice Of Kamala Harris As Illegal Immigration Head,89.0,PER,0.9999886155128479,76.0,Kamala Harris
198,Jill Biden Set To Travel To Eastern Europe In Solo Trip,10.0,PER,0.9999830722808838,0.0,Jill Biden
198,Jill Biden Set To Travel To Eastern Europe In Solo Trip,42.0,LOC,0.9999955296516418,28.0,Eastern Europe
199,Biden Rescinds Trump’s ‘Unwarranted’ National Emergency Declaration At Southern Border,5.0,PER,0.9999932646751404,0.0,Biden
199,Biden Rescinds Trump’s ‘Unwarranted’ National Emergency Declaration At Southern Border,20.0,PER,0.9997918009757996,15.0,Trump
199,Biden Rescinds Trump’s ‘Unwarranted’ National Emergency Declaration At Southern Border,86.0,LOC,0.9999809265136719,71.0,Southern Border
200,DHS Directs FEMA To Help At Southern Border,3.0,ORG,0.9999867677688599,0.0,DHS
200,DHS Directs FEMA To Help At Southern Border,16.0,ORG,0.9999907612800598,12.0,FEMA
200,DHS Directs FEMA To Help At Southern Border,43.0,LOC,0.9836955070495605,28.0,Southern Border
201,Landowners Criticize Texas Senators For Not Stepping In As Biden Seized Their Land,26.0,LOC,0.9999933242797852,21.0,Texas
201,Landowners Criticize Texas Senators For Not Stepping In As Biden Seized Their Land,64.0,PER,0.9999871253967285,59.0,Biden
202,‘Worst Case Scenario’: Democratic Texas Mayor Urges Biden To Take ‘Quick Action’ On Border Crisis,33.0,MISC,0.9997394680976868,23.0,Democratic
202,‘Worst Case Scenario’: Democratic Texas Mayor Urges Biden To Take ‘Quick Action’ On Border Crisis,39.0,LOC,0.9999653100967407,34.0,Texas
202,‘Worst Case Scenario’: Democratic Texas Mayor Urges Biden To Take ‘Quick Action’ On Border Crisis,57.0,PER,0.9999695420265198,52.0,Biden
204,Newt Gingrich Says Kamala Harris Was Put In Charge Of The Border Because ‘They Knew She Wouldn’t Do Anything’,13.0,PER,0.9999921917915344,0.0,Newt Gingrich
204,Newt Gingrich Says Kamala Harris Was Put In Charge Of The Border Because ‘They Knew She Wouldn’t Do Anything’,32.0,PER,0.9999880194664001,19.0,Kamala Harris
205,WOLF: Biden Admin Pulled The Plug On Title 42. Now America Is In For A Reckoning,11.0,PER,0.9997349977493286,6.0,Biden
205,WOLF: Biden Admin Pulled The Plug On Title 42. Now America Is In For A Reckoning,45.0,MISC,0.9992343187332153,37.0,Title 42
205,WOLF: Biden Admin Pulled The Plug On Title 42. Now America Is In For A Reckoning,58.0,LOC,0.9999970197677612,51.0,America
206,Below Their Lines: American Corporations Cancel Russia But Remain Silent On Uyghur Genocide,27.0,MISC,0.9999842643737793,19.0,American
206,Below Their Lines: American Corporations Cancel Russia But Remain Silent On Uyghur Genocide,54.0,LOC,0.9999973773956299,48.0,Russia
206,Below Their Lines: American Corporations Cancel Russia But Remain Silent On Uyghur Genocide,82.0,MISC,0.9999508261680603,76.0,Uyghur
207,"‘Who Loses? The American People’: Tomi Lahren Says Border Surge Is Lining Pockets Of Coyotes, Smugglers And Cartels",24.0,MISC,0.9999791383743286,16.0,American
207,"‘Who Loses? The American People’: Tomi Lahren Says Border Surge Is Lining Pockets Of Coyotes, Smugglers And Cartels",45.0,PER,0.9999842643737793,34.0,Tomi Lahren
208,‘I Think This Is Illegal’: Sen. Kennedy Says Fox News’ Drones Grounded To Hide ‘Lunacy’ Of ‘Open Border’,39.0,PER,0.9999878406524658,32.0,Kennedy
208,‘I Think This Is Illegal’: Sen. Kennedy Says Fox News’ Drones Grounded To Hide ‘Lunacy’ Of ‘Open Border’,53.0,ORG,0.999961793422699,45.0,Fox News
208,‘I Think This Is Illegal’: Sen. Kennedy Says Fox News’ Drones Grounded To Hide ‘Lunacy’ Of ‘Open Border’,103.0,LOC,0.993492841720581,92.0,Open Border
209,‘Perfectly Comfortable’ With Settling: White House Cleans Up After Biden Dismisses Report About Paying Migrants Separated At Border,50.0,LOC,0.9999886155128479,39.0,White House
209,‘Perfectly Comfortable’ With Settling: White House Cleans Up After Biden Dismisses Report About Paying Migrants Separated At Border,72.0,PER,0.9999915361404419,67.0,Biden
210,Hungarian PM Defends ‘Traditional Values’ And ‘National Identity’ In Tucker Carlson Interview,7.0,MISC,0.999981164932251,0.0,Hungari
210,Hungarian PM Defends ‘Traditional Values’ And ‘National Identity’ In Tucker Carlson Interview,83.0,PER,0.8942749500274658,69.0,Tucker Carlson
211,"‘This Is A Mobile Morgue’: Chip Roy Rips Into Secretary Mayorkas, Biden Administration’s Immigration Policy",35.0,PER,0.9999903440475464,27.0,Chip Roy
211,"‘This Is A Mobile Morgue’: Chip Roy Rips Into Secretary Mayorkas, Biden Administration’s Immigration Policy",64.0,PER,0.9999023675918579,56.0,Mayorkas
211,"‘This Is A Mobile Morgue’: Chip Roy Rips Into Secretary Mayorkas, Biden Administration’s Immigration Policy",71.0,PER,0.9992552995681763,66.0,Biden
212,Members Of Congress Work To Aid Americans Stuck In Afghanistan As State Dept Refuses To Guarantee Safety,19.0,ORG,0.9999321699142456,11.0,Congress
212,Members Of Congress Work To Aid Americans Stuck In Afghanistan As State Dept Refuses To Guarantee Safety,40.0,MISC,0.9999784231185913,32.0,American
212,Members Of Congress Work To Aid Americans Stuck In Afghanistan As State Dept Refuses To Guarantee Safety,62.0,LOC,0.9999961853027344,51.0,Afghanistan
213,Nikki Haley Says Kamala Harris ‘Never’ Would Have Gone To The Border If It Wasn’t For Trump,11.0,PER,0.9999927282333374,0.0,Nikki Haley
213,Nikki Haley Says Kamala Harris ‘Never’ Would Have Gone To The Border If It Wasn’t For Trump,30.0,PER,0.9999885559082031,17.0,Kamala Harris
213,Nikki Haley Says Kamala Harris ‘Never’ Would Have Gone To The Border If It Wasn’t For Trump,68.0,LOC,0.9901523590087891,62.0,Border
213,Nikki Haley Says Kamala Harris ‘Never’ Would Have Gone To The Border If It Wasn’t For Trump,91.0,PER,0.9998270869255066,86.0,Trump
214,Where Are Migrants Crossing The Southern Border?,47.0,LOC,0.9997589588165283,32.0,Southern Border
215,Facebook Parent Company Gives Green Light To Solicit Human Smugglers,8.0,ORG,0.9999606609344482,0.0,Facebook
216,Sen. John Kennedy Rips Biden After News Of $2 Billion Halt To Border Wall Construction,17.0,PER,0.9999925494194031,5.0,John Kennedy
216,Sen. John Kennedy Rips Biden After News Of $2 Billion Halt To Border Wall Construction,28.0,PER,0.9999922513961792,23.0,Biden
217,"Biden Says He Guesses He Should Visit Southern Border, But Notes He’s Been Busy",5.0,PER,0.9999920725822449,0.0,Biden
217,"Biden Says He Guesses He Should Visit Southern Border, But Notes He’s Been Busy",53.0,LOC,0.9999737739562988,38.0,Southern Border
218,EXCLUSIVE: Rep. Biggs Demands Biden Admin ‘Immediately’ Restart Migrant Protection Protocols,21.0,PER,0.9999614357948303,16.0,Biggs
218,EXCLUSIVE: Rep. Biggs Demands Biden Admin ‘Immediately’ Restart Migrant Protection Protocols,35.0,PER,0.9999584555625916,30.0,Biden
219,EXCLUSIVE: ‘Like A Drunk Tank’ — CBP Union Official Describes Migrant Detention Facility With Concrete Benches And Limited Resources,42.0,ORG,0.9999012351036072,33.0,CBP Union
220,Authorities In Nicaragua Find 6 Bodies In Boat Drifting Off Caribbean Coast,24.0,LOC,0.9999958276748657,15.0,Nicaragua
220,Authorities In Nicaragua Find 6 Bodies In Boat Drifting Off Caribbean Coast,69.0,LOC,0.9999784231185913,60.0,Caribbean
221,Biden Admin Chooses Six Humanitarian Groups To Decide Which Migrants Will Be Allowed Into The US,5.0,PER,0.9999755620956421,0.0,Biden
221,Biden Admin Chooses Six Humanitarian Groups To Decide Which Migrants Will Be Allowed Into The US,96.0,LOC,0.9999914169311523,94.0,US
222,Is The Southern Border About To Move From Chaos To Catastrophe?,22.0,LOC,0.9994979500770569,7.0,Southern Border
223,‘The Calm Before The Storm’: Law Enforcement Prepares For Migrant Deluge Ahead Of Biden’s Title 42 Decision,87.0,PER,0.9999908804893494,82.0,Biden
223,‘The Calm Before The Storm’: Law Enforcement Prepares For Migrant Deluge Ahead Of Biden’s Title 42 Decision,98.0,MISC,0.9999701976776123,90.0,Title 42
224,"‘Illogical, Moronic, And Nothing Short Of Unethical’: Republicans Lambast WaPo For Tying Them To ‘Eco-Fascism’ After Buffalo Shooting",16.0,MISC,0.9913522005081177,12.0,Moro
224,"‘Illogical, Moronic, And Nothing Short Of Unethical’: Republicans Lambast WaPo For Tying Them To ‘Eco-Fascism’ After Buffalo Shooting",64.0,MISC,0.9999301433563232,54.0,Republican
224,"‘Illogical, Moronic, And Nothing Short Of Unethical’: Republicans Lambast WaPo For Tying Them To ‘Eco-Fascism’ After Buffalo Shooting",78.0,ORG,0.9999679327011108,74.0,WaPo
224,"‘Illogical, Moronic, And Nothing Short Of Unethical’: Republicans Lambast WaPo For Tying Them To ‘Eco-Fascism’ After Buffalo Shooting",124.0,LOC,0.9999691247940063,117.0,Buffalo
225,Judge Ruling Prevents Abbott From Closing Planned Entry Points Along Southern Border,28.0,ORG,0.9997267723083496,22.0,Abbott
225,Judge Ruling Prevents Abbott From Closing Planned Entry Points Along Southern Border,84.0,LOC,0.995084285736084,69.0,Southern Border
226,EXCLUSIVE: House Judiciary Republicans Demand Nadler Schedule Hearing With DHS Secretary Mayorkas Amid Ongoing Border Crisis,37.0,ORG,0.976071834564209,11.0,House Judiciary Republican
226,EXCLUSIVE: House Judiciary Republicans Demand Nadler Schedule Hearing With DHS Secretary Mayorkas Amid Ongoing Border Crisis,52.0,PER,0.9613109827041626,46.0,Nadler
226,EXCLUSIVE: House Judiciary Republicans Demand Nadler Schedule Hearing With DHS Secretary Mayorkas Amid Ongoing Border Crisis,78.0,ORG,0.9999502897262573,75.0,DHS
226,EXCLUSIVE: House Judiciary Republicans Demand Nadler Schedule Hearing With DHS Secretary Mayorkas Amid Ongoing Border Crisis,97.0,PER,0.9996620416641235,89.0,Mayorkas
227,Biden Administration To Spend $86 Million Housing Migrants In Hotels,5.0,PER,0.9998708963394165,0.0,Biden
228,Tucker Carlson Responds To The ADL Calling For Him To Be Fired: ‘F*ck Them’,14.0,PER,0.9999943971633911,0.0,Tucker Carlson
228,Tucker Carlson Responds To The ADL Calling For Him To Be Fired: ‘F*ck Them’,34.0,ORG,0.9999850392341614,31.0,ADL
229,Biden’s Former Border Patrol Chief Warns Of ‘National Security Threat’ Brought On By Immigration Policy,5.0,PER,0.9999027252197266,0.0,Biden
229,Biden’s Former Border Patrol Chief Warns Of ‘National Security Threat’ Brought On By Immigration Policy,27.0,ORG,0.9430322051048279,22.0,Patro
230,‘Humanitarian Disaster’: Gov. Abbott Shocked By Conditions In Migrant Facilities,36.0,PER,0.9999856948852539,30.0,Abbott
231,Airbnb Doubles Number Of Free Temporary Housing Available To Afghan Refugees,6.0,ORG,0.9999746084213257,0.0,Airbnb
231,Airbnb Doubles Number Of Free Temporary Housing Available To Afghan Refugees,67.0,MISC,0.9985523819923401,61.0,Afghan
232,"Migrants Are Setting Up Camps Across Mexico, Hoping To Be Allowed Into The US",43.0,LOC,0.9999974966049194,37.0,Mexico
232,"Migrants Are Setting Up Camps Across Mexico, Hoping To Be Allowed Into The US",77.0,LOC,0.9999899864196777,75.0,US
233,EXCLUSIVE VIDEO: Migrants Crossing The Rio Grande Valley All Say The Same Things,56.0,LOC,0.9999054074287415,39.0,Rio Grande Valley
234,Manchin Says Ending Title 42 Is A Really Bad Idea,7.0,PER,0.9998927116394043,0.0,Manchin
235,‘Browning Of California’: Newsom Says Recall Effort Is Motivated By Racism,12.0,MISC,0.6927049160003662,1.0,Browning Of
235,‘Browning Of California’: Newsom Says Recall Effort Is Motivated By Racism,23.0,LOC,0.8729764819145203,13.0,California
235,‘Browning Of California’: Newsom Says Recall Effort Is Motivated By Racism,32.0,PER,0.9999850988388062,26.0,Newsom
236,9 Year Old Drowns Trying To Cross US Border,36.0,LOC,0.9999896287918091,34.0,US
237,‘This Is Absolute Insanity’: GOP Rep. Says Biden ‘Dismantled’ Strong Trump Border,32.0,ORG,0.9997735619544983,29.0,GOP
237,‘This Is Absolute Insanity’: GOP Rep. Says Biden ‘Dismantled’ Strong Trump Border,48.0,PER,0.9999918937683105,43.0,Biden
237,‘This Is Absolute Insanity’: GOP Rep. Says Biden ‘Dismantled’ Strong Trump Border,74.0,PER,0.574635922908783,69.0,Trump
238,Shocking Video Shows Thousands Of Migrants Camping Under Texas Bridge With Makeshift Shelters,62.0,LOC,0.9999679327011108,57.0,Texas
239,‘Life Hasn’t Improved’: Hispanic GOP Candidate Says Democrats Have Made Things Worse For Latino Voters,29.0,MISC,0.9964785575866699,24.0,Hispa
239,‘Life Hasn’t Improved’: Hispanic GOP Candidate Says Democrats Have Made Things Worse For Latino Voters,36.0,ORG,0.9921975135803223,33.0,GOP
239,‘Life Hasn’t Improved’: Hispanic GOP Candidate Says Democrats Have Made Things Worse For Latino Voters,60.0,MISC,0.9999886751174927,52.0,Democrat
239,‘Life Hasn’t Improved’: Hispanic GOP Candidate Says Democrats Have Made Things Worse For Latino Voters,95.0,MISC,0.9999806880950928,89.0,Latino
240,Is The Biden Admin Breaking The Law By Not Issuing Migrants Court Dates?,12.0,PER,0.999710202217102,7.0,Biden
241,WATCH: Armed Human Smuggler Leads Illegal Immigrant Across Southern Border,74.0,LOC,0.9991825222969055,59.0,Southern Border
242,Border Shelter Housing Muslim Migrants Opens Its Doors In Mexico,29.0,MISC,0.9999721050262451,23.0,Muslim
242,Border Shelter Housing Muslim Migrants Opens Its Doors In Mexico,64.0,LOC,0.9999977350234985,58.0,Mexico
243,"EXCLUSIVE: Over 1,000 US Bound Migrants Living On The Streets Of Tijuana, Mexico",24.0,MISC,0.9998764991760254,22.0,US
243,"EXCLUSIVE: Over 1,000 US Bound Migrants Living On The Streets Of Tijuana, Mexico",72.0,LOC,0.9999954700469971,65.0,Tijuana
243,"EXCLUSIVE: Over 1,000 US Bound Migrants Living On The Streets Of Tijuana, Mexico",80.0,LOC,0.9999973773956299,74.0,Mexico
244,Biden Official Says Migrant Facilities For Children Aren’t ‘As Traumatic’ As The Journey To America,5.0,PER,0.9813402891159058,0.0,Biden
244,Biden Official Says Migrant Facilities For Children Aren’t ‘As Traumatic’ As The Journey To America,99.0,LOC,0.999997615814209,92.0,America
245,EXCLUSIVE: House Republicans On Doctors Caucus Demand Answers From Fauci On Health Risks Related To Border Crisis,16.0,ORG,0.9974931478500366,11.0,House
245,EXCLUSIVE: House Republicans On Doctors Caucus Demand Answers From Fauci On Health Risks Related To Border Crisis,27.0,MISC,0.9976045489311218,17.0,Republican
245,EXCLUSIVE: House Republicans On Doctors Caucus Demand Answers From Fauci On Health Risks Related To Border Crisis,46.0,MISC,0.9998519420623779,32.0,Doctors Caucus
245,EXCLUSIVE: House Republicans On Doctors Caucus Demand Answers From Fauci On Health Risks Related To Border Crisis,72.0,PER,0.999936044216156,67.0,Fauci
246,"Biden Admin Sues Texas, Abbott Over Executive Order Restricting The Transportation Of Migrants",5.0,PER,0.9999387860298157,0.0,Biden
246,"Biden Admin Sues Texas, Abbott Over Executive Order Restricting The Transportation Of Migrants",22.0,LOC,0.9999850988388062,17.0,Texas
246,"Biden Admin Sues Texas, Abbott Over Executive Order Restricting The Transportation Of Migrants",30.0,PER,0.836871325969696,24.0,Abbott
247,Poll: 56% Of Voters Oppose Biden Admin’s Plan To End Title 42,32.0,PER,0.9999149441719055,27.0,Biden
247,Poll: 56% Of Voters Oppose Biden Admin’s Plan To End Title 42,61.0,MISC,0.9995307922363281,53.0,Title 42
248,Poll: Half Of Americans Consider Situation At Border A ‘Crisis’,22.0,MISC,0.9999459981918335,14.0,American
249,EXCLUSIVE: Republican Attorneys General Plan To Create Legal Roadblocks For Biden Agenda,21.0,MISC,0.9654793739318848,11.0,Republican
249,EXCLUSIVE: Republican Attorneys General Plan To Create Legal Roadblocks For Biden Agenda,81.0,PER,0.9999734163284302,76.0,Biden
250,Texas Democratic Rep Henry Cuellar Draws Primary Challenge From The Left,5.0,LOC,0.9999916553497314,0.0,Texas
250,Texas Democratic Rep Henry Cuellar Draws Primary Challenge From The Left,16.0,MISC,0.9998181462287903,6.0,Democratic
250,Texas Democratic Rep Henry Cuellar Draws Primary Challenge From The Left,34.0,PER,0.9999920129776001,21.0,Henry Cuellar
251,HHS Asks Pentagon For Permission To House Unaccompanied Minors At Military Facilities,3.0,ORG,0.9999914765357971,0.0,HHS
251,HHS Asks Pentagon For Permission To House Unaccompanied Minors At Military Facilities,17.0,ORG,0.9999932050704956,9.0,Pentagon
252,EXCLUSIVE PHOTOS: Immigrants Cross The Rio Grande By The Hundreds Every Day. A Handful Of Border Agents Are There To Meet Them,49.0,LOC,0.9998690485954285,39.0,Rio Grande
253,"‘Sanctuary Country’: ICE Deportations, Arrests See Dramatic Drop Under Biden",24.0,ORG,0.999274730682373,21.0,ICE
253,"‘Sanctuary Country’: ICE Deportations, Arrests See Dramatic Drop Under Biden",76.0,PER,0.9999676942825317,71.0,Biden
254,Biden Admin Reportedly Pressuring Agencies To Release Migrant Children Faster,5.0,PER,0.9999626278877258,0.0,Biden
255,Former Border Officials Say Mayorkas ‘Abjectly Failed’ To Protect The Border And Should Be Fired,36.0,PER,0.9999695420265198,28.0,Mayorkas
256,Biden Plays Defense On Immigration In First In-Person Press Conference,5.0,PER,0.9999867081642151,0.0,Biden
257,Biden Admin Urges Congress To Clear The Way For 11 Million Illegal Immigrants To Obtain Legal Status,5.0,PER,0.9998976588249207,0.0,Biden
257,Biden Admin Urges Congress To Clear The Way For 11 Million Illegal Immigrants To Obtain Legal Status,26.0,ORG,0.9999147653579712,18.0,Congress
259,"Biden Administration On Pace To Make More Than 200,000 Border Detentions In March",5.0,PER,0.9999690055847168,0.0,Biden
260,Senators Propose $1 Billion To Aid DHS In Addressing Future Migrant Surges,38.0,ORG,0.9999884963035583,35.0,DHS
261,At Least 30 Afghan Children Have Come To The US Alone,18.0,MISC,0.9986875057220459,12.0,Afghan
261,At Least 30 Afghan Children Have Come To The US Alone,47.0,LOC,0.999991774559021,45.0,US
262,A Shocking Amount Of Democrats Believe In Idea Behind ‘Great Replacement’,29.0,MISC,0.9999767541885376,21.0,Democrat
262,A Shocking Amount Of Democrats Believe In Idea Behind ‘Great Replacement’,72.0,MISC,0.9999548196792603,55.0,Great Replacement
263,Kamala Harris Was Minutes From A Migrant Facility With ‘Heartbreaking’ Conditions For Kids. She Did Not Visit,13.0,PER,0.9999752044677734,0.0,Kamala Harris
264,CHIP ROY: How Biden’s Immigration Plan Puts Americans Last,19.0,PER,0.9999890923500061,14.0,Biden
264,CHIP ROY: How Biden’s Immigration Plan Puts Americans Last,52.0,MISC,0.9999079704284668,44.0,American
266,Biden Admin Border Official Dodges Question About Sending Migrant Children Back Home,5.0,PER,0.9903348684310913,0.0,Biden
267,Biden Administration Weighing How To Prevent A Humanitarian Crisis With Increasing Numbers Of Unaccompanied Children Arriving At The Border,5.0,PER,0.9999496340751648,0.0,Biden
269,"Under Pressure From Activists, Biden Admin Agrees To Bring In Thousands Of Refugees A Month",36.0,PER,0.9999656081199646,31.0,Biden
270,Three State AGs Sue Biden Administration Over Title 42 Decision,25.0,PER,0.9995843172073364,20.0,Biden
270,Three State AGs Sue Biden Administration Over Title 42 Decision,54.0,MISC,0.9999492168426514,46.0,Title 42
271,Pentagon Inspector General To Review Vetting Of Afghan Evacuees,8.0,ORG,0.9999855756759644,0.0,Pentagon
271,Pentagon Inspector General To Review Vetting Of Afghan Evacuees,54.0,MISC,0.9999412894248962,48.0,Afghan
272,Biden Admin Considers Building More Border Wall Where ‘Gaps’ Exist: Report,5.0,PER,0.999926745891571,0.0,Biden
273,Donald Trump Endorses Hungarian Prime Minister Viktor Orban,12.0,PER,0.9999827742576599,0.0,Donald Trump
273,Donald Trump Endorses Hungarian Prime Minister Viktor Orban,29.0,MISC,0.9999535083770752,22.0,Hungari
273,Donald Trump Endorses Hungarian Prime Minister Viktor Orban,59.0,PER,0.9999797940254211,47.0,Viktor Orban
274,"‘You Will Not Come’: The US Will Not Accept Refugees Fleeing Cuba Or Haiti By Boat, Mayorkas Says",27.0,LOC,0.9999929666519165,25.0,US
274,"‘You Will Not Come’: The US Will Not Accept Refugees Fleeing Cuba Or Haiti By Boat, Mayorkas Says",65.0,LOC,0.9999970197677612,61.0,Cuba
274,"‘You Will Not Come’: The US Will Not Accept Refugees Fleeing Cuba Or Haiti By Boat, Mayorkas Says",74.0,LOC,0.9999872446060181,69.0,Haiti
274,"‘You Will Not Come’: The US Will Not Accept Refugees Fleeing Cuba Or Haiti By Boat, Mayorkas Says",92.0,PER,0.9996572732925415,84.0,Mayorkas
275,"Biden’s National Security Advisor Refuses To Answer If Troops Will Leave Afghanistan Before Americans, Allies Are Evacuated",5.0,PER,0.9999814629554749,0.0,Biden
275,"Biden’s National Security Advisor Refuses To Answer If Troops Will Leave Afghanistan Before Americans, Allies Are Evacuated",84.0,LOC,0.9999960660934448,73.0,Afghanistan
275,"Biden’s National Security Advisor Refuses To Answer If Troops Will Leave Afghanistan Before Americans, Allies Are Evacuated",100.0,MISC,0.9991053938865662,92.0,American
277,"Smugglers Transporting Illegal Migrants Becoming More Violent, Sophisticated, Texas Sheriffs Say",83.0,LOC,0.9999867677688599,78.0,Texas
278,Supreme Court To Review Trump Administration Rule On Government Benefits For Immigrants,13.0,ORG,0.9999824166297913,0.0,Supreme Court
278,Supreme Court To Review Trump Administration Rule On Government Benefits For Immigrants,29.0,PER,0.9989514350891113,24.0,Trump
279,"Biden Admin Told Refugee Organizations To Prepare For Arrival Of Up To 50,000 Afghans Without Visas",5.0,PER,0.9999691247940063,0.0,Biden
279,"Biden Admin Told Refugee Organizations To Prepare For Arrival Of Up To 50,000 Afghans Without Visas",84.0,MISC,0.9679105281829834,78.0,Afghan
280,EXCLUSIVE: Sen. Johnson Demands Names Of DHS Officials Who Reviewed Intelligence Related To Travel Of Haitian Migrants To Border,23.0,PER,0.9999157190322876,16.0,Johnson
280,EXCLUSIVE: Sen. Johnson Demands Names Of DHS Officials Who Reviewed Intelligence Related To Travel Of Haitian Migrants To Border,44.0,ORG,0.9999862909317017,41.0,DHS
280,EXCLUSIVE: Sen. Johnson Demands Names Of DHS Officials Who Reviewed Intelligence Related To Travel Of Haitian Migrants To Border,109.0,MISC,0.999832272529602,102.0,Haitian
281,Biden Administration Opens Yet Another Facility To Hold Surging Numbers Of Immigrant Children,5.0,PER,0.999947190284729,0.0,Biden
282,SCOTUS May Punt On Deciding The Fate Of Trump’s Signature Immigration Policy,6.0,ORG,0.9999869465827942,0.0,SCOTUS
282,SCOTUS May Punt On Deciding The Fate Of Trump’s Signature Immigration Policy,45.0,PER,0.9994838237762451,40.0,Trump
283,‘Not The Way To Achieve Relief’: Biden’s DHS Chief Attempts To Dissuade Migrants As The Border Gets Overwhelmed,38.0,PER,0.9999671578407288,33.0,Biden
283,‘Not The Way To Achieve Relief’: Biden’s DHS Chief Attempts To Dissuade Migrants As The Border Gets Overwhelmed,44.0,ORG,0.9999279379844666,41.0,DHS
284,‘Warehousing Children’: Immigration Advocacy Group Criticizes ‘Heartbreaking Conditions’ At Migrant Detention Center Opened Under Biden Admin,50.0,ORG,0.9999895691871643,24.0,Immigration Advocacy Group
284,‘Warehousing Children’: Immigration Advocacy Group Criticizes ‘Heartbreaking Conditions’ At Migrant Detention Center Opened Under Biden Admin,135.0,PER,0.9999481439590454,130.0,Biden
285,Mayorkas Says ‘We Will Not Lose Operational Control At The Border’ After Lifting Title 42,8.0,PER,0.999801516532898,0.0,Mayorkas
286,Migrants Illegally Crossing US-Mexico Border Thank Biden Administration,31.0,MISC,0.7996821403503418,28.0,US-
286,Migrants Illegally Crossing US-Mexico Border Thank Biden Administration,37.0,LOC,0.6560395956039429,31.0,Mexico
286,Migrants Illegally Crossing US-Mexico Border Thank Biden Administration,56.0,PER,0.9998868703842163,51.0,Biden
287,‘Evacuation Started Too Late’: Critics Pan Biden’s Slow Response To Afghan Interpreters In Grave Danger,48.0,PER,0.9997701644897461,39.0,Pan Biden
287,‘Evacuation Started Too Late’: Critics Pan Biden’s Slow Response To Afghan Interpreters In Grave Danger,74.0,MISC,0.9837770462036133,68.0,Afghan
288,MSNBC Guest Calls On Democrats To ‘Brand Every Republican’ As Racist,5.0,ORG,0.9999921917915344,0.0,MSNBC
288,MSNBC Guest Calls On Democrats To ‘Brand Every Republican’ As Racist,29.0,MISC,0.9999834299087524,21.0,Democrat
288,MSNBC Guest Calls On Democrats To ‘Brand Every Republican’ As Racist,57.0,MISC,0.9999850988388062,47.0,Republican
289,"‘Not A Democratic Or Republican Problem’: Cornyn, Sinema Introduce Bipartisan Immigration Bill To Combat Border Surge",17.0,MISC,0.9999693632125854,7.0,Democratic
