id,title,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
2790,Jim Acosta Slams 'Human-Manure Spreader' Tucker Carlson For Attacking  [START] Afghan [END]  Refugees,76.0,MISC,0.9941325783729552,70.0,Afghan,Afghanistan,en,-0.21688595414161682,Q889
2791, [START] Biden [END]  Pedals Back Low Refugee Cap After Backlash,5.0,PER,0.9998592138290404,0.0,Biden,Joe Biden,en,-0.09694833308458328,Q6279
2792, [START] Democrat [END] s Have A Choice: They Can Enact Their Agenda Or Keep The Filibuster,8.0,MISC,0.999977707862854,0.0,Democrat,Democratic Party (United States),en,-0.11001378297805786,Q29552
2793, [START] Novak Djokovic [END]  Admits He Didn't Isolate After Positive COVID Test,14.0,PER,0.9999790191650392,0.0,Novak Djokovic,Novak Djokovic,en,-0.1921069622039795,Q5812
2793,Novak Djokovic Admits He Didn't Isolate After Positive  [START] COVID [END]  Test,60.0,MISC,0.5410684943199158,55.0,COVID,Covid,de,-0.4520237445831299,Q1138124
2794,' [START] Great British Bake Off [END] ' Winner Nadiya Hussain Says It's OK To Not Be OK During The Pandemic,23.0,MISC,0.9909336566925048,1.0,Great British Bake Off,The Great British Bake Off,en,-0.08913007378578186,Q7737672
2794,'Great British Bake Off' Winner  [START] Nadiya Hussain [END]  Says It's OK To Not Be OK During The Pandemic,46.0,PER,0.9999744296073914,32.0,Nadiya Hussain,Nadiya Hussain,en,-0.0779811292886734,Q21642574
2795, [START] Joe Biden [END] ’s Kabul Evacuation Plan Could Abandon Thousands Of Vulnerable Afghans,9.0,PER,0.9999917149543762,0.0,Joe Biden,Joe Biden,en,-0.08675216883420944,Q6279
2795,Joe Biden’s  [START] Kabul [END]  Evacuation Plan Could Abandon Thousands Of Vulnerable Afghans,17.0,LOC,0.9999947547912598,12.0,Kabul,Kabul,en,-0.1121651828289032,Q5838
2795,Joe Biden’s Kabul Evacuation Plan Could Abandon Thousands Of Vulnerable  [START] Afghan [END] s,78.0,MISC,0.9836333990097046,72.0,Afghan,Afghan,en,-0.23855184018611908,Q16007968
2796, [START] Joe Biden [END]  Says U.S. On Track To Complete Afghanistan Evacuations By Aug. 31,9.0,PER,0.9999945759773254,0.0,Joe Biden,Joe Biden,en,-0.09039018303155899,Q6279
2796,Joe Biden Says  [START] U.S. [END]  On Track To Complete Afghanistan Evacuations By Aug. 31,19.0,LOC,0.9994560480117798,15.0,U.S.,United States,en,-0.12985187768936157,Q30
2796,Joe Biden Says U.S. On Track To Complete  [START] Afghanistan [END]  Evacuations By Aug. 31,52.0,LOC,0.9999953508377076,41.0,Afghanistan,Afghanistan,en,-0.12715911865234375,Q889
2797, [START] Biden [END]  Administration Jumpstarts Evacuations Of Americans And Afghan Allies,5.0,PER,0.999947726726532,0.0,Biden,Joe Biden,en,-0.09649188071489334,Q6279
2797,Biden Administration Jumpstarts Evacuations Of  [START] American [END] s And Afghan Allies,55.0,MISC,0.9995326995849608,47.0,American,United States,en,-0.17315015196800232,Q30
2797,Biden Administration Jumpstarts Evacuations Of Americans And  [START] Afghan [END]  Allies,67.0,MISC,0.8968373537063599,61.0,Afghan,Afghanistan,en,-0.1783701777458191,Q889
2798,Those Left In  [START] Afghanistan [END]  Complain Of Broken U.S. Promises,25.0,LOC,0.999996542930603,14.0,Afghanistan,Afghanistan,en,-0.12298302352428436,Q889
2798,Those Left In Afghanistan Complain Of Broken  [START] U.S [END] . Promises,48.0,LOC,0.999945342540741,45.0,U.S,United States,en,-0.1869155913591385,Q30
2799,Refugee Groups And  [START] Democrat [END] s Blast Biden’s Harsh Message To Migrants,27.0,MISC,0.9999680519104004,19.0,Democrat,Democratic Party (United States),en,-0.1231190487742424,Q29552
2799,Refugee Groups And Democrats Blast  [START] Biden [END] ’s Harsh Message To Migrants,40.0,PER,0.9999896287918092,35.0,Biden,Joe Biden,en,-0.09665999561548233,Q6279
2800,Hundreds Of Refugees' Flights Canceled Due To  [START] Biden [END]  Red Tape,51.0,PER,0.9612880945205688,46.0,Biden,Joe Biden,en,-0.08302274346351624,Q6279
2801, [START] U.S [END] . Ends Use Of 2 Immigration Jails Accused Of Mistreatment,3.0,LOC,0.9999905228614808,0.0,U.S,United States,en,-0.14282630383968353,Q30
2802,I Spent 5 Days At The Largest Migrant Refugee Camp On The  [START] U.S. [END]  Border. Here's What I Saw.,62.0,LOC,0.9985364675521852,58.0,U.S.,United States,en,-0.1308913230895996,Q30
2803, [START] Kamala Harris [END]  To Lead Biden Efforts To Control Border Migration,13.0,PER,0.9999833106994628,0.0,Kamala Harris,Kamala Harris,en,-0.10592498630285263,Q10853588
2803,Kamala Harris To Lead  [START] Biden [END]  Efforts To Control Border Migration,27.0,PER,0.999979853630066,22.0,Biden,Joe Biden,en,-0.07754287123680115,Q6279
2804, [START] U.S. [END]  Speeds Entry For Ukrainians As More Reach Mexico Border,4.0,LOC,0.999893844127655,0.0,US.,United States,en,-0.20887751877307892,Q30
2804,U.S. Speeds Entry For  [START] Ukrain [END] ians As More Reach Mexico Border,28.0,MISC,0.9999855756759644,22.0,Ukrain,Ukrain,en,-0.16704490780830383,Q502728
2804,U.S. Speeds Entry For Ukrainians As More Reach  [START] Mexico [END]  Border,53.0,LOC,0.9999959468841552,47.0,Mexico,Mexico,en,-0.10444925725460052,Q96
2805, [START] Pope [END]  Comforts Migrants At Lesbos Refugee Camp While Urging Humanitarian Aid,4.0,PER,0.9999900460243224,0.0,Pope,Pope,en,-0.11809973418712616,Q19546
2805,Pope Comforts Migrants At  [START] Lesbos [END]  Refugee Camp While Urging Humanitarian Aid,32.0,LOC,0.9999727606773376,26.0,Lesbos,Lesbos,en,-0.09436772018671036,Q128087
2806, [START] Russia [END]  Shells Areas In Ukraine Where It Vowed To Scale Back,6.0,LOC,0.9999977350234984,0.0,Russia,Russia,en,-0.16837580502033234,Q159
2806,Russia Shells Areas In  [START] Ukraine [END]  Where It Vowed To Scale Back,30.0,LOC,0.9999982118606568,23.0,Ukraine,Ukraine,en,-0.12748228013515472,Q212
2808, [START] Benedict Cumberbatch [END]  To House Ukrainian Family Who Fled Russian Invasion,20.0,PER,0.9999817609786988,0.0,Benedict Cumberbatch,Benedict Cumberbatch,en,-0.09718281775712967,Q244674
2808,Benedict Cumberbatch To House  [START] Ukrain [END] ian Family Who Fled Russian Invasion,36.0,MISC,0.9999871253967284,30.0,Ukrain,Ukrain,en,-0.10487647354602814,Q502728
2808,Benedict Cumberbatch To House Ukrainian Family Who Fled  [START] Russian [END]  Invasion,63.0,MISC,0.9999862909317015,56.0,Russian,Russian Empire,en,-0.21095919609069824,Q34266
2809,"Bipartisan Deal Shouldn't Stop  [START] Senate [END]  From Ditching Filibuster, Democrats Say",37.0,ORG,0.999684512615204,31.0,Senate,United States Senate,en,-0.13644027709960938,Q66096
2809,"Bipartisan Deal Shouldn't Stop Senate From Ditching Filibuster,  [START] Democrat [END] s Say",72.0,MISC,0.9999735355377196,64.0,Democrat,Democratic Party (United States),en,-0.11722225695848465,Q29552
2810, [START] Georgia [END] ’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,7.0,LOC,0.9999961853027344,0.0,Georgia,Georgia (U.S. state),en,-0.09981345385313034,Q1428
2811, [START] Afghan [END] s Evacuated To The U.S. Are Living In Limbo. Here’s How Congress Could Help.,6.0,MISC,0.9974780082702636,0.0,Afghan,Afghan,en,-0.22071267664432526,Q16007968
2811,Afghans Evacuated To The  [START] U.S [END] . Are Living In Limbo. Here’s How Congress Could Help.,28.0,LOC,0.9998734593391418,25.0,U.S,United States,en,-0.1471954882144928,Q30
2811,Afghans Evacuated To The U.S. Are Living In Limbo. Here’s How  [START] Congress [END]  Could Help.,70.0,ORG,0.999974489212036,62.0,Congress,United States Congress,en,-0.14214245975017548,Q11268
2812,Last 24 Hours Of  [START] U.S [END] . Presence In Kabul Sees Bizarre Collaboration,20.0,LOC,0.9999067783355712,17.0,U.S,United States,en,-0.1553763896226883,Q30
2812,Last 24 Hours Of U.S. Presence In  [START] Kabul [END]  Sees Bizarre Collaboration,39.0,LOC,0.9999977350234984,34.0,Kabul,Kabul,en,-0.17607219517230988,Q5838
2813, [START] Roberto Santibañez [END] : What Americans Get Right About Mexican Food,18.0,PER,0.9997942447662354,0.0,Roberto Santibañez,Сантибаньес-де-ла-Сьерра,ru,-1.9524424076080322,Q1770816
2813,Roberto Santibañez: What  [START] American [END] s Get Right About Mexican Food,33.0,MISC,0.998875081539154,25.0,American,United States,en,-0.23406095802783966,Q30
2813,Roberto Santibañez: What Americans Get Right About  [START] Mexican [END]  Food,58.0,MISC,0.999990701675415,51.0,Mexican,Mexico,en,-0.21025395393371582,Q96
2814, [START] Biden [END] ’s Bank Regulation Nominee Is Facing A 'Red Scare McCarthyism' Campaign,5.0,PER,0.9999772310256958,0.0,Biden,Joe Biden,en,-0.07671954482793808,Q6279
2814,Biden’s  [START] Bank Regulation [END]  Nominee Is Facing A 'Red Scare McCarthyism' Campaign,23.0,MISC,0.9981042742729188,8.0,Bank Regulation,Bank regulation,en,-0.3008427321910858,Q173800
2814,Biden’s Bank Regulation Nominee Is Facing A ' [START] Red Scare McCarthyism [END] ' Campaign,66.0,MISC,0.9980714917182922,45.0,Red Scare McCarthyism,Red Scare,en,-0.17809593677520752,Q622454
2815, [START] Afghan [END]  Evacuees Face Serious Struggles Without Congressional Help,6.0,MISC,0.999294638633728,0.0,Afghan,Afghanistan,en,-0.23603057861328125,Q889
2816, [START] Tucker Carlson [END]  Gripes Dems Shun His Show Because They Think He's A White Supremacist,14.0,PER,0.9999927282333374,0.0,Tucker Carlson,Tucker Carlson,en,-0.19972534477710724,Q743162
2816,Tucker Carlson Gripes  [START] Dem [END] s Shun His Show Because They Think He's A White Supremacist,25.0,MISC,0.9990097284317015,22.0,Dem,Demo (music),en,-0.1596667766571045,Q220935
2816,Tucker Carlson Gripes Dems Shun His Show Because They Think He's A  [START] White [END]  Supremacist,72.0,MISC,0.9995569586753844,67.0,White,White Americans,en,-0.2279675006866455,Q49078
2817, [START] Trump [END]  Trial Also A Referendum On Authoritarianism In America,5.0,PER,0.9998838901519777,0.0,Trump,Donald Trump,en,-0.12059260904788971,Q22686
2817,Trump Trial Also A Referendum On Authoritarianism In  [START] America [END] ,60.0,LOC,0.99999737739563,53.0,America,United States,en,-0.12745478749275208,Q30
2818,Dozens Of  [START] House [END]  Democrats Urge Biden To Lift Refugee Cap,15.0,ORG,0.9990467429161072,10.0,House,United States House of Representatives,en,-0.1302032172679901,Q11701
2818,Dozens Of House  [START] Democrat [END] s Urge Biden To Lift Refugee Cap,24.0,MISC,0.9996154308319092,16.0,Democrat,Democratic Party (United States),en,-0.11239489912986755,Q29552
2818,Dozens Of House Democrats Urge  [START] Biden [END]  To Lift Refugee Cap,36.0,PER,0.9999814629554749,31.0,Biden,Joe Biden,en,-0.07701032608747482,Q6279
2820, [START] DOJ [END]  Rescinds ‘Zero Tolerance’ Immigration Rule Used For Family Separation,3.0,ORG,0.999994933605194,0.0,DOJ,United States Department of Justice,en,-0.1059391051530838,Q1553390
2821, [START] Australia [END]  To Djokovic: Time To Go,9.0,LOC,0.9999972581863404,0.0,Australia,Australia national rugby union team,en,-0.2227056920528412,Q622443
2821,Australia To  [START] Djokovic [END] : Time To Go,21.0,PER,0.9999799728393556,13.0,Djokovic,Novak Djokovic,en,-0.1883263736963272,Q5812
2822, [START] Ukraine [END]  Acknowledges Racist Treatment Of Africans Fleeing Russian Invasion,7.0,LOC,0.9999982118606568,0.0,Ukraine,Ukraine,en,-0.1534874439239502,Q212
2822,Ukraine Acknowledges Racist Treatment Of  [START] African [END] s Fleeing Russian Invasion,48.0,MISC,0.9999678134918212,41.0,African,List of ethnic groups of Africa,en,-0.11672798544168472,Q3183734
2822,Ukraine Acknowledges Racist Treatment Of Africans Fleeing  [START] Russian [END]  Invasion,65.0,MISC,0.9999889135360718,58.0,Russian,Russians,en,-0.20172405242919922,Q49542
2823, [START] Democrat [END] s Call For Fast-Tracking Citizenship For Undocumented Essential Workers,8.0,MISC,0.9999489784240724,0.0,Democrat,Democratic Party (United States),en,-0.11743927001953125,Q29552
2824,Migrant Boat Capsizes In  [START] English Channel [END] ; At Least 31 Dead,40.0,LOC,0.9999566674232484,25.0,English Channel,English Channel,en,-0.08583907783031464,Q34640
2825," [START] Biden [END] 's Big Bill On Brink Of House Votes, But Fights Remain",5.0,PER,0.9999829530715942,0.0,Biden,Joe Biden,en,-0.11287141591310501,Q6279
2825,"Biden's  [START] Big Bill [END]  On Brink Of House Votes, But Fights Remain",16.0,MISC,0.9938815832138062,8.0,Big Bill,Big Bill,en,-0.3217398226261139,Q4905115
2825,"Biden's Big Bill On Brink Of  [START] House [END]  Votes, But Fights Remain",34.0,ORG,0.6295177340507507,29.0,House,House show,en,-0.9282251596450806,Q1140048
2827, [START] Tucker Carlson [END] : 'Obedient Voters From Third World' Are Replacing Me,14.0,PER,0.9999926686286926,0.0,Tucker Carlson,Tucker Carlson,en,-0.11287496238946915,Q743162
2828, [START] Anti-Immigrant [END]  Trump Aide Stephen Miller Laid Groundwork For Disastrous Afghan Evacuation,14.0,MISC,0.7074621915817261,0.0,Anti-Immigrant,Opposition to immigration,en,-0.13935384154319763,Q3700346
2828,Anti-Immigrant  [START] Trump [END]  Aide Stephen Miller Laid Groundwork For Disastrous Afghan Evacuation,20.0,PER,0.9994909763336182,15.0,Trump,Donald Trump,en,-0.1207544356584549,Q22686
2828,Anti-Immigrant Trump Aide  [START] Stephen Miller [END]  Laid Groundwork For Disastrous Afghan Evacuation,40.0,PER,0.9999974370002748,26.0,Stephen Miller,Stephen Miller (political advisor),en,-0.09744390845298767,Q27996060
2828,Anti-Immigrant Trump Aide Stephen Miller Laid Groundwork For Disastrous  [START] Afghan [END]  Evacuation,78.0,MISC,0.9997183084487916,72.0,Afghan,Afghanistan,en,-0.13684183359146118,Q889
2829, [START] Afghanistan [END]  Sinks Deeper Into Desperation,11.0,LOC,0.9999971389770508,0.0,Afghanistan,Afghanistan,en,-0.218827486038208,Q889
2830, [START] Madison Cawthorn [END]  Wants To Memorialize Trump's Border Wall In An Absurd Way,16.0,PER,0.9999467730522156,0.0,Madison Cawthorn,麥迪遜·凱絲,zh,-1.9847062826156616,Q34403
2830,Madison Cawthorn Wants To Memorialize  [START] Trump [END] 's Border Wall In An Absurd Way,43.0,PER,0.9997122883796692,38.0,Trump,Donald Trump,en,-0.12035439908504486,Q22686
2830,Madison Cawthorn Wants To Memorialize Trump's  [START] Border Wall [END]  In An Absurd Way,57.0,LOC,0.9933874011039734,46.0,Border Wall,Donald Trump Access Hollywood tape,en,-0.4311363101005554,Q27163007
2831," [START] Beto O'Rourke [END] , Greg Abbott To Face Off In Texas Governor Race",13.0,PER,0.9999719858169556,0.0,Beto O'Rourke,Beto O'Rourke,en,-0.09601940214633942,Q4014532
2831,"Beto O'Rourke,  [START] Greg Abbott [END]  To Face Off In Texas Governor Race",26.0,PER,0.9999935626983644,15.0,Greg Abbott,Greg Abbott,en,-0.11872012168169022,Q5605224
2831,"Beto O'Rourke, Greg Abbott To Face Off In  [START] Texas [END]  Governor Race",47.0,LOC,0.9995641112327576,42.0,Texas,Texas,en,-0.13493427634239197,Q1439
2832, [START] Mira Nair [END]  And Sarita Choudhury Look Back At 'Mississippi Masala',9.0,PER,0.9999611973762512,0.0,Mira Nair,Mira Nair,en,-0.15825410187244415,Q466320
2832,Mira Nair And  [START] Sarita Choudhury [END]  Look Back At 'Mississippi Masala',30.0,PER,0.9999628067016602,14.0,Sarita Choudhury,Sarita Choudhury,en,-0.18368719518184662,Q445995
2832,Mira Nair And Sarita Choudhury Look Back At ' [START] Mississippi Masala [END] ',63.0,MISC,0.999910831451416,45.0,Mississippi Masala,Mississippi Masala,en,-0.1934792846441269,Q1785725
2833, [START] Joe Biden [END]  Lays Out Sweeping Vision To Transform The American Economy,9.0,PER,0.9999943375587464,0.0,Joe Biden,Joe Biden,en,-0.13834910094738007,Q6279
2833,Joe Biden Lays Out Sweeping Vision To Transform The  [START] American [END]  Economy,60.0,MISC,0.999985933303833,52.0,American,United States,en,-0.14537017047405243,Q30
2834,' [START] South Park [END] ' Writer Beats Rep. Elise Stefanik To Her Own Website,11.0,MISC,0.9219681024551392,1.0,South Park,South Park,en,-0.09980501979589462,Q16538
2834,'South Park' Writer Beats Rep.  [START] Elise Stefanik [END]  To Her Own Website,45.0,PER,0.999941349029541,31.0,Elise Stefanik,Elise Stefanik,en,-0.09671574085950851,Q18211057
2836,I'm A First-Generation  [START] Indian American [END]  Woman. I Married Into A Family Of Trump Supporters.,38.0,MISC,0.9998928904533386,23.0,Indian American,Indian Americans,en,-0.11986701190471649,Q2643509
2836,I'm A First-Generation Indian American Woman. I Married Into A Family Of  [START] Trump [END]  Supporters.,78.0,PER,0.9996986389160156,73.0,Trump,Donald Trump,en,-0.10748058557510376,Q22686
2837," [START] Zelenskyy [END]  Calls Mila Kunis, Ashton Kutcher With Thanks For Raising Millions For Ukrainians",9.0,PER,0.999990463256836,0.0,Zelenskyy,Zelenskyy,en,-0.3022439777851105,Q1039511
2837,"Zelenskyy Calls  [START] Mila Kunis [END] , Ashton Kutcher With Thanks For Raising Millions For Ukrainians",26.0,PER,0.9999117255210876,16.0,Mila Kunis,Mila Kunis,en,-0.15572886168956757,Q37628
2837,"Zelenskyy Calls Mila Kunis,  [START] Ashton Kutcher [END]  With Thanks For Raising Millions For Ukrainians",42.0,PER,0.9999489784240724,28.0,Ashton Kutcher,Ashton Kutcher,en,-0.1269354522228241,Q164782
2837,"Zelenskyy Calls Mila Kunis, Ashton Kutcher With Thanks For Raising Millions For  [START] Ukrain [END] ians",86.0,MISC,0.9999499320983888,80.0,Ukrain,Ukrain,en,-0.14346018433570862,Q502728
2838,3 Top  [START] Senate [END]  Democrats Pledge To Probe 'Flawed' Afghanistan Withdrawal,12.0,ORG,0.9999212026596068,6.0,Senate,United States Senate,en,-0.14592990279197693,Q66096
2838,3 Top Senate  [START] Democrat [END] s Pledge To Probe 'Flawed' Afghanistan Withdrawal,21.0,MISC,0.9997145533561708,13.0,Democrat,Democratic Party (United States),en,-0.1144629418849945,Q29552
2838,3 Top Senate Democrats Pledge To Probe 'Flawed'  [START] Afghanistan [END]  Withdrawal,59.0,LOC,0.9999959468841552,48.0,Afghanistan,Afghanistan,en,-0.1363343447446823,Q889
2839, [START] Biden [END]  Administration Grants Afghans In The U.S. Temporary Protected Status,5.0,PER,0.9999752640724182,0.0,Biden,Joe Biden,en,-0.08564088493585587,Q6279
2839,Biden Administration Grants  [START] Afghan [END] s In The U.S. Temporary Protected Status,34.0,MISC,0.7774558663368225,28.0,Afghan,Afghan,en,-0.18842823803424835,Q16007968
2839,Biden Administration Grants Afghans In The  [START] U.S [END] . Temporary Protected Status,46.0,LOC,0.9999568462371826,43.0,U.S,United States,en,-0.17129671573638916,Q30
2840,"Amid Deportation Battle, Court Documents Show  [START] Novak Djokovic [END]  Had COVID-19 Last Month",60.0,PER,0.999981701374054,46.0,Novak Djokovic,Novak Djokovic,en,-0.14902722835540771,Q5812
2841, [START] White [END]  Nationalists With Lanyards: Orlando Showed The Ugly Future Of The GOP,5.0,MISC,0.9989166259765624,0.0,White,White Americans,en,-0.23645839095115662,Q49078
2841,White Nationalists With Lanyards:  [START] Orlando [END]  Showed The Ugly Future Of The GOP,41.0,LOC,0.9999115467071532,34.0,Orlando,"Orlando, Florida",en,-0.33115091919898987,Q49233
2841,White Nationalists With Lanyards: Orlando Showed The Ugly Future Of The  [START] GOP [END] ,75.0,ORG,0.9989633560180664,72.0,GOP,Republican Party (United States),en,-0.10460930317640305,Q29468
2842,43 New Groups Join  [START] Anti-Fil [END] ibuster Coalition As Reform Push Accelerates,27.0,ORG,0.8891105651855469,19.0,Anti-Fil,Anti-fascism,en,-0.6265535950660706,Q210189
2842,43 New Groups Join Anti-Fil [START] ibus [END] ter Coalition As Reform Push Accelerates,31.0,MISC,0.5993002653121948,27.0,ibus,IBUS,en,-0.6299888491630554,Q2837306
2842,43 New Groups Join Anti-Filibus [START] ter Coalition [END]  As Reform Push Accelerates,44.0,ORG,0.9802188277244568,31.0,ter Coalition,Coalition (Australia),en,-0.634045422077179,Q1065320
2843, [START] White House [END] : Without Funding U.S. Will Lose COVID Treatments,11.0,LOC,0.9999844431877136,0.0,White House,White House,en,-0.09612046182155609,Q35525
2843,White House: Without Funding  [START] U.S [END] . Will Lose COVID Treatments,32.0,LOC,0.9999927878379822,29.0,US,United States,en,-0.12756642699241638,Q30
2843,White House: Without Funding U.S. Will Lose  [START] COVID [END]  Treatments,49.0,MISC,0.9781910181045532,44.0,COVID,Covid,de,-0.7957473993301392,Q1138124
2844," [START] Ukraine [END]  Refugee Count Tops 4 Million, UN Agency Says",7.0,LOC,0.9999971389770508,0.0,Ukraine,Ukraine,en,-0.12110123038291931,Q212
2844,"Ukraine Refugee Count Tops 4 Million,  [START] UN [END]  Agency Says",40.0,ORG,0.9999573230743408,38.0,UN,United Nations,en,-0.12242893874645233,Q1065
2845,'We Neglected To Act': Critics Slam  [START] Biden [END]  For Failure On Afghan Evacuations,41.0,PER,0.9999811053276062,36.0,Biden,Joe Biden,en,-0.08450675755739212,Q6279
2845,'We Neglected To Act': Critics Slam Biden For Failure On  [START] Afghan [END]  Evacuations,63.0,MISC,0.9989097118377686,57.0,Afghan,Afghanistan,en,-0.13088473677635193,Q889
2846,Undocumented And In Need Of An Abortion In  [START] Texas [END] ' Rio Grande Valley,48.0,LOC,0.9999386072158812,43.0,Texas,Texas,en,-0.10935194790363312,Q1439
2846,Undocumented And In Need Of An Abortion In Texas'  [START] Rio Grande Valley [END] ,67.0,LOC,0.9999210834503174,50.0,Rio Grande Valley,Rio Grande Valley,en,-0.08643889427185059,Q1644904
2847, [START] Biden [END]  Launches Effort To Undo Trump's Damage On Immigration,5.0,PER,0.999993622303009,0.0,Biden,Joe Biden,en,-0.09738495945930481,Q6279
2847,Biden Launches Effort To Undo  [START] Trump [END] 's Damage On Immigration,35.0,PER,0.9998144507408142,30.0,Trump,Donald Trump,en,-0.16219957172870636,Q22686
2848, [START] CPAC [END]  Head Hails Abortion Ban As Solution To Racist 'Replacement' Fears: Vice,4.0,ORG,0.999491572380066,0.0,CPAC,Conservative Political Action Conference,en,-0.16774532198905945,Q2994465
2848,CPAC Head Hails Abortion Ban As Solution To Racist 'Replacement' Fears:  [START] Vice [END] ,76.0,ORG,0.99994158744812,72.0,Vice,Vice (magazine),en,-0.14897923171520233,Q249838
2849,Tennis Star  [START] Novak Djokovic [END]  Leaves Australia After Losing Deportation Appeal,26.0,PER,0.9999862909317015,12.0,Novak Djokovic,Novak Djokovic,en,-0.09543199092149734,Q5812
2849,Tennis Star Novak Djokovic Leaves  [START] Australia [END]  After Losing Deportation Appeal,43.0,LOC,0.9999957084655762,34.0,Australia,Australia,en,-0.2608579397201538,Q408
2850," [START] Speedo [END]  Cuts Olympic Champ Over Putin Rally Appearance, Gives His Fee To Refugees",6.0,PER,0.9999664425849916,0.0,Speedo,Speedo,en,-0.130506694316864,Q1425519
2850,"Speedo Cuts  [START] Olympic [END]  Champ Over Putin Rally Appearance, Gives His Fee To Refugees",19.0,MISC,0.9999730587005616,12.0,Olympic,Olympic Games,en,-0.15930777788162231,Q5389
2850,"Speedo Cuts Olympic Champ Over  [START] Putin [END]  Rally Appearance, Gives His Fee To Refugees",36.0,PER,0.9999386072158812,31.0,Putin,Vladimir Putin,en,-0.09591201692819595,Q7747
2851,Many In  [START] Mideast [END]  See Hypocrisy In Western Embrace Of Ukraine,15.0,LOC,0.999985694885254,8.0,Mideast,Middle East,en,-0.26720237731933594,Q7204
2851,Many In Mideast See Hypocrisy In  [START] Western [END]  Embrace Of Ukraine,40.0,MISC,0.9999239444732666,33.0,Western,Western (genre),en,-0.19737252593040466,Q21590660
2851,Many In Mideast See Hypocrisy In Western Embrace Of  [START] Ukraine [END] ,59.0,LOC,0.99999737739563,52.0,Ukraine,Ukraine,en,-0.144723042845726,Q212
2852, [START] Trump [END]  Vents Same Old Election Gripes In Return To Rally Stage In Ohio,5.0,PER,0.9998633861541748,0.0,Trump,Donald Trump,en,-0.1228838786482811,Q22686
2852,Trump Vents Same Old Election Gripes In Return To Rally Stage In  [START] Ohio [END] ,69.0,LOC,0.9999911785125732,65.0,Ohio,Ohio,en,-0.11196218430995941,Q1397
2853,Court To Weigh In On  [START] Trump [END]  Policy Forcing Asylum-Seekers To Wait In Mexico,26.0,PER,0.9997310042381288,21.0,Trump,Donald Trump,en,-0.1266373097896576,Q22686
2853,Court To Weigh In On Trump Policy Forcing Asylum-Seekers To Wait In  [START] Mexico [END] ,74.0,LOC,0.9999969005584716,68.0,Mexico,Mexico,en,-0.1082201674580574,Q96
2854, [START] Europe [END]  Braces For Refugees As Russia Attacks Ukraine's Capital,6.0,LOC,0.9999974966049194,0.0,Europe,Europe,en,-0.13877560198307037,Q46
2854,Europe Braces For Refugees As  [START] Russia [END]  Attacks Ukraine's Capital,36.0,LOC,0.9999979734420776,30.0,Russia,Russia,en,-0.10678726434707642,Q159
2854,Europe Braces For Refugees As Russia Attacks  [START] Ukraine [END] 's Capital,52.0,LOC,0.9999958276748656,45.0,Ukraine,Ukraine,en,-0.1188393384218216,Q212
2855, [START] GOP [END]  Rep. Paul Gosar Posts Anime Video Of Him Killing Alexandria Ocasio-Cortez,3.0,ORG,0.9978299140930176,0.0,GOP,Republican Party (United States),en,-0.10985687375068665,Q29468
2855,GOP Rep.  [START] Paul Gosar [END]  Posts Anime Video Of Him Killing Alexandria Ocasio-Cortez,19.0,PER,0.9999949932098388,9.0,Paul Gosar,Paul Gosar,en,-0.09141548722982407,Q2059832
2855,GOP Rep. Paul Gosar Posts Anime Video Of Him Killing  [START] Alexandria Ocasio-Cortez [END] ,77.0,PER,0.9993003606796264,53.0,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez,en,-0.08249583095312119,Q55223040
2856,"5 Years Later, Families  [START] Trump [END] 's Muslim Ban Separated Are Begging Biden For Help",29.0,PER,0.999550759792328,24.0,Trump,Donald Trump,en,-0.09898047149181366,Q22686
2856,"5 Years Later, Families Trump's  [START] Muslim [END]  Ban Separated Are Begging Biden For Help",38.0,MISC,0.9999748468399048,32.0,Muslim,Muslims,en,-0.12925322353839874,Q47740
2856,"5 Years Later, Families Trump's Muslim Ban Separated Are Begging  [START] Biden [END]  For Help",70.0,PER,0.9999885559082032,65.0,Biden,Joe Biden,en,-0.09117744117975235,Q6279
2860, [START] New York [END]  To Give Thousands To Undocumented Workers Hard Hit By Coronavirus,8.0,LOC,0.9999960064888,0.0,New York,New York City,en,-0.2596370279788971,Q60
2862," [START] Saudi [END]  Airstrike Kills, Injures Over 100 Held In Yemen Prison",5.0,MISC,0.9999902248382568,0.0,Saudi,Saudi Arabia,en,-0.2115209549665451,Q851
2862,"Saudi Airstrike Kills, Injures Over 100 Held In  [START] Yemen [END]  Prison",53.0,LOC,0.9999943971633912,48.0,Yemen,Yemen,en,-0.11545499414205551,Q805
2863,The  [START] Capitol [END]  Riot Crystalizes 4 Years Of American Decline,11.0,LOC,0.9999715089797974,4.0,Capitol,Capitol Records,en,-0.24727503955364227,Q193023
2863,The Capitol Riot Crystalizes 4 Years Of  [START] American [END]  Decline,48.0,MISC,0.9999935626983644,40.0,American,United States,en,-0.1299167424440384,Q30
2864,Conservative Columnist Has Damning Questions For  [START] Fox News [END]  Bosses About Carlson,57.0,ORG,0.9999927878379822,49.0,Fox News,Fox News,en,-0.09070228785276413,Q186068
2864,Conservative Columnist Has Damning Questions For Fox News Bosses About  [START] Carlson [END] ,78.0,PER,0.9999935626983644,71.0,Carlson,Carlson (company),en,-0.2514972686767578,Q1043395
