id,author_organization,end,entity_group,score,start,word
5205,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5206,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5207,Prism,4.0,ORG,0.5024074912071228,0.0,Pris
5208,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5209,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5210,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5211,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5212,Community,,,,,
5213,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5214,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5215,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5216,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5217,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5218,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5219,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5220,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5221,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5222,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5223,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5224,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5225,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5226,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5227,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5228,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5229,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5230,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5231,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5232,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5233,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5234,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5235,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5236,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5237,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5238,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5239,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5240,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5241,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5242,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5243,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5244,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5245,Community,,,,,
5246,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5247,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5249,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5250,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5251,Community,,,,,
5252,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5253,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5254,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5255,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5256,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5257,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5258,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5260,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5261,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5262,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5263,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5264,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5265,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5267,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5268,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5269,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5270,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5271,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5272,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5273,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5274,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5275,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5276,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5277,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5278,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5279,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5280,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5281,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5282,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5283,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5284,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5285,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5287,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5288,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5289,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5290,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5291,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5293,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5294,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5295,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5296,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5297,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5299,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5300,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5301,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5302,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5303,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5304,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5305,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5306,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5307,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5308,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5309,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5310,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5311,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5312,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5313,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5314,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5317,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5318,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5319,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5320,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5321,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5322,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5323,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5324,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5325,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5326,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5327,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5328,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5329,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5330,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5331,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5332,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5333,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5334,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5335,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5336,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5337,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5338,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5339,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5340,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5341,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5342,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5343,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5344,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5345,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5346,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5347,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5348,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5349,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5350,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5351,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5352,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5355,Prism,4.0,ORG,0.5024074912071228,0.0,Pris
5356,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5357,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5358,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5359,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5360,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5361,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5362,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5363,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5365,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5366,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5367,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5368,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5369,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5370,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5371,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5372,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5373,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5374,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5375,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5376,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5377,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5378,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5379,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5380,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5381,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5382,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5383,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5384,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5385,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5386,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5387,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5388,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5389,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5390,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5392,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5394,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5395,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5396,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5397,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5399,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5400,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5401,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5402,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5404,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5406,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5407,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5408,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5409,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5410,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5411,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5412,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5413,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5414,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5415,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5417,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5418,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5419,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5421,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5422,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5423,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5424,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5425,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5426,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5427,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5428,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5429,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5430,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5431,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5432,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5433,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5434,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5435,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5436,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5437,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5439,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5440,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5441,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5442,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5443,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5444,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5445,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5447,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5448,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5449,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5450,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5451,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5452,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5454,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5455,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5457,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5458,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5459,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5461,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5462,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5463,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5464,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5465,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5466,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5467,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5468,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5469,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5470,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5471,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5472,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5473,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5474,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5475,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5476,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5477,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5478,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5479,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5480,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5482,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5485,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5486,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5487,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5488,Prism,4.0,ORG,0.5024074912071228,0.0,Pris
5489,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5491,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5493,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5494,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5495,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5497,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5499,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5500,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5501,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5502,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5504,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5505,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5506,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5507,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5509,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5510,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5511,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5512,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5513,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5514,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5515,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5516,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5517,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5518,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5520,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5521,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5522,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5523,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5524,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5525,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5526,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5527,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5528,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5529,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5530,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5531,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5532,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5533,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5534,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5535,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5536,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5539,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5540,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5541,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5542,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5543,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5544,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5555,Current Affairs,,,,,
7997,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8005,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8041,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8049,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8065,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8067,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8078,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8085,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8101,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8102,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8118,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8122,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8126,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8135,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8160,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8192,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8195,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8203,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8221,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8223,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8225,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8230,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8235,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8253,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8286,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8288,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8291,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8295,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8297,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8339,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8342,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8375,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8378,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8384,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8398,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8404,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8412,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8422,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8425,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8462,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
8483,The Associated Press,20.0,ORG,0.9999947547912598,0.0,The Associated Press
