id,title,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
3167, [START] California [END]  and New York are hubs for Afghan resettlements,10.0,LOC,0.999995231628418,0.0,California,California,en,-0.1471024453639984,Q99
3167,California and  [START] New York [END]  are hubs for Afghan resettlements,23.0,LOC,0.999993622303009,15.0,New York,New York (state),en,-0.2068583071231842,Q1384
3167,California and New York are hubs for  [START] Afghan [END]  resettlements,43.0,MISC,0.9998947978019714,37.0,Afghan,Afghanistan,en,-0.3013428747653961,Q889
3168, [START] Biden [END]  grants asylum officers the ability to decide migrant claims,5.0,PER,0.9999898672103882,0.0,Biden,Joe Biden,en,-0.0752474293112754,Q6279
3169,"Forecast: 1.8 million illegal migrants under  [START] Biden [END] , ‘worst ever year’",50.0,PER,0.9999927878379822,45.0,Biden,Joe Biden,en,-0.076680414378643,Q6279
3170, [START] Biden [END] : Border Patrol agents being investigated for horseback tactics 'will pay',5.0,PER,0.999984622001648,0.0,Biden,Joe Biden,en,-0.0737323462963104,Q6279
3170,Biden:  [START] Border Patrol [END]  agents being investigated for horseback tactics 'will pay',20.0,ORG,0.999975562095642,7.0,Border Patrol,United States Border Patrol,en,-0.1104292273521423,Q187954
3171, [START] Border Patrol [END]  looking at putting up tents to hold influx of migrants under Biden,13.0,ORG,0.9716405868530272,0.0,Border Patrol,United States Border Patrol,en,-0.1073675751686096,Q187954
3171,Border Patrol looking at putting up tents to hold influx of migrants under  [START] Biden [END] ,80.0,PER,0.9999876618385316,75.0,Biden,Joe Biden,en,-0.0749961212277412,Q6279
3172,"Citing fake news story,  [START] Maxine Waters [END]  alleges treatment of Haitian asylum-seekers is ‘worse than slavery'",37.0,PER,0.9999626874923706,24.0,Maxine Waters,Maxine Waters,en,-0.0912811383605003,Q461727
3172,"Citing fake news story, Maxine Waters alleges treatment of  [START] Haitian [END]  asylum-seekers is ‘worse than slavery'",66.0,MISC,0.9997990131378174,59.0,Haitian,Haitians,en,-0.1547648161649704,Q4131845
3173,&#39;Disgraceful&#39;:  [START] Democrat [END] s blast Biden for keeping refugee cap at level set by Trump,31.0,MISC,0.9999716281890868,23.0,Democrat,Democratic Party (United States),en,-0.1114282608032226,Q29552
3173,&#39;Disgraceful&#39;: Democrats blast  [START] Biden [END]  for keeping refugee cap at level set by Trump,44.0,PER,0.99999338388443,39.0,Biden,Joe Biden,en,-0.0805265009403228,Q6279
3173,&#39;Disgraceful&#39;: Democrats blast Biden for keeping refugee cap at level set by  [START] Trump [END] ,90.0,PER,0.9993650317192078,85.0,Trump,Donald Trump,en,-0.099560908973217,Q22686
3174,The  [START] Korean American [END]  woman vying for a Texas House seat is ready to take on the Chinese Communist Party,19.0,MISC,0.9979807138442992,4.0,Korean American,Korean Americans,en,-0.0886890962719917,Q276879
3174,The Korean American woman vying for a  [START] Texas House [END]  seat is ready to take on the Chinese Communist Party,49.0,ORG,0.9999842643737792,38.0,Texas House,Texas House of Representatives,en,-0.1098234429955482,Q827550
3174,The Korean American woman vying for a Texas House seat is ready to take on the  [START] Chinese Communist Party [END] ,102.0,ORG,0.999994695186615,79.0,Chinese Communist Party,Communist Party of China,en,-0.090006299316883,Q17427
3175, [START] White House [END]  directs $310M to Central American countries as migrants flee to US,11.0,LOC,0.9999957084655762,0.0,White House,White House,en,-0.0967284217476844,Q35525
3175,White House directs $310M to  [START] Central American [END]  countries as migrants flee to US,45.0,MISC,0.9997345209121704,29.0,Central American,Central America,en,-0.095553919672966,Q27611
3175,White House directs $310M to Central American countries as migrants flee to  [START] US [END] ,78.0,LOC,0.999992609024048,76.0,US,United States,en,-0.1028790473937988,Q30
3177," [START] DHS [END] : More than 12,000 migrants from Del Rio surge have been released into US",3.0,ORG,0.9999889731407166,0.0,DHS,United States Department of Homeland Security,en,-0.0965857878327369,Q11231
3177,"DHS: More than 12,000 migrants from  [START] Del Rio [END]  surge have been released into US",43.0,LOC,0.999993085861206,36.0,Del Rio,"Del Rio, Texas",en,-0.1473503857851028,Q970792
3177,"DHS: More than 12,000 migrants from Del Rio surge have been released into  [START] US [END] ",76.0,LOC,0.9999920129776,74.0,US,United States,en,-0.1030253395438194,Q30
3178, [START] Biden [END]  FEMA rejects Texas appeal for emergency aid for border crisis,5.0,PER,0.9966471791267396,0.0,Biden,Joe Biden,en,-0.0741284564137458,Q6279
3178,Biden  [START] FEMA [END]  rejects Texas appeal for emergency aid for border crisis,10.0,ORG,0.9999703764915466,6.0,FEMA,Federal Emergency Management Agency,en,-0.082288384437561,Q503010
3178,Biden FEMA rejects  [START] Texas [END]  appeal for emergency aid for border crisis,24.0,LOC,0.9999946355819702,19.0,Texas,Texas,en,-0.1094705387949943,Q1439
3179, [START] Kristi Noem [END]  sending South Dakota National Guard to US-Mexico border,11.0,PER,0.9999809861183168,0.0,Kristi Noem,Kristi Noem,en,-0.0833611264824867,Q465749
3179,Kristi Noem sending  [START] South Dakota National Guard [END]  to US-Mexico border,47.0,ORG,0.9999933242797852,20.0,South Dakota National Guard,South Dakota National Guard,en,-0.0829692706465721,Q7566974
3180, [START] Mexico [END]  pulls security forces from heavy-hit Texas border town,6.0,LOC,0.9999980926513672,0.0,Mexico,Mexico,en,-0.1070044264197349,Q96
3180,Mexico pulls security forces from heavy-hit  [START] Texas [END]  border town,49.0,LOC,0.9999954700469972,44.0,Texas,Texas,en,-0.1034719124436378,Q1439
3181, [START] NYU [END]  professor slammed for essay blaming Trump&#39;s growing minority support on &#39;multiracial whiteness&#39;,3.0,ORG,0.9999786615371704,0.0,NYU,New York University,en,-0.1292434483766555,Q49210
3181,NYU professor slammed for essay blaming  [START] Trump [END] &#39;s growing minority support on &#39;multiracial whiteness&#39;,45.0,PER,0.9998366832733154,40.0,Trump,Donald Trump,en,-0.0937717631459236,Q22686
3182, [START] Border Patrol [END]  not testing migrants for COVID before they're released across US,13.0,ORG,0.9851741790771484,0.0,Border Patrol,United States Border Patrol,en,-0.1069000512361526,Q187954
3182,Border Patrol not testing migrants for COVID before they're released across  [START] US [END] ,78.0,LOC,0.999990940093994,76.0,US,United States,en,-0.106596328318119,Q30
3183, [START] Biden [END]  spending $24M on tent courts to hear asylum claims at border,5.0,PER,0.9999900460243224,0.0,Biden,Joe Biden,en,-0.0737824887037277,Q6279
3184, [START] Western [END]  diplomats plead for Taliban to halt offensive as US evacuations of Afghan employees begins,7.0,MISC,0.999941349029541,0.0,Western,Western world,en,-0.1080040708184242,Q160381
3184,Western diplomats plead for  [START] Taliban [END]  to halt offensive as US evacuations of Afghan employees begins,35.0,ORG,0.9978274703025818,28.0,Taliban,Taliban,en,-0.0924737676978111,Q42418
3184,Western diplomats plead for Taliban to halt offensive as  [START] US [END]  evacuations of Afghan employees begins,59.0,LOC,0.99996018409729,57.0,US,United States,en,-0.1212033033370971,Q30
3184,Western diplomats plead for Taliban to halt offensive as US evacuations of  [START] Afghan [END]  employees begins,81.0,MISC,0.9968390464782716,75.0,Afghan,Afghanistan,en,-0.2051362991333007,Q889
3185,Nearly four dozen  [START] Afghan [END]  evacuees flagged over security risks: Report,24.0,MISC,0.9998897314071656,18.0,Afghan,Afghanistan,en,-0.2913657426834106,Q889
3185,Nearly four dozen Afghan evacuees flagged over security risks:  [START] Report [END] ,69.0,MISC,0.9899677038192748,63.0,Report,List of Afghan detainees at Guantanamo Bay,en,-0.4082609713077545,Q4689122
3186,I've been to the border —  [START] Biden [END] 's repeal of Title 42 is unforgivable,31.0,PER,0.999990463256836,26.0,Biden,Joe Biden,en,-0.0758937373757362,Q6279
3186,I've been to the border — Biden's repeal of  [START] Title 42 [END]  is unforgivable,52.0,MISC,0.9999566078186036,44.0,Title 42,Title 42 of the United States Code,en,-0.1200745478272438,Q7810086
3187," [START] Long Beach [END]  and LA County facilities to house 3,500 migrant children",10.0,LOC,0.9997331500053406,0.0,Long Beach,"Long Beach, California",en,-0.1203026100993156,Q16739
3187,"Long Beach and  [START] LA County [END]  facilities to house 3,500 migrant children",24.0,LOC,0.999500036239624,15.0,LA County,"Los Angeles County, California",en,-0.1186414286494255,Q104994
3188," [START] Biden [END]  has released 1.5 million illegal immigrants, bigger than Dallas",5.0,PER,0.9999913573265076,0.0,Biden,Joe Biden,en,-0.0737828984856605,Q6279
3188,"Biden has released 1.5 million illegal immigrants, bigger than  [START] Dallas [END] ",69.0,LOC,0.9999879598617554,63.0,Dallas,Dallas,en,-0.1107524782419204,Q16557
3189, [START] Republican [END] s seek to reinstate Trump program that forced asylum-seekers to remain in Mexico,10.0,MISC,0.9999843835830688,0.0,Republican,Republican Party (United States),en,-0.1065959632396698,Q29468
3189,Republicans seek to reinstate  [START] Trump [END]  program that forced asylum-seekers to remain in Mexico,35.0,PER,0.9997684359550476,30.0,Trump,Donald Trump,en,-0.1044697538018226,Q22686
3189,Republicans seek to reinstate Trump program that forced asylum-seekers to remain in  [START] Mexico [END] ,90.0,LOC,0.9999982118606568,84.0,Mexico,Mexico,en,-0.0974863842129707,Q96
3190,Thousands of  [START] Ukrain [END] ians and Russians descend on US southern border,19.0,MISC,0.999991536140442,13.0,Ukrain,Ukrain,en,-0.1602905839681625,Q502728
3190,Thousands of Ukrainians and  [START] Russian [END] s descend on US southern border,35.0,MISC,0.9999806880950928,28.0,Russian,Russians,en,-0.0990731939673423,Q49542
3190,Thousands of Ukrainians and Russians descend on  [START] US [END]  southern border,50.0,LOC,0.9999815225601196,48.0,US,United States,en,-0.1264994591474533,Q30
3191, [START] Byron York [END] &#39;s Daily Memo: Biden team in full denial mode about border crisis,10.0,PER,0.9999523758888244,0.0,Byron York,Byron York,en,-0.1343529969453811,Q5004500
3191,Byron York&#39;s Daily Memo:  [START] Biden [END]  team in full denial mode about border crisis,34.0,PER,0.9999739527702332,29.0,Biden,Joe Biden,en,-0.0861921310424804,Q6279
3192, [START] DHS [END]  head Mayorkas deflects to CDC on changing Trump COVID-19 immigration policy,3.0,ORG,0.9999610185623168,0.0,DHS,United States Department of Homeland Security,en,-0.0961106866598129,Q11231
3192,DHS head  [START] Mayorkas [END]  deflects to CDC on changing Trump COVID-19 immigration policy,17.0,PER,0.9999751448631288,9.0,Mayorkas,Mayorkas,en,-0.258648008108139,Q4714600
3192,DHS head Mayorkas deflects to  [START] CDC [END]  on changing Trump COVID-19 immigration policy,33.0,ORG,0.9999930262565612,30.0,CDC,Centers for Disease Control and Prevention,en,-0.1748169064521789,Q583725
3192,DHS head Mayorkas deflects to CDC on changing  [START] Trump [END]  COVID-19 immigration policy,51.0,PER,0.9942232966423036,46.0,Trump,Donald Trump,en,-0.0991043746471405,Q22686
3193,Perishing hope for  [START] Afghan [END]  asylum-seekers,25.0,MISC,0.999955117702484,19.0,Afghan,Afghanistan,en,-0.2840326726436615,Q889
3194,What's next for border crisis after  [START] Supreme Court [END]  allows Biden to kill 'Remain in Mexico' policy,49.0,ORG,0.9999819993972778,36.0,Supreme Court,Supreme Court of the United States,en,-0.12111496925354,Q11201
3194,What's next for border crisis after Supreme Court allows  [START] Biden [END]  to kill 'Remain in Mexico' policy,62.0,PER,0.9999917149543762,57.0,Biden,Joe Biden,en,-0.0748626887798309,Q6279
3194,What's next for border crisis after Supreme Court allows Biden to kill ' [START] Remain in [END]  Mexico' policy,81.0,MISC,0.9767968654632568,72.0,Remain in,Mexico–United States relations,en,-0.3655627071857452,Q6826311
3194,What's next for border crisis after Supreme Court allows Biden to kill 'Remain in  [START] Mexico [END] ' policy,88.0,LOC,0.996857762336731,82.0,Mexico,Mexico,en,-0.1363151967525482,Q96
3196,Volunteers extend help to thousands of refugees from  [START] Ukraine [END] ,60.0,LOC,0.9999984502792358,53.0,Ukraine,Ukraine,en,-0.134033665060997,Q212
3197, [START] UK [END]  to pay citizens more than $400 a month to host Ukrainian refugees,2.0,LOC,0.9999969005584716,0.0,UK,United Kingdom,en,-0.1124098896980285,Q145
3197,UK to pay citizens more than $400 a month to host  [START] Ukrainian [END]  refugees,59.0,MISC,0.9998514652252196,50.0,Ukrainian,Ukrainians,en,-0.1719981431961059,Q44806
3198, [START] House [END]  Democrat and GOP senator urge Biden to appoint Jeh Johnson to border czar role,5.0,ORG,0.9998325109481812,0.0,House,United States House of Representatives,en,-0.1322034001350402,Q11701
3198,House  [START] Democrat [END]  and GOP senator urge Biden to appoint Jeh Johnson to border czar role,14.0,MISC,0.999739944934845,6.0,Democrat,Democratic Party (United States),en,-0.107535108923912,Q29552
3198,House Democrat and  [START] GOP [END]  senator urge Biden to appoint Jeh Johnson to border czar role,22.0,ORG,0.9999565482139589,19.0,GOP,Republican Party (United States),en,-0.1135685741901397,Q29468
3198,House Democrat and GOP senator urge  [START] Biden [END]  to appoint Jeh Johnson to border czar role,41.0,PER,0.9999852776527404,36.0,Biden,Joe Biden,en,-0.0770759359002113,Q6279
3198,House Democrat and GOP senator urge Biden to appoint  [START] Jeh Johnson [END]  to border czar role,64.0,PER,0.9999895095825196,53.0,Jeh Johnson,Jeh Johnson,en,-0.0861424952745437,Q6176439
3199, [START] Biden [END]  is now flying illegal immigrants to their relatives in the US,5.0,PER,0.9999923706054688,0.0,Biden,Joe Biden,en,-0.0734416618943214,Q6279
3199,Biden is now flying illegal immigrants to their relatives in the  [START] US [END] ,67.0,LOC,0.9999942779541016,65.0,US,United States,en,-0.1046603694558143,Q30
3200,"125,000 children have shown up alone at border on  [START] Biden [END] 's watch",55.0,PER,0.999993085861206,50.0,Biden,Joe Biden,en,-0.0737155750393867,Q6279
3201,Unprecedented border crises overtake  [START] Biden [END] &#39;s first 100 days,42.0,PER,0.9999906420707704,37.0,Biden,Joe Biden,en,-0.0767429992556572,Q6279
3203, [START] Biden [END] 's economic approval ratings and spending agenda stalled,5.0,PER,0.9999873042106628,0.0,Biden,Joe Biden,en,-0.0756772384047508,Q6279
3204, [START] Chinese [END]  national convicted of Mar-a-Lago trespassing gets deported,7.0,MISC,0.9999666213989258,0.0,Chinese,China,en,-0.1757911294698715,Q148
3204,Chinese national convicted of  [START] Mar-a-Lago [END]  trespassing gets deported,40.0,LOC,0.9999921917915344,30.0,Mar-a-Lago,Mar-a-Lago,en,-0.0901273190975189,Q1262898
3205,What  [START] George P [END] . Bush wants,13.0,PER,0.9999759197235109,5.0,George P,George P. Bush,en,-0.1648234575986862,Q3101841
3205,What George P.  [START] Bush [END]  wants,19.0,PER,0.9999626874923706,15.0,Bush,George H. W. Bush,en,-0.1372794061899185,Q23505
3206, [START] Biden [END]  to house hundreds of migrants in tents on Texas border,5.0,PER,0.999990165233612,0.0,Biden,Joe Biden,en,-0.0725548043847084,Q6279
3206,Biden to house hundreds of migrants in tents on  [START] Texas [END]  border,53.0,LOC,0.9999929666519164,48.0,Texas,Texas,en,-0.103957787156105,Q1439
3207,"Voters unhappy with  [START] Biden [END]  handling of border crisis, polls reveal",25.0,PER,0.999994456768036,20.0,Biden,Joe Biden,en,-0.0792245268821716,Q6279
3208, [START] DHS [END]  seeks private contractor to run Guantanamo Bay migrant facility amid Del Rio surge,3.0,ORG,0.9999878406524658,0.0,DHS,United States Department of Homeland Security,en,-0.0927380844950676,Q11231
3208,DHS seeks private contractor to run  [START] Guantanamo Bay [END]  migrant facility amid Del Rio surge,50.0,LOC,0.9999959468841552,36.0,Guantanamo Bay,Guantanamo Bay Naval Base,en,-0.1808709800243377,Q762570
3208,DHS seeks private contractor to run Guantanamo Bay migrant facility amid  [START] Del Rio [END]  surge,80.0,LOC,0.9997390508651732,73.0,Del Rio,"Del Rio, Texas",en,-0.1714051216840744,Q970792
3209, [START] Biden [END]  accelerates refugee process while stalling on promised admission cap hike,5.0,PER,0.9999885559082032,0.0,Biden,Joe Biden,en,-0.0749782100319862,Q6279
3210, [START] Paul Gosar [END]  compares self to Hamilton and says AOC anime video not 'dangerous or threatening',10.0,PER,0.9999966621398926,0.0,Paul Gosar,Paul Gosar,en,-0.0910246074199676,Q2059832
3210,Paul Gosar compares self to  [START] Hamilton [END]  and says AOC anime video not 'dangerous or threatening',36.0,PER,0.9999959468841552,28.0,Hamilton,Alexander Hamilton,en,-0.4684496521949768,Q178903
3211,"No deal yet on reopening of US-Canada border,  [START] Trudeau [END]  says",53.0,PER,0.9999816417694092,46.0,Trudeau,Pierre Trudeau,en,-0.0961273238062858,Q8619
3213, [START] Biden [END]  to pay Texas ranchers and farmers for property damage by illegal migrants,5.0,PER,0.999991774559021,0.0,Biden,Joe Biden,en,-0.0723677799105644,Q6279
3213,Biden to pay  [START] Texas [END]  ranchers and farmers for property damage by illegal migrants,18.0,LOC,0.9999947547912598,13.0,Texas,Texas,en,-0.1028847098350524,Q1439
3214," [START] Afghan [END]  population in US surging 50%, most on welfare: Report",6.0,MISC,0.9997636079788208,0.0,Afghan,Afghan,en,-0.2388254255056381,Q16007968
3214,"Afghan population in  [START] US [END]  surging 50%, most on welfare: Report",23.0,LOC,0.9999905824661256,21.0,US,United States,en,-0.1175054684281349,Q30
3215,Flashback to  [START] Saigon [END] : When the precursors of Elon Musk and Richard Branson rescued orphans and refugees,19.0,LOC,0.999997079372406,13.0,Saigon,Ho Chi Minh City,en,-0.2710922658443451,Q1854
3215,Flashback to Saigon: When the precursors of  [START] Elon Musk [END]  and Richard Branson rescued orphans and refugees,53.0,PER,0.9999880790710448,44.0,Elon Musk,Elon Musk,en,-0.0798218622803688,Q317521
3215,Flashback to Saigon: When the precursors of Elon Musk and  [START] Richard Branson [END]  rescued orphans and refugees,73.0,PER,0.9999906420707704,58.0,Richard Branson,Richard Branson,en,-0.1029857397079467,Q194419
3216, [START] Ukrain [END] ian refugee crisis could become Biden's next political problem,6.0,MISC,0.9999865293502808,0.0,Ukrain,Ukrain,en,-0.1041818708181381,Q502728
3216,Ukrainian refugee crisis could become  [START] Biden [END] 's next political problem,43.0,PER,0.9999932050704956,38.0,Biden,Joe Biden,en,-0.0759536102414131,Q6279
3218,'Brutal and inappropriate':  [START] Psaki [END]  again rips border agents pursuing migrants on horseback,33.0,PER,0.9838060736656188,28.0,Psaki,Psaki,en,-0.3326898217201233,Q12066523
3220,Kinder and gentler:  [START] Republican [END] s soften tone on migrant crisis,30.0,MISC,0.9999845027923584,20.0,Republican,Republican Party (United States),en,-0.1142008304595947,Q29468
3221, [START] Kristi Noem [END]  vows not to accept illegal immigrants amid border crisis: &#39;Call me when you&#39;re an American&#39;,11.0,PER,0.9999863505363464,0.0,Kristi Noem,Kristi Noem,en,-0.0844080075621604,Q465749
3221,Kristi Noem vows not to accept illegal immigrants amid border crisis: &#39;Call me when you&#39;re an  [START] American [END] &#39;,110.0,MISC,0.9999912977218628,102.0,American,United States,en,-0.1425956785678863,Q30
3223,Concerns grow over unvetted  [START] Afghan [END]  'suspected terrorists' let into US,34.0,MISC,0.9989266991615297,28.0,Afghan,Afghanistan,en,-0.1611931324005127,Q889
3223,Concerns grow over unvetted Afghan 'suspected terrorists' let into  [START] US [END] ,69.0,LOC,0.999992609024048,67.0,US,United States,en,-0.1232161521911621,Q30
3224, [START] San Diego County [END]  wants to build migrant tent city on private farmlands,16.0,LOC,0.986123025417328,0.0,San Diego County,"San Diego County, California",en,-0.0892475396394729,Q108143
3225,Economic expansion will help  [START] Central America [END] ,44.0,LOC,0.9999973177909852,29.0,Central America,Central America,en,-0.092384859919548,Q27611
3226, [START] White House [END]  &#39;committed&#39; to transparency along the southern border while refusing media access,11.0,LOC,0.9999957084655762,0.0,White House,White House,en,-0.1002103090286254,Q35525
3227, [START] Blake Masters [END]  super PAC targets Mark Brnovich with $1 million ad buy in Arizona Senate race,13.0,PER,0.9999804496765136,0.0,Blake Masters,Blake Masters,en,-0.1010854616761207,Q4924430
3227,Blake Masters super PAC targets  [START] Mark Brnovich [END]  with $1 million ad buy in Arizona Senate race,45.0,PER,0.9999679327011108,32.0,Mark Brnovich,Mark Brnovich,en,-0.0750275030732154,Q18631143
3227,Blake Masters super PAC targets Mark Brnovich with $1 million ad buy in  [START] Arizona [END]  Senate race,79.0,LOC,0.9999946355819702,72.0,Arizona,Arizona,en,-0.1006535440683364,Q816
3227,Blake Masters super PAC targets Mark Brnovich with $1 million ad buy in Arizona  [START] Senate [END]  race,86.0,ORG,0.9978852272033693,80.0,Senate,United States Senate,en,-0.1463882774114608,Q66096
3229," [START] Al Qaeda [END]  and ISIS members from Afghanistan could resurface on southern border, experts say",8.0,ORG,0.9977593421936036,0.0,Al Qaeda,Al-Qaeda,en,-0.095766082406044,Q34490
3229,"Al Qaeda and  [START] ISIS [END]  members from Afghanistan could resurface on southern border, experts say",17.0,ORG,0.9999847412109376,13.0,ISIS,Islamic State of Iraq and the Levant,en,-0.0846580639481544,Q2429253
3229,"Al Qaeda and ISIS members from  [START] Afghanistan [END]  could resurface on southern border, experts say",42.0,LOC,0.9999932050704956,31.0,Afghanistan,Afghanistan,en,-0.1080152988433837,Q889
3230," [START] California [END]  sheriff turning inmates over to ICE in violation of state rules, lawsuit says",10.0,LOC,0.9999949932098388,0.0,California,California,en,-0.1117646843194961,Q99
3231, [START] West Virginia [END]  AG Morrisey: Border crisis is 'horrific catastrophe',13.0,LOC,0.9943276643753052,0.0,West Virginia,West Virginia,en,-0.1160909533500671,Q1371
3231,West Virginia AG  [START] Morrisey [END] : Border crisis is 'horrific catastrophe',25.0,PER,0.9999955892562866,17.0,Morrisey,Morrissey,en,-0.2207342088222503,Q202246
3232, [START] Texas [END]  photographer confirms Biden is lying about mounted Border Patrol agents,5.0,LOC,0.9999934434890748,0.0,Texas,Texas,en,-0.1063713878393173,Q1439
3232,Texas photographer confirms  [START] Biden [END]  is lying about mounted Border Patrol agents,33.0,PER,0.9999873638153076,28.0,Biden,Joe Biden,en,-0.0733066275715828,Q6279
3232,Texas photographer confirms Biden is lying about mounted  [START] Border Patrol [END]  agents,70.0,ORG,0.9999903440475464,57.0,Border Patrol,United States Border Patrol,en,-0.0895348787307739,Q187954
3233,"These migrants don’t qualify for asylum, but  [START] Biden [END]  is letting them in anyway",50.0,PER,0.9999929070472716,45.0,Biden,Joe Biden,en,-0.0745353996753692,Q6279
3234,WATCH:  [START] Iraq [END]  veteran and Somali refugee looks to unseat Ilhan Omar come November,11.0,LOC,0.9999657869338988,7.0,Iraq,Iraq,en,-0.1634392887353897,Q796
3234,WATCH: Iraq veteran and  [START] Somali [END]  refugee looks to unseat Ilhan Omar come November,30.0,MISC,0.9999619722366332,24.0,Somali,Somalis,en,-0.21950463950634,Q241696
3234,WATCH: Iraq veteran and Somali refugee looks to unseat  [START] Ilhan Omar [END]  come November,65.0,PER,0.9999956488609314,55.0,Ilhan Omar,Ilhan Omar,en,-0.0892369076609611,Q26436159
3235,The unofficial thought leader of the  [START] House GOP [END] ,46.0,ORG,0.9932249188423156,37.0,House GOP,Republican Party (United States),en,-0.1949869990348816,Q29468
3236, [START] Arizona [END]  Democratic senators lament southern border &#39;crisis&#39;,7.0,LOC,0.999990701675415,0.0,Arizona,Arizona,en,-0.1260560005903244,Q816
3236,Arizona  [START] Democratic [END]  senators lament southern border &#39;crisis&#39;,18.0,MISC,0.9999604225158693,8.0,Democratic,Democratic Party (United States),en,-0.1147006079554557,Q29552
3237, [START] GOP [END]  gets border messaging opportunity with Biden refusal to call situation a &#39;crisis&#39;,3.0,ORG,0.999886393547058,0.0,GOP,Republican Party (United States),en,-0.1084428951144218,Q29468
3237,GOP gets border messaging opportunity with  [START] Biden [END]  refusal to call situation a &#39;crisis&#39;,48.0,PER,0.9999891519546508,43.0,Biden,Joe Biden,en,-0.0785517022013664,Q6279
3238, [START] White House [END]  warns asylum-seekers against &#39;dangerous trip&#39; as Biden weighs more immigration moves,11.0,LOC,0.9999950528144836,0.0,White House,White House,en,-0.1080357208847999,Q35525
3238,White House warns asylum-seekers against &#39;dangerous trip&#39; as  [START] Biden [END]  weighs more immigration moves,74.0,PER,0.9999932646751404,69.0,Biden,Joe Biden,en,-0.0758526027202606,Q6279
3239,Leaked photos reveal  [START] Biden [END] 's disastrous detention of migrants in Arizona,26.0,PER,0.9999892115592957,21.0,Biden,Joe Biden,en,-0.0738567262887954,Q6279
3239,Leaked photos reveal Biden's disastrous detention of migrants in  [START] Arizona [END] ,72.0,LOC,0.9999933242797852,65.0,Arizona,Arizona,en,-0.104336105287075,Q816
3240,"No  [START] Afghan [END]  evacuees remain at Ramstein Air Base, all arriving in US",9.0,MISC,0.9998940229415894,3.0,Afghan,Afghanistan,en,-0.2684918642044067,Q889
3240,"No Afghan evacuees remain at  [START] Ramstein Air Base [END] , all arriving in US",46.0,LOC,0.9999520778656006,29.0,Ramstein Air Base,Ramstein Air Base,en,-0.0872262492775917,Q161348
3240,"No Afghan evacuees remain at Ramstein Air Base, all arriving in  [START] US [END] ",66.0,LOC,0.9999934434890748,64.0,US,United States,en,-0.1015667468309402,Q30
3241, [START] Biden [END]  mailed it in,5.0,PER,0.9999739527702332,0.0,Biden,Joe Biden,en,-0.076790452003479,Q6279
3243, [START] White House [END]  doesn&#39;t reject Mexican leader&#39;s &#39;migrant president&#39; tag for Biden,11.0,LOC,0.9999966025352478,0.0,White House,White House,en,-0.1004178151488304,Q35525
3243,White House doesn&#39;t reject  [START] Mexican [END]  leader&#39;s &#39;migrant president&#39; tag for Biden,38.0,MISC,0.9999667406082152,31.0,Mexican,Mexico,en,-0.2613749504089355,Q96
3243,White House doesn&#39;t reject Mexican leader&#39;s &#39;migrant president&#39; tag for  [START] Biden [END] ,93.0,PER,0.999992847442627,88.0,Biden,Joe Biden,en,-0.0978799164295196,Q6279
3244, [START] House [END]  Republicans to join Trump during border visit next week,5.0,ORG,0.9996185302734376,0.0,House,United States House of Representatives,en,-0.1336094886064529,Q11701
3244,House  [START] Republican [END] s to join Trump during border visit next week,16.0,MISC,0.99750417470932,6.0,Republican,Republican Party (United States),en,-0.1084470972418785,Q29468
3244,House Republicans to join  [START] Trump [END]  during border visit next week,31.0,PER,0.9999657869338988,26.0,Trump,Donald Trump,en,-0.0936319380998611,Q22686
3245,Three things to watch as  [START] Kamala Harris [END]  sets foot on the border,38.0,PER,0.9999794960021972,25.0,Kamala Harris,Kamala Harris,en,-0.0877454057335853,Q10853588
3247,Illegal migration at US-Mexico border sees first major drop since  [START] Biden [END]  took office,71.0,PER,0.9999871253967284,66.0,Biden,Joe Biden,en,-0.074410930275917,Q6279
3248,Man who drew  [START] Union Station [END]  swastikas is twice-deported criminal,26.0,LOC,0.9999703764915466,13.0,Union Station,"Union Station (Washington, D.C.)",en,-0.2807187438011169,Q3570
3249,Esper and  [START] Gates [END]  say US should stay in Afghanistan longer to pressure Taliban,15.0,PER,0.9999736547470092,10.0,Gates,Bill Gates,en,-0.1804279536008834,Q5284
3249,Esper and Gates say  [START] US [END]  should stay in Afghanistan longer to pressure Taliban,22.0,LOC,0.9999837875366212,20.0,US,United States,en,-0.1128969192504882,Q30
3249,Esper and Gates say US should stay in  [START] Afghanistan [END]  longer to pressure Taliban,49.0,LOC,0.9999972581863404,38.0,Afghanistan,Afghanistan,en,-0.1076937168836593,Q889
3249,Esper and Gates say US should stay in Afghanistan longer to pressure  [START] Taliban [END] ,76.0,ORG,0.9730870723724364,69.0,Taliban,Taliban,en,-0.0928868502378463,Q42418
3250, [START] White House [END]  ordered border authorities to clear out bridge by Friday evening ahead of BLM protest: Sources,11.0,LOC,0.9999939203262328,0.0,White House,White House,en,-0.1012135595083236,Q35525
3250,White House ordered border authorities to clear out bridge by Friday evening ahead of  [START] BLM [END]  protest: Sources,89.0,ORG,0.9999690651893616,86.0,BLM,Bureau of Land Management,en,-0.0698748901486396,Q1010556
3251, [START] California [END]  is the country's most destructive 'sanctuary',10.0,LOC,0.999996542930603,0.0,California,California,en,-0.1177147254347801,Q99
