id,sentiment_label
2141,Negative
2142,Neutral
2143,Negative
2144,Neutral
2145,Neutral
2146,Negative
2147,Negative
2148,Negative
2149,Negative
2150,Negative
2151,Negative
2152,Negative
2153,Neutral
2154,Negative
2155,Negative
2156,Negative
2157,Neutral
2158,Negative
2159,Neutral
2160,Negative
2161,Negative
2162,Positive
2163,Neutral
2164,Positive
2165,Negative
2166,Negative
2167,Negative
2168,Negative
2169,Negative
2170,Negative
2171,Positive
2172,Negative
2173,Positive
2174,Negative
2175,Neutral
2176,Neutral
2177,Neutral
2178,Positive
2179,Negative
2180,Neutral
2181,Neutral
2182,Neutral
2183,Negative
2184,Negative
2185,Negative
2186,Negative
2187,Negative
2188,Negative
2189,Positive
2190,Negative
2191,Negative
2192,Neutral
2193,Negative
2194,Negative
2195,Negative
2196,Negative
2197,Negative
2198,Positive
2199,Positive
2200,Negative
2201,Negative
2202,Positive
2203,Negative
2204,Negative
2205,Negative
2206,Neutral
2207,Negative
2208,Negative
2209,Negative
2210,Negative
2211,Positive
2212,Negative
2213,Negative
2214,Positive
2215,Negative
2216,Negative
2217,Negative
2218,Negative
2219,Positive
2220,Negative
2221,Negative
2222,Positive
2223,Negative
2224,Negative
2225,Positive
2226,Neutral
2227,Negative
2228,Positive
2229,Positive
2230,Negative
2231,Negative
2232,Positive
2233,Negative
2234,Positive
2235,Positive
2236,Negative
2237,Negative
2238,Negative
2239,Neutral
2240,Negative
2241,Neutral
2243,Negative
2244,Negative
2245,Negative
2246,Neutral
2247,Negative
2248,Negative
2249,Positive
2250,Negative
2251,Negative
2252,Neutral
2253,Negative
2254,Negative
2256,Negative
2257,Negative
2258,Negative
2259,Negative
2262,Negative
2263,Neutral
2264,Negative
2265,Negative
2266,Negative
2267,Negative
2269,Negative
2270,Negative
2271,Neutral
2272,Negative
2273,Negative
2274,Negative
2275,Neutral
2276,Negative
2277,Neutral
2278,Neutral
2279,Negative
2280,Neutral
2281,Negative
2282,Negative
2283,Positive
2284,Negative
2285,Negative
2286,Negative
2287,Positive
2288,Positive
2289,Negative
2290,Negative
2291,Neutral
2292,Negative
2293,Negative
2294,Negative
2295,Neutral
2296,Negative
2297,Negative
2298,Negative
2299,Negative
2300,Positive
2301,Negative
2303,Negative
2305,Negative
2307,Positive
2308,Negative
2309,Negative
2313,Negative
2314,Negative
2315,Negative
2316,Negative
2318,Negative
2319,Negative
2321,Negative
2324,Neutral
2325,Neutral
2326,Negative
2329,Negative
2335,Negative
2336,Negative
2338,Neutral
2339,Neutral
2342,Positive
2343,Negative
2345,Negative
2347,Negative
2351,Negative
2356,Negative
2358,Neutral
2359,Negative
2360,Negative
2362,Neutral
2364,Negative
2370,Negative
2371,Positive
2372,Negative
2373,Negative
2374,Negative
2375,Positive
2376,Negative
2377,Negative
2378,Negative
2379,Negative
2380,Negative
2381,Negative
2382,Negative
2383,Negative
2384,Neutral
2385,Neutral
2386,Negative
2387,Neutral
2388,Negative
2389,Neutral
2390,Negative
2391,Positive
2392,Negative
2393,Negative
2394,Negative
2395,Negative
2396,Negative
2397,Neutral
2398,Negative
2399,Negative
2400,Negative
2401,Neutral
2402,Negative
2403,Negative
2404,Negative
2405,Negative
2406,Negative
2407,Negative
2408,Negative
2409,Neutral
2410,Neutral
2411,Negative
2412,Neutral
2413,Negative
2414,Negative
2415,Negative
2416,Negative
2417,Neutral
2418,Negative
2419,Neutral
2420,Negative
2421,Neutral
2422,Negative
2423,Neutral
2424,Negative
2425,Neutral
2426,Negative
2427,Neutral
2428,Negative
2429,Negative
2430,Negative
2431,Positive
2432,Neutral
2433,Negative
2434,Neutral
2435,Negative
2436,Negative
2437,Negative
2438,Negative
2439,Neutral
2440,Negative
2441,Negative
2442,Neutral
2443,Negative
2444,Neutral
2445,Negative
2446,Negative
2447,Negative
2448,Negative
2449,Negative
2450,Neutral
2451,Negative
2452,Neutral
2453,Negative
2454,Negative
2455,Negative
2456,Neutral
2457,Neutral
2458,Negative
2459,Negative
2460,Neutral
2461,Negative
2462,Negative
2463,Negative
2464,Negative
2465,Negative
2466,Negative
2467,Negative
2468,Neutral
2469,Neutral
2470,Negative
2471,Negative
2472,Negative
2473,Negative
2474,Negative
2475,Negative
2476,Negative
2477,Negative
2478,Negative
2479,Neutral
2480,Negative
2481,Negative
2482,Neutral
2483,Negative
2484,Negative
2485,Negative
2486,Neutral
2487,Negative
2488,Negative
2489,Negative
2490,Negative
2491,Neutral
2492,Negative
2493,Neutral
2494,Negative
2495,Neutral
2496,Negative
2497,Neutral
2498,Negative
2499,Negative
2500,Negative
2501,Negative
2502,Neutral
2503,Negative
2504,Neutral
2505,Negative
2506,Negative
2507,Negative
2508,Negative
2509,Negative
2510,Negative
2511,Neutral
2512,Negative
2513,Negative
2514,Negative
2515,Neutral
2516,Neutral
2517,Negative
2518,Negative
2519,Neutral
2520,Negative
2521,Negative
2522,Negative
2523,Neutral
2524,Negative
2525,Negative
2526,Negative
2527,Negative
2528,Negative
2529,Negative
2530,Negative
2531,Neutral
2532,Negative
2533,Negative
2534,Neutral
2535,Negative
2536,Negative
2537,Negative
2538,Negative
2539,Negative
2540,Negative
2541,Neutral
2542,Negative
2543,Neutral
2544,Negative
2545,Negative
2546,Negative
2547,Negative
2548,Neutral
2549,Negative
2550,Neutral
2551,Negative
2552,Negative
2553,Negative
2554,Neutral
2555,Neutral
2556,Negative
2557,Negative
2558,Neutral
2559,Negative
2560,Neutral
2561,Negative
2562,Negative
2563,Neutral
2564,Neutral
2565,Negative
2566,Neutral
2567,Neutral
2568,Negative
2569,Negative
2570,Neutral
2571,Neutral
2572,Negative
2573,Negative
2574,Neutral
2575,Negative
2576,Negative
2577,Negative
2578,Negative
2579,Positive
2580,Neutral
2581,Negative
2582,Negative
2583,Negative
2584,Neutral
2585,Negative
2586,Negative
2587,Negative
2588,Negative
2589,Negative
2590,Neutral
2591,Negative
2592,Negative
2593,Neutral
2594,Positive
2595,Negative
2596,Negative
2597,Neutral
2598,Negative
2599,Neutral
2600,Negative
2601,Negative
2602,Negative
2603,Negative
2604,Negative
2605,Negative
2606,Negative
2607,Negative
2608,Neutral
2609,Negative
2610,Negative
2611,Negative
2612,Neutral
2613,Negative
2614,Negative
2615,Negative
2616,Neutral
2617,Neutral
2618,Negative
2619,Negative
2620,Negative
2621,Negative
2622,Neutral
2623,Neutral
2624,Negative
2625,Neutral
2626,Negative
2627,Negative
2628,Neutral
2629,Negative
2630,Negative
2631,Neutral
2632,Neutral
2633,Negative
2634,Neutral
2635,Neutral
2636,Negative
2637,Negative
2638,Neutral
2639,Neutral
2640,Neutral
2641,Positive
2642,Neutral
2643,Neutral
2644,Negative
2645,Neutral
2646,Negative
2647,Negative
2648,Negative
2649,Neutral
2650,Neutral
2651,Neutral
2652,Negative
2653,Negative
2654,Negative
2655,Neutral
2656,Negative
2657,Neutral
2658,Negative
2659,Negative
2660,Neutral
2661,Neutral
2662,Negative
2663,Neutral
2664,Negative
2665,Neutral
2666,Neutral
2667,Neutral
2668,Neutral
2669,Negative
2670,Neutral
2671,Negative
2672,Neutral
2673,Negative
2674,Neutral
2675,Neutral
2676,Negative
2677,Neutral
2678,Negative
2679,Negative
2680,Negative
2681,Negative
2682,Negative
2683,Negative
2684,Negative
2685,Neutral
2686,Negative
2687,Negative
2688,Neutral
2689,Neutral
2690,Negative
2691,Negative
2692,Negative
2693,Positive
2694,Negative
2695,Negative
2696,Negative
2697,Negative
2698,Negative
2699,Negative
2700,Neutral
2701,Negative
2702,Negative
2703,Negative
2704,Negative
2705,Neutral
2706,Negative
2707,Negative
2708,Negative
2709,Negative
2710,Negative
2711,Positive
2712,Positive
2713,Negative
2714,Neutral
2715,Negative
2716,Negative
2717,Negative
2718,Positive
2719,Negative
2720,Negative
2721,Neutral
2722,Positive
2724,Negative
2725,Negative
2726,Negative
2727,Negative
2728,Neutral
2729,Negative
2730,Negative
2731,Negative
2732,Negative
2733,Neutral
2734,Negative
2735,Neutral
2736,Negative
2737,Positive
2738,Neutral
2739,Neutral
2740,Negative
2741,Negative
2742,Negative
2743,Positive
2744,Negative
2745,Negative
2746,Negative
2747,Negative
2749,Negative
2750,Negative
2751,Negative
2752,Negative
2753,Neutral
2754,Neutral
2755,Neutral
2756,Neutral
2757,Negative
2758,Negative
2759,Neutral
2760,Negative
2761,Negative
2762,Neutral
2763,Negative
2764,Negative
2765,Negative
2766,Neutral
2767,Negative
2768,Neutral
2770,Negative
2771,Positive
2772,Negative
2775,Negative
2776,Neutral
2777,Neutral
2778,Negative
2779,Negative
2780,Negative
2782,Neutral
2783,Positive
2784,Negative
2785,Positive
2786,Negative
2787,Negative
2788,Negative
2789,Negative
2790,Negative
2791,Negative
2792,Negative
2793,Neutral
2794,Negative
2795,Negative
2796,Neutral
2797,Negative
2798,Negative
2799,Negative
2800,Negative
2801,Negative
2802,Negative
2803,Negative
2804,Neutral
2805,Neutral
2806,Negative
2807,Positive
2808,Negative
2809,Negative
2810,Negative
2811,Negative
2812,Negative
2813,Negative
2814,Negative
2815,Negative
2816,Negative
2817,Neutral
2818,Negative
2819,Neutral
2820,Negative
2821,Negative
2822,Negative
2823,Neutral
2824,Negative
2825,Neutral
2826,Positive
2827,Negative
2828,Negative
2829,Negative
2830,Negative
2831,Neutral
2832,Positive
2833,Positive
2834,Negative
2835,Negative
2836,Negative
2837,Positive
2838,Negative
2839,Positive
2840,Negative
2841,Negative
2842,Neutral
2843,Negative
2844,Neutral
2845,Negative
2846,Negative
2847,Negative
2848,Neutral
2849,Negative
2850,Neutral
2851,Negative
2852,Negative
2853,Negative
2854,Negative
2855,Negative
2856,Negative
2857,Negative
2860,Negative
2861,Negative
2862,Negative
2863,Negative
2864,Negative
2865,Negative
2866,Positive
2867,Positive
2869,Negative
2870,Negative
2871,Neutral
2872,Negative
2873,Negative
2874,Negative
2875,Negative
2876,Neutral
2877,Negative
2878,Negative
2879,Positive
2880,Neutral
2881,Negative
2882,Neutral
2883,Negative
2884,Negative
2885,Positive
2886,Neutral
2887,Neutral
2890,Negative
2892,Negative
2893,Negative
2894,Negative
2895,Neutral
2896,Positive
2897,Neutral
2898,Negative
2899,Negative
2900,Negative
2901,Negative
2902,Negative
2903,Neutral
2904,Negative
2905,Neutral
2906,Negative
2907,Negative
2908,Negative
2909,Neutral
2910,Negative
2911,Positive
2912,Neutral
2913,Neutral
2914,Neutral
2915,Negative
2916,Negative
2917,Negative
2918,Negative
2919,Negative
2920,Negative
2921,Negative
2922,Negative
2923,Neutral
2924,Negative
2925,Negative
2926,Negative
2927,Negative
2928,Negative
2929,Negative
2930,Negative
2931,Negative
2932,Negative
2933,Negative
2934,Neutral
2935,Negative
2936,Negative
2937,Negative
2938,Negative
2939,Negative
2940,Positive
2941,Negative
2942,Neutral
2943,Neutral
2944,Neutral
2945,Negative
2946,Neutral
2947,Negative
2948,Neutral
2949,Negative
2950,Negative
2951,Positive
2952,Neutral
2953,Negative
2954,Neutral
2955,Negative
2956,Negative
2957,Negative
2958,Negative
2959,Negative
2960,Negative
2961,Neutral
2962,Positive
2963,Neutral
2964,Negative
2965,Negative
2966,Negative
2967,Negative
2968,Negative
2969,Neutral
2970,Negative
2971,Negative
2973,Negative
2974,Negative
2976,Neutral
2977,Negative
2978,Negative
2979,Negative
2980,Negative
2981,Negative
2982,Negative
2983,Neutral
2984,Neutral
2985,Negative
2986,Neutral
2987,Negative
2988,Neutral
2989,Negative
2990,Negative
2991,Negative
2992,Neutral
2993,Neutral
2994,Negative
2995,Negative
2996,Negative
2997,Negative
2998,Negative
2999,Negative
3000,Neutral
3001,Neutral
3002,Neutral
3003,Negative
3004,Positive
3005,Positive
3006,Negative
3007,Negative
3008,Neutral
3009,Negative
3010,Negative
3011,Neutral
3012,Neutral
3013,Negative
3014,Negative
3015,Negative
3016,Negative
3017,Negative
3018,Negative
3019,Negative
3020,Negative
3021,Negative
3022,Negative
3023,Neutral
3024,Negative
3025,Neutral
3026,Negative
3027,Negative
3028,Negative
3029,Negative
3030,Negative
3031,Negative
3032,Negative
3033,Negative
3034,Negative
3035,Negative
3036,Negative
3037,Positive
3038,Neutral
3039,Negative
3040,Negative
3041,Negative
3042,Negative
3043,Neutral
3044,Negative
3045,Negative
3046,Negative
3047,Negative
3048,Negative
3049,Negative
3050,Negative
3051,Negative
3052,Negative
3053,Negative
3054,Neutral
3055,Negative
3056,Negative
3057,Neutral
3058,Neutral
3059,Neutral
3060,Negative
3061,Negative
3062,Neutral
3063,Negative
3064,Neutral
3065,Negative
3066,Negative
3067,Negative
3068,Negative
3069,Neutral
3070,Negative
3071,Negative
3072,Negative
3073,Negative
3074,Neutral
3075,Negative
3076,Negative
3077,Negative
3078,Negative
3079,Neutral
3080,Neutral
3081,Negative
3082,Negative
3083,Negative
3084,Negative
3085,Neutral
3086,Negative
3087,Negative
3088,Negative
3089,Negative
3090,Neutral
3091,Negative
3092,Negative
3093,Negative
3094,Negative
3095,Negative
3096,Neutral
3097,Negative
3098,Negative
3099,Negative
3100,Negative
3101,Neutral
3102,Negative
3103,Positive
3104,Negative
3105,Neutral
3106,Negative
3107,Negative
3108,Positive
3109,Neutral
3110,Negative
3111,Positive
3112,Negative
3113,Negative
3114,Negative
3115,Negative
3116,Neutral
3117,Neutral
3118,Neutral
3119,Negative
3120,Negative
3121,Neutral
3122,Neutral
3123,Negative
3124,Negative
3125,Neutral
3126,Neutral
3127,Neutral
3128,Negative
3129,Negative
3130,Negative
3131,Negative
3132,Negative
3133,Negative
3134,Neutral
3135,Negative
3136,Negative
3137,Negative
3138,Negative
3139,Negative
3140,Neutral
3141,Positive
3142,Negative
3143,Neutral
3144,Negative
3145,Negative
3146,Negative
3147,Neutral
3148,Negative
3149,Negative
3150,Positive
3151,Negative
3152,Neutral
3153,Positive
3154,Negative
3155,Neutral
3156,Negative
3157,Negative
3158,Negative
3159,Negative
3160,Neutral
3161,Negative
3162,Negative
3163,Negative
3164,Neutral
3165,Negative
3166,Negative
3167,Neutral
3168,Positive
3169,Negative
3170,Negative
3171,Neutral
3172,Negative
3173,Negative
3174,Neutral
3175,Neutral
3176,Positive
3177,Neutral
3178,Negative
3179,Negative
3180,Negative
3181,Negative
3182,Neutral
3183,Neutral
3184,Negative
3185,Negative
3186,Negative
3187,Neutral
3188,Neutral
3189,Negative
3190,Negative
3191,Negative
3192,Neutral
3193,Negative
3194,Negative
3195,Negative
3196,Negative
3197,Negative
3198,Neutral
3199,Negative
3200,Negative
3201,Negative
3202,Negative
3203,Negative
3204,Negative
3205,Neutral
3206,Negative
3207,Negative
3208,Neutral
3209,Neutral
3210,Negative
3211,Neutral
3212,Positive
3213,Negative
3214,Neutral
3215,Negative
3216,Negative
3217,Negative
3218,Negative
3219,Negative
3220,Negative
3221,Negative
3222,Negative
3223,Negative
3224,Neutral
3225,Negative
3226,Negative
3227,Neutral
3228,Negative
3229,Negative
3230,Negative
3231,Negative
3232,Negative
3233,Negative
3234,Neutral
3235,Neutral
3236,Negative
3237,Negative
3238,Negative
3239,Negative
3240,Negative
3241,Neutral
3242,Negative
3243,Negative
3244,Neutral
3245,Neutral
3246,Negative
3247,Neutral
3248,Negative
3249,Negative
3250,Negative
3251,Negative
3252,Negative
3253,Negative
3254,Negative
3255,Negative
3256,Negative
3257,Negative
3258,Negative
3259,Neutral
3260,Neutral
3261,Negative
3262,Neutral
3263,Neutral
3264,Neutral
3265,Negative
3266,Positive
3267,Negative
3268,Negative
3269,Negative
3270,Negative
3271,Negative
3272,Negative
3273,Negative
3274,Negative
3275,Negative
3276,Negative
3277,Negative
3278,Negative
3279,Neutral
3280,Negative
3281,Neutral
3282,Neutral
3283,Neutral
3284,Negative
3285,Negative
3286,Negative
3287,Neutral
3288,Negative
3289,Negative
3290,Negative
3291,Negative
3292,Negative
3293,Negative
3294,Negative
3295,Negative
3296,Negative
3297,Negative
3298,Negative
3299,Negative
3300,Negative
3301,Negative
3302,Negative
3303,Neutral
3304,Neutral
3305,Neutral
3306,Neutral
3307,Negative
3308,Neutral
3309,Negative
3310,Negative
3311,Negative
3312,Neutral
3313,Negative
3314,Negative
3315,Neutral
3316,Neutral
3317,Negative
3318,Neutral
3319,Negative
3320,Neutral
3321,Negative
3322,Negative
3323,Negative
3324,Neutral
3325,Negative
3326,Negative
3327,Negative
3328,Neutral
3329,Neutral
3330,Negative
3331,Negative
3332,Negative
3333,Negative
3334,Negative
3335,Negative
3336,Negative
3337,Negative
3338,Neutral
3339,Negative
3340,Negative
3341,Neutral
3342,Negative
3343,Negative
3344,Negative
3345,Neutral
3346,Neutral
3347,Negative
3348,Positive
3349,Negative
3350,Neutral
3351,Neutral
3352,Negative
3353,Negative
3354,Neutral
3355,Negative
3356,Negative
3357,Negative
3358,Neutral
3359,Negative
3360,Positive
3361,Negative
3362,Negative
3363,Negative
3364,Neutral
3365,Negative
3366,Negative
3367,Negative
3368,Negative
3369,Negative
3370,Negative
3371,Negative
3372,Negative
3373,Positive
3374,Negative
3375,Negative
3376,Negative
3377,Neutral
3378,Negative
3379,Negative
3380,Negative
3381,Negative
3382,Negative
3383,Neutral
3384,Neutral
3385,Negative
3386,Negative
3387,Negative
3388,Neutral
3389,Negative
3390,Positive
3391,Negative
3392,Negative
3393,Neutral
3394,Neutral
3395,Negative
3396,Neutral
3397,Negative
3398,Negative
3399,Neutral
3400,Negative
3401,Neutral
3402,Neutral
3403,Neutral
3404,Negative
3405,Negative
3406,Negative
3407,Positive
3408,Negative
3409,Neutral
3410,Neutral
3411,Negative
3412,Negative
3413,Neutral
3414,Negative
3415,Negative
3416,Negative
3417,Neutral
3418,Neutral
3419,Positive
3420,Neutral
3421,Negative
3422,Neutral
3423,Neutral
3424,Neutral
3425,Negative
3426,Neutral
3427,Negative
3428,Negative
3429,Negative
3430,Negative
3431,Positive
3432,Neutral
3433,Negative
3434,Positive
3435,Negative
3436,Neutral
3437,Negative
3438,Negative
3439,Neutral
3440,Negative
3441,Negative
3442,Negative
3443,Negative
3444,Negative
3445,Negative
3446,Positive
3447,Negative
3448,Negative
3449,Negative
3450,Negative
3451,Negative
3452,Neutral
3453,Neutral
3454,Neutral
3456,Negative
3457,Negative
3458,Negative
3459,Negative
3460,Negative
3461,Positive
3462,Neutral
3463,Neutral
3464,Neutral
3465,Negative
3466,Negative
3467,Negative
3468,Negative
3469,Negative
3470,Negative
3471,Negative
3472,Negative
3473,Negative
3474,Negative
3475,Negative
3476,Neutral
3477,Positive
3478,Negative
3479,Negative
3480,Negative
3481,Negative
3482,Negative
3483,Neutral
3484,Negative
3485,Negative
3486,Negative
3487,Negative
3488,Negative
3489,Neutral
3490,Negative
3491,Neutral
3492,Neutral
3493,Negative
3494,Negative
3495,Negative
3496,Neutral
3497,Negative
3498,Neutral
3499,Negative
3500,Negative
3502,Negative
3503,Negative
3504,Negative
3505,Negative
3506,Negative
3507,Negative
3508,Negative
3509,Positive
3510,Negative
3511,Neutral
3512,Negative
3513,Negative
3514,Neutral
3515,Negative
3516,Negative
3517,Neutral
3518,Negative
3519,Negative
3520,Negative
3521,Negative
3522,Negative
3523,Negative
3524,Neutral
3525,Negative
3526,Negative
3527,Negative
3528,Negative
3529,Positive
3530,Positive
3531,Negative
3532,Negative
3533,Negative
3534,Negative
3535,Negative
3536,Negative
3537,Negative
3538,Neutral
3539,Neutral
3540,Neutral
3541,Negative
3542,Negative
3543,Negative
3545,Neutral
3546,Negative
3547,Neutral
3548,Negative
3549,Positive
3550,Neutral
3551,Positive
3552,Negative
3553,Negative
3554,Negative
3555,Negative
3556,Negative
3557,Negative
3558,Neutral
3559,Negative
3560,Negative
3561,Negative
3562,Negative
3563,Negative
3564,Neutral
3565,Negative
3566,Negative
3567,Neutral
3568,Negative
3569,Negative
3570,Negative
3571,Negative
3572,Negative
3573,Neutral
3574,Neutral
3575,Negative
3576,Negative
3577,Negative
3578,Negative
3579,Neutral
3580,Negative
3581,Neutral
3582,Negative
3583,Negative
3584,Negative
3585,Negative
3586,Neutral
3587,Negative
3588,Negative
3589,Negative
3590,Negative
3591,Negative
3592,Neutral
3593,Negative
3594,Neutral
3595,Negative
3596,Negative
3597,Neutral
3598,Neutral
3599,Negative
3600,Neutral
3601,Neutral
3602,Negative
3603,Neutral
3604,Negative
3605,Neutral
3606,Negative
3607,Negative
3608,Negative
3609,Negative
3610,Negative
3612,Negative
3613,Negative
3614,Negative
3615,Negative
3616,Neutral
3617,Negative
3618,Negative
3619,Negative
3620,Negative
3621,Negative
3622,Negative
3623,Neutral
3624,Neutral
3625,Negative
3626,Negative
3627,Neutral
3628,Positive
3629,Negative
3630,Negative
3631,Negative
3632,Neutral
3633,Positive
3634,Negative
3635,Negative
3636,Negative
3637,Neutral
3638,Negative
3639,Neutral
3640,Neutral
3641,Negative
3642,Negative
3643,Positive
3644,Negative
3645,Negative
3646,Negative
3647,Negative
3648,Negative
3649,Negative
3650,Negative
3651,Neutral
3652,Negative
3653,Negative
3654,Negative
3655,Negative
3656,Negative
3657,Negative
3658,Negative
3659,Negative
3660,Neutral
3661,Neutral
3662,Negative
3663,Negative
3664,Negative
3665,Negative
3666,Negative
3667,Negative
3668,Negative
3669,Negative
3670,Negative
3671,Negative
3672,Negative
3673,Negative
3674,Negative
3675,Negative
3676,Negative
3677,Neutral
3678,Negative
3679,Negative
3680,Negative
3681,Negative
3682,Neutral
3683,Negative
3684,Negative
3685,Positive
3686,Negative
3687,Neutral
3688,Negative
3689,Negative
3690,Negative
3691,Negative
3692,Negative
3693,Negative
3694,Negative
3695,Neutral
3696,Negative
3697,Neutral
3698,Negative
3699,Neutral
3700,Negative
3701,Negative
3702,Negative
3703,Negative
3704,Neutral
3705,Neutral
3706,Neutral
3707,Negative
3708,Negative
3709,Negative
3710,Neutral
3711,Negative
3712,Negative
3713,Negative
3714,Negative
3715,Neutral
3716,Negative
3717,Negative
3718,Neutral
3719,Negative
3720,Negative
3721,Negative
3722,Negative
3723,Negative
3724,Negative
3725,Negative
3726,Negative
3727,Negative
3728,Negative
3729,Negative
3730,Negative
3731,Negative
3732,Negative
3733,Negative
3734,Neutral
3735,Neutral
3736,Negative
3737,Negative
3738,Negative
3739,Neutral
3740,Negative
3741,Negative
3742,Neutral
3743,Negative
3744,Positive
3745,Neutral
3746,Negative
3747,Negative
3748,Negative
3749,Negative
3750,Negative
3751,Negative
3752,Negative
3753,Negative
3754,Negative
3755,Negative
3756,Negative
3757,Neutral
3758,Negative
3759,Negative
3760,Positive
3761,Negative
3762,Negative
3763,Neutral
3764,Negative
3765,Negative
3766,Neutral
3767,Negative
3768,Negative
3769,Negative
3770,Neutral
3771,Negative
3772,Negative
3773,Negative
3774,Negative
3775,Negative
3776,Negative
3777,Negative
3778,Neutral
3779,Neutral
3780,Neutral
3781,Negative
3782,Negative
3783,Neutral
3784,Negative
3785,Negative
3786,Negative
3787,Positive
3788,Negative
3789,Neutral
3790,Neutral
3791,Neutral
3792,Negative
3793,Negative
3794,Negative
3795,Negative
3796,Negative
3797,Negative
3798,Negative
3799,Negative
3800,Positive
3801,Negative
3802,Negative
3803,Neutral
3804,Neutral
3805,Positive
3806,Negative
3807,Negative
3808,Negative
3809,Negative
3810,Negative
3811,Negative
3812,Negative
3813,Negative
3814,Negative
3815,Negative
3816,Negative
3817,Negative
3818,Negative
3819,Negative
3820,Neutral
3821,Negative
3822,Negative
3823,Negative
3824,Negative
3825,Negative
3826,Positive
3827,Negative
3828,Negative
3829,Negative
3830,Negative
3831,Positive
3832,Neutral
3833,Negative
3834,Negative
3835,Negative
3836,Negative
3837,Negative
3838,Negative
3839,Negative
3840,Negative
3841,Negative
3842,Negative
3843,Neutral
3844,Positive
3845,Negative
3846,Negative
3847,Negative
3848,Negative
3849,Negative
3850,Neutral
3851,Negative
3852,Negative
3853,Negative
3854,Negative
3855,Negative
3856,Negative
3857,Negative
3858,Neutral
3859,Negative
3860,Negative
3861,Negative
3862,Neutral
3863,Negative
3864,Negative
3865,Negative
3866,Negative
3867,Negative
3868,Negative
3869,Negative
3870,Neutral
3871,Negative
3872,Negative
3873,Positive
3874,Negative
3875,Neutral
3876,Negative
3877,Neutral
3878,Neutral
3879,Negative
3880,Negative
3881,Negative
3882,Negative
3883,Neutral
3884,Negative
3885,Negative
3886,Negative
3887,Negative
3888,Negative
3889,Neutral
3890,Negative
3891,Neutral
3892,Negative
3893,Negative
3894,Negative
3895,Positive
3896,Neutral
3897,Neutral
3898,Negative
3899,Negative
3900,Negative
3901,Negative
3902,Negative
3903,Negative
3904,Negative
3905,Negative
3906,Positive
3907,Negative
3908,Negative
3909,Neutral
3910,Neutral
3911,Neutral
3912,Negative
3913,Neutral
3914,Negative
3915,Negative
3916,Negative
3917,Negative
3918,Negative
3919,Negative
3920,Negative
3921,Negative
3922,Neutral
3923,Negative
3924,Negative
3925,Negative
3926,Negative
3927,Negative
3928,Positive
3929,Negative
3930,Neutral
3931,Negative
3932,Negative
3933,Negative
3934,Negative
3935,Negative
3936,Negative
3937,Negative
3938,Negative
3939,Negative
3940,Neutral
3941,Neutral
3942,Negative
3943,Neutral
3944,Negative
3945,Negative
3946,Neutral
3947,Negative
3948,Negative
3949,Negative
3950,Neutral
3951,Negative
3952,Neutral
3953,Positive
3954,Negative
3955,Negative
3956,Negative
3957,Neutral
3958,Negative
3959,Neutral
3960,Negative
3961,Negative
3962,Negative
3963,Negative
3964,Negative
3965,Neutral
3966,Negative
3967,Negative
3968,Negative
3969,Negative
3970,Negative
3971,Negative
3972,Negative
3973,Negative
3974,Negative
3975,Negative
3976,Negative
3977,Negative
3978,Negative
3979,Neutral
3980,Negative
3981,Negative
3982,Negative
3983,Negative
3984,Negative
3985,Positive
3986,Negative
3987,Negative
3988,Positive
3989,Positive
3990,Negative
3991,Negative
3992,Positive
3993,Neutral
3994,Positive
3995,Negative
3996,Negative
3997,Neutral
3998,Negative
3999,Negative
4000,Negative
4001,Negative
4002,Negative
4003,Neutral
4004,Neutral
4005,Neutral
4006,Negative
4007,Negative
4008,Negative
4009,Negative
4010,Positive
4011,Neutral
4013,Positive
4014,Negative
4015,Neutral
4016,Negative
4017,Negative
4018,Negative
4019,Negative
4020,Neutral
4021,Neutral
4022,Negative
4023,Neutral
4024,Neutral
4025,Negative
4026,Negative
4027,Negative
4028,Neutral
4029,Negative
4031,Neutral
4032,Negative
4033,Negative
4034,Negative
4035,Neutral
4036,Neutral
4037,Negative
4038,Negative
4039,Neutral
4040,Neutral
4041,Negative
4042,Negative
4044,Negative
4045,Negative
4047,Negative
4048,Negative
4050,Neutral
4051,Neutral
4052,Negative
4053,Neutral
4054,Negative
4055,Neutral
4056,Negative
4057,Positive
4058,Negative
4059,Neutral
4060,Neutral
4061,Negative
4062,Negative
4063,Negative
4064,Negative
4065,Neutral
4066,Positive
4067,Negative
4068,Negative
4069,Negative
4070,Negative
4071,Negative
4072,Positive
4073,Negative
4074,Negative
4075,Negative
4076,Neutral
4077,Negative
4078,Neutral
4079,Neutral
4080,Neutral
4081,Neutral
4082,Neutral
4083,Negative
4084,Neutral
4085,Neutral
4086,Neutral
4087,Negative
4088,Negative
4089,Negative
4090,Neutral
4091,Neutral
4092,Negative
4093,Neutral
4094,Neutral
4095,Neutral
4096,Negative
4097,Neutral
4098,Neutral
4099,Neutral
4100,Neutral
4101,Positive
4102,Negative
4103,Neutral
4104,Negative
4105,Negative
4106,Neutral
4107,Negative
4108,Negative
4109,Neutral
4110,Negative
4111,Negative
4112,Neutral
4113,Negative
4114,Neutral
4115,Neutral
4116,Neutral
4117,Negative
4118,Negative
4119,Negative
4120,Negative
4121,Neutral
4122,Neutral
4123,Neutral
4124,Neutral
4125,Neutral
4126,Neutral
4127,Neutral
4128,Neutral
4129,Neutral
4130,Negative
4131,Negative
4132,Neutral
4133,Neutral
